,Electricity,Income,Water,e_Cooking,e_Lighting,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
466,85.98108708753391,186684.28601402926,136.7367331715192,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,466.0,81.0,1,115.97658853748774
467,74.31880875621977,132847.8388509621,100.64800334608655,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_female,467.0,31.0,1,35.979917507608754
468,90.70597595685314,203662.8418418542,151.46454737306516,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_9,age_36_45,sex_male,468.0,61.0,1,18.05106590838963
473,81.04370296125002,144493.08952115435,98.14274063668051,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_7,age_46_55,sex_male,473.0,31.0,1,62.72589230932468
474,82.85836136162999,158880.06114841806,118.87181750568632,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,474.0,31.0,1,30.820595089039152
477,98.28205580355488,236552.0766080975,164.43335407300196,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,477.0,81.0,1,23.2857453892575
480,85.13885044440073,207578.4325411965,151.76595430805563,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_male,480.0,51.0,1,39.772736942754975
483,78.62803819896472,160509.01428608413,103.07903191881624,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,483.0,51.0,1,83.09789527802893
485,87.38517816272117,202508.3292988329,150.64519968797472,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,485.0,81.0,1,37.18400327853898
486,83.52829723475641,192279.85595751586,135.09882795264085,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,486.0,81.0,1,22.28760205640861
488,62.88851366188821,94471.46730845637,72.40060236472213,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_36_45,sex_male,488.0,31.0,1,153.08278745887372
489,89.19696286275487,202014.33356921977,156.99463393612132,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,489.0,81.0,1,2.8603108265274066
490,85.62942882113641,169007.98706563262,109.88905354313096,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,490.0,51.0,1,64.0846287042663
492,82.14511421160714,184945.8321206046,131.74760723944985,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,492.0,81.0,1,19.067421709704114
494,78.5269522576366,187582.09731986004,132.9432604545679,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,494.0,51.0,1,25.745975936734453
495,70.01131389991804,117364.56044095756,89.97855952943216,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_male,495.0,31.0,1,138.28970123181517
496,73.94581912313406,131236.40027583414,99.38774998969048,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_76_85,sex_male,496.0,31.0,1,7.916807965235382
498,83.14993563163564,179107.09892370086,130.0708381724214,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,498.0,51.0,1,125.86000696865293
501,83.86125048012585,178417.17813815226,117.16451295518571,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,501.0,51.0,1,117.85815030150175
502,73.58533429490724,98030.34902811912,76.53084118741889,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_female,502.0,31.0,1,56.82596231862699
504,84.71735958890505,198214.7394651686,148.5215539860366,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,504.0,81.0,1,31.28760205640861
505,78.7569623359593,173703.0819699792,128.45480758896306,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,505.0,51.0,1,141.09345388912
508,94.50662294193243,238075.2652231565,172.60337582239018,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,508.0,81.0,1,17.2857453892575
509,76.81749172406059,126090.98361490053,79.12199138869198,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,509.0,51.0,1,71.08648537141741
510,97.47222490175986,228364.4356223897,161.9946612306174,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,510.0,81.0,1,95.0783306482063
511,83.19088426605585,204961.31373674195,145.8338993802821,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,511.0,81.0,1,31.770403591150952
512,70.58398995476638,104929.95249885277,82.26419414036427,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,512.0,31.0,1,129.06952088511113
513,63.02470443896792,103479.2504359269,78.83207205179042,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,513.0,31.0,1,139.06952088511113
515,76.56328204149158,130887.29949776294,101.00937671539494,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,515.0,31.0,1,29.303696632182458
516,85.46375572450096,217131.43176654307,153.69662114789102,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,516.0,81.0,1,87.85815030150175
517,70.88855973147598,159260.40573997967,115.43207612965556,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_26_35,sex_male,517.0,21.0,1,10.538865053557744
518,74.52038576284758,165650.16892832777,111.32362617220464,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,518.0,51.0,1,19.564515578724624
519,86.86994403427366,203921.88975157353,150.69998902697085,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,519.0,81.0,1,26.094182715724642
520,69.58692397288985,115460.05921527516,89.25611447323702,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,520.0,31.0,1,28.497115972866418
521,76.5522520871834,146667.04771729663,110.34398329216718,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_36_45,sex_female,521.0,31.0,1,60.07863406857784
522,94.73443175403,231473.90636212638,168.82045264805402,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_female,522.0,81.0,1,54.08930049882409
523,84.59940200610389,177751.24582388005,129.93935289208284,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,523.0,21.0,1,149.53856119568326
524,86.63238260087175,185112.85850184344,135.11082557160546,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,524.0,81.0,1,94.08018731535736
526,70.56818057333255,174565.62893982913,128.9090787331227,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_male,526.0,21.0,1,176.77200811615054
528,68.33288242617661,135252.96817102903,102.15402930822914,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,528.0,31.0,1,17.774029495182845
530,76.82031170800856,163432.7006967815,104.21162638043077,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,530.0,51.0,1,126.87141687526488
531,70.39799957383305,135512.8955337665,100.43655847231535,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,531.0,31.0,1,164.62644692175098
532,84.87871874562869,199223.76340636238,145.324348750305,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,532.0,81.0,1,24.874002369020147
533,71.42019263740214,116339.07268789686,76.9766976593842,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,533.0,31.0,1,19.406995401651105
534,87.97143027514414,201492.53592868472,146.7132476194947,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,534.0,81.0,1,22.874002369020147
535,83.85513905786948,184480.72027300516,134.72638784466972,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,535.0,81.0,1,108.97658853748774
536,85.00672179779048,202104.02558582183,148.8635867111982,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,536.0,81.0,1,38.18400327853898
538,86.93084956101339,210372.04418695558,146.67346712804198,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,538.0,51.0,1,69.76318293129664
539,88.58628231604895,225388.35317797516,157.81312003690266,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,539.0,81.0,1,112.75455152363256
540,55.50229520132169,51341.302240034944,30.25645735555539,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_26_35,sex_male,540.0,1.0,1,100.97455351490557
543,79.35064985960797,165348.30382578346,110.4005517267932,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_26_35,sex_male,543.0,51.0,1,8.199197332753744
546,73.73367953900708,165456.76532862024,122.12344317026668,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,546.0,51.0,1,136.87327354241597
547,81.80058901999564,204418.35444240816,149.17648142834568,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_76_85,sex_male,547.0,51.0,1,20.38584827580749
549,65.12585160667955,104956.23249541613,81.9795266649332,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_36_45,sex_male,549.0,1.0,1,164.74807511214146
553,72.15303465626138,122310.94481385866,75.65433920197445,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,553.0,51.0,1,133.87327354241597
554,78.98016683397233,171534.1390747859,126.96070176855814,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_female,554.0,21.0,1,151.0817908001976
555,88.79647381838066,190129.08112993024,135.60716741350362,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,555.0,81.0,1,22.067421709704114
556,89.75145396485958,205089.70678799547,134.84494366961835,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,556.0,81.0,1,25.092326048573106
558,76.17225166626221,170917.6423678927,131.5731194821753,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_5,age_46_55,sex_male,558.0,1.0,1,42.305729975385525
560,93.96289645890718,235710.7778146512,166.7750427541226,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,560.0,81.0,1,25.2857453892575
561,81.4525953349799,168234.77629082615,109.36002544893906,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,561.0,51.0,1,68.0846287042663
565,78.34758167002897,159085.47091455472,106.1162864900556,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,565.0,51.0,1,37.77040359115095
567,91.35274097596864,240482.7384901809,169.6519620579178,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,567.0,81.0,1,17.2857453892575
571,89.69254260885296,217995.99686871454,157.6307774249846,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,571.0,81.0,1,100.85815030150175
572,92.39784925542982,228731.72319494266,164.2377786289455,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,572.0,81.0,1,93.0783306482063
573,79.74164012782165,161308.80340305096,119.19387198340071,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,573.0,31.0,1,32.82059508903915
575,86.69147265406056,191195.6374861929,136.3338824260414,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,575.0,81.0,1,15.067421709704114
577,86.21268571040596,231183.44207504997,164.01697479426485,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_female,577.0,51.0,1,28.640520491714135
578,99.13904055802814,231863.4713212352,160.36951065923031,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,578.0,81.0,1,19.2857453892575
579,85.54825263536466,195200.57459596996,141.39739705600863,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_female,579.0,51.0,1,40.86255750556931
581,80.43018117380825,157432.56259384565,114.71623833428283,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_5,age_36_45,sex_male,581.0,1.0,1,30.085549628681445
582,76.52437939661417,170317.27479727828,127.1888091190694,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_male,582.0,31.0,1,34.62717574835518
586,78.26704271663688,198027.63263932077,145.83880581388772,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_female,586.0,51.0,1,50.86255750556931
587,65.13839437397722,69240.68122985495,43.724013390671814,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,587.0,31.0,1,18.276935626162352
588,89.2232866815909,226890.93393916453,164.5323687756559,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,588.0,81.0,1,96.75455152363256
589,84.76822578426103,175365.01577127705,125.13411372917746,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,589.0,51.0,1,134.86000696865293
590,75.20724352984595,137612.18930007165,100.16360075517107,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,590.0,31.0,1,131.39300000128384
591,72.18163640304839,122016.65474975947,76.60862424214892,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,591.0,51.0,1,78.08648537141741
592,93.95057484924796,253793.72846778965,182.3885874046552,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,592.0,81.0,1,9.5626589115735
593,82.13620328754033,175742.57367133323,112.89567486766552,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,593.0,51.0,1,85.9810299263967
594,105.8045767609708,272618.31229660986,189.6729862605069,Cooking_yes,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_8,age_36_45,sex_male,594.0,81.0,1,28.24748653467094
595,67.17377559929105,132175.23406274914,99.84084970363054,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_26_35,sex_male,595.0,1.0,1,102.2980326310787
598,88.3888890073966,175925.08168158558,125.84722609074065,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,598.0,51.0,1,129.76967476454632
601,74.99398455118444,179333.74903113302,129.9465052451609,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,601.0,21.0,1,157.53856119568326
605,91.98869554877784,212944.23547342038,157.06163724199013,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,605.0,81.0,1,39.99058393785502
606,94.02240604758276,209179.3159342295,153.3755263862731,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,606.0,81.0,1,33.99058393785502
607,94.99794324958843,210150.36190611485,145.37779424551374,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,607.0,81.0,1,50.084628704266294
608,67.27738431518122,98794.16851382166,73.32973317603287,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_26_35,sex_male,608.0,1.0,1,101.97455351490557
609,82.46855906451114,209099.91565564094,152.17667476745683,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_male,609.0,51.0,1,42.772736942754975
611,79.9958592016814,158500.49687689845,105.21836224830193,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,611.0,51.0,1,35.09418271572464
612,69.71135436527061,132459.57936692823,99.20308170089828,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_female,612.0,31.0,1,32.979917507608754
613,67.34906083102864,132733.69660353483,97.34547010967506,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_3,age_26_35,sex_male,613.0,1.0,1,103.2980326310787
615,88.832996965636,195141.68855374143,142.8326172025539,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_male,615.0,51.0,1,37.966156283438956
616,71.64648524748564,151861.53430320966,112.6761261080571,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_2,age_36_45,sex_male,616.0,21.0,1,90.32565322455628
618,90.97593626485786,223498.70884821969,158.42721471700017,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,618.0,81.0,1,100.0783306482063
619,74.7411203261497,143681.62675135102,108.61322549250713,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,619.0,31.0,1,130.39300000128384
620,81.45515155179322,171832.62719249507,126.8139212423233,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_female,620.0,51.0,1,16.703658875210408
623,72.09689108242998,130059.70221726551,96.31596465126414,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,623.0,31.0,1,29.303696632182458
624,75.19784757739632,150847.55964879552,109.09911680458497,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,624.0,31.0,1,21.600414742335072
625,97.37064664916453,253628.81591186093,186.00017386779137,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_female,625.0,81.0,1,27.45906013370429
629,72.70035423969476,162126.88305121812,116.2214086901645,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_26_35,sex_male,629.0,21.0,1,118.77830617221042
631,90.43120001322045,206706.20665351208,149.49281528799258,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,631.0,81.0,1,31.094182715724642
632,86.39825592430815,214496.76725761767,159.21762711170308,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_6,age_46_55,sex_male,632.0,51.0,1,36.46325015245945
633,71.02510691916164,116867.87846677091,77.24010045705612,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_36_45,sex_male,633.0,31.0,1,22.406995401651105
634,92.07038935100584,237905.90555660691,166.13549144124184,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,634.0,81.0,1,13.872145701869034
636,63.36804298520998,80241.79786786843,50.798581999941646,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_5,age_36_45,sex_male,636.0,1.0,1,27.762070512508718
637,84.72467324466498,215772.04289945148,162.20382203074718,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_6,age_36_45,sex_female,637.0,51.0,1,35.13947102788574
639,81.75092891676977,166859.27379909033,123.7304344684697,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_6,age_36_45,sex_male,639.0,31.0,1,19.09750861135557
640,78.82060054059006,178421.48009201698,130.95044801219152,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_6,age_46_55,sex_male,640.0,31.0,1,30.317688958059648
641,83.653357159297,170796.44316279446,111.84034414258223,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,641.0,51.0,1,72.0846287042663
642,78.78130302784952,186422.52360505488,135.07485989426743,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_46_55,sex_male,642.0,51.0,1,126.7587415423877
643,80.5213226968835,214973.86278032558,155.7723658439277,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,643.0,51.0,1,60.76318293129664
644,70.29553987803895,119921.00013211035,78.43674728013156,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_66_75,sex_female,644.0,31.0,1,48.19529902888089
645,72.0336159849776,131948.46601542586,100.87563690238858,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_46_55,sex_female,645.0,1.0,1,56.07207142202755
649,74.58385606008491,169551.0160642087,123.86987894046635,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_26_35,sex_male,649.0,21.0,1,94.76503959844774
650,73.47879011612102,125146.59434607971,97.11571641029944,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,650.0,31.0,1,29.497115972866418
651,94.75448482433781,259583.7749896137,183.1689720675873,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,651.0,81.0,1,23.782839258277995
653,74.94229016264426,151796.70701767385,99.87782361766152,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,653.0,51.0,1,33.28760205640861
654,83.15440594345982,191952.02320183802,137.1872492877164,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,654.0,81.0,1,28.28760205640861
655,68.61162378633307,138166.49154076382,90.91070713902441,Cooking_no,Lighting_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,655.0,21.0,1,197.66840933828118
656,93.96969754056542,248587.64583032782,178.5472845135494,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_10,age_56_65,sex_male,656.0,81.0,1,931.3538916130215
657,65.85662320782308,97614.87953310736,74.53249631060676,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_19_25,sex_female,657.0,31.0,1,7.913172791668222
658,66.2706651192204,110455.19785932168,87.05340903141978,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,658.0,31.0,1,139.9659221072415
659,101.396268567147,251216.40472763503,179.58809908676852,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_7,age_26_35,sex_male,659.0,81.0,1,2.197340665602631
660,84.03397746985429,183541.11774327914,135.10429687297872,Cooking_no,Lighting_no,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,660.0,81.0,1,2.0676934969405565
663,56.32554829591928,49492.14001605893,28.141107821282255,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,663.0,31.0,1,80.29599928787522
664,87.29821797077005,204778.4019636246,141.6342611165602,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,664.0,81.0,1,77.09789527802893
667,80.87017506814192,184585.5633119245,119.86343305986664,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,667.0,81.0,1,14.065565042553004
672,63.247703765133885,85003.16856138867,54.6802838437874,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,672.0,31.0,1,28.303696632182458
679,66.96561414626075,113185.18841040244,87.43273871461018,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_46_55,sex_female,679.0,31.0,1,156.186102453946
680,75.33835922394708,143007.54684800233,104.95430740448757,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_female,680.0,31.0,1,148.28940122341461
681,96.38410941865548,234962.99954279966,167.04448405316646,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,681.0,81.0,1,26.961966264683788
682,77.20600810281016,153228.360562068,109.17161834128328,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,682.0,31.0,1,18.600414742335072
683,74.83438845178388,133315.95310779437,99.68147714825209,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,683.0,31.0,1,161.62644692175098
684,63.290275759740105,97134.0886668886,65.59723822522541,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_7,age_26_35,sex_female,684.0,31.0,1,12.305112471342348
685,89.53504256520444,226740.8117086381,168.32995902419609,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,685.0,81.0,1,34.681097147559484
687,91.64010241367,211113.97672066969,150.86666257254706,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,687.0,81.0,1,94.87141687526488
688,69.22596540437563,120245.69740575865,77.95573814293726,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,688.0,51.0,1,139.87327354241597
689,96.99313347869787,250211.73250682172,177.54165513233986,Cooking_no,Lighting_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,689.0,81.0,1,23.092326048573106
