,Electricity,Income,Water,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
665,78.62897227177201,160142.75639460605,118.51336421603041,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_female,665.0,31.0,1,124.1219766900025
667,65.74153884306111,126941.13520156569,87.66668097404677,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_76_85,sex_male,667.0,1.0,1,51.53207035920164
668,101.98190397993696,254671.3992222497,184.80281205754588,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_86_100,sex_male,668.0,81.0,1,121.99999647276888
669,84.53430258229281,181835.61846303692,124.08978088213459,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_76_85,sex_male,669.0,81.0,1,5.748979752759455
670,95.89965797352647,246468.9789588941,180.57450591539768,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_female,670.0,51.0,1,30.853963992656105
671,81.36568454657076,183891.30874229703,134.28535358111864,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_male,671.0,51.0,1,80.73511834737283
672,73.93436331957491,142268.2750358262,94.54611505334377,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,672.0,21.0,1,97.52455301076901
673,79.7678012538003,191682.29364038853,138.5839790584113,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,673.0,51.0,1,75.52455301076901
674,55.21911530746377,73063.78493573132,46.82634751929458,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_male,674.0,1.0,1,122.41844940088212
675,72.02088926407973,149585.32783803256,98.87377515550419,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,675.0,51.0,1,105.17126189969403
676,83.44652319361914,170323.02649839385,114.58145573462042,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,676.0,51.0,1,48.03109763166238
677,79.56043687961166,161965.5850225623,110.30803677167806,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,677.0,51.0,1,54.64365124503239
679,78.07963419919821,180160.39705209012,133.00975608465842,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,679.0,81.0,1,83.75474109727472
680,80.01233466927916,189158.51071923465,138.55834804115887,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,680.0,51.0,1,76.52455301076901
682,77.49377484829216,171956.82112719855,113.38337772073281,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,682.0,51.0,1,7.0807557214021735
683,69.97364775532168,122585.81345801205,80.44351239198093,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,683.0,51.0,1,59.43412390558048
684,87.60978172147888,209066.60198920232,150.83763328721966,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,684.0,81.0,1,42.7125853527089
685,66.8310141398588,104879.45569235973,70.72906379043282,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_male,685.0,31.0,1,38.38052384950797
686,79.27336434201759,162506.51541665415,107.31726471517756,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_male,686.0,21.0,1,40.914422982554846
690,79.2779239966124,156286.87415482794,111.61570999173122,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_8,age_19_25,sex_female,690.0,31.0,1,36.39876381769896
691,85.95477285225384,182150.7373217329,119.072798069443,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,691.0,81.0,1,24.324278935021866
692,65.37787298757014,95213.40551464944,64.13915723042889,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,692.0,31.0,1,59.087342546148506
693,74.14327617598359,149132.76963608287,112.49332566469894,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_female,693.0,31.0,1,53.87677720954463
694,86.28651519391535,206374.4657660604,153.39336146086413,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_26_35,sex_female,694.0,81.0,1,2.4513891537614185
695,81.0986424405809,160042.17547530134,117.00964304919232,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,695.0,31.0,1,53.80493137194471
696,77.12071784906138,178731.7817032861,131.05683275060048,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_36_45,sex_female,696.0,21.0,1,102.69406120842478
697,80.33092415438034,175259.34293477706,127.8767823425848,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,697.0,51.0,1,89.75474109727472
698,97.54321387107737,220950.77527864886,161.1261905921683,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,698.0,81.0,1,26.324278935021866
699,92.4372593834169,237759.00001521,172.77489283679938,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_female,699.0,51.0,1,0.14496907334144693
700,94.09645041986565,245329.0430679969,172.5655910947623,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,700.0,81.0,1,45.132678028764715
701,80.70371931792313,202934.79300713926,139.62868078658994,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_46_55,sex_female,701.0,51.0,1,88.9732496682518
702,97.10356852784568,258565.58058724238,184.8055306214722,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_10,age_26_35,sex_female,702.0,81.0,1,53.99999849905058
704,85.37654642454073,197578.7170556269,151.68841461825755,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_male,704.0,81.0,1,50.02507191381592
705,87.07392476278835,188550.65729912804,138.90268944424759,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,705.0,81.0,1,81.5927017102737
706,87.97352325853906,218290.8131559059,163.96979044323925,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_36_45,sex_male,706.0,51.0,1,86.90462654502865
0,41.44568844150236,128979.33977335194,55.30522820033813,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_male,,,3,3.0
3,51.1353495185486,229004.4661495705,120.27921209838138,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_male,,,11,11.0
4,46.83506354322624,230604.87330734765,117.26695023878473,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_56_65,sex_male,,,3,3.0
5,45.78784402766329,203730.58813876405,97.3502848386592,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,14,14.0
7,46.635211477160276,197372.51051033894,93.20269205015528,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,55,55.0
10,54.38591024326376,251363.7087994195,119.09846789028217,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_male,,,13,13.0
11,50.21403303454392,223834.59918191293,104.14069710006041,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,49,49.0
12,44.943152039774745,191673.0732306818,92.58674947126649,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,35,35.0
13,36.23736549164562,124190.6442837832,60.37815398653956,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,,,9,9.0
15,44.06324972043195,206643.527874184,95.04484740852334,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_College,Size_1,age_26_35,sex_female,,,19,19.0
16,37.16959269799579,126981.95718076675,65.81840719568166,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_56_65,sex_female,,,6,6.0
17,49.671568817431506,220837.05013976802,102.93777436686158,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,44,44.0
19,45.526937766714084,186415.9885798642,89.52705247911292,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,47,47.0
20,36.63335243476004,149749.5338224493,66.17212151554175,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,7,7.0
21,42.72601870732776,154936.9285115692,66.79687603757719,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,3,3.0
25,55.44723400645868,263999.6160492632,123.46874484971211,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,17,17.0
26,48.36163111577783,226699.56522500466,110.72259152933339,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_6,age_36_45,sex_female,,,5,5.0
27,36.1256041731468,104331.41116725668,43.821423607963894,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,,,7,7.0
28,43.80565137073347,175450.96146752452,83.14383201998575,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_male,,,6,6.0
29,34.87030566211628,100328.98370535944,51.06888411193959,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_36_45,sex_male,,,1,1.0
30,44.64540080578937,194734.3855444334,81.80315827232263,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,,,28,28.0
31,53.15588557926105,248755.68358414355,117.59450283963125,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,29,29.0
32,42.679185551210466,154770.38619104488,76.85978928175504,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_female,,,18,18.0
33,34.731610655049025,86903.89609699849,37.634991811109536,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,,,11,11.0
34,45.970745129763884,196652.1813626529,86.74000712660762,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,47,47.0
36,46.63606457173617,202737.87996308855,98.20033884349935,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,5,5.0
37,38.34317928543126,121377.65358437465,53.21867290480465,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,,,15,15.0
38,45.40526266540122,216651.21530761124,100.99630546972422,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_26_35,sex_male,,,9,9.0
39,44.070080574371374,162817.20267729653,69.87755074994156,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,18,18.0
40,47.601110112673396,200306.5959954713,98.83544026160413,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,22,22.0
43,47.02030657644717,192344.18659764517,93.64136886799676,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_female,,,8,8.0
44,53.56812667188179,264564.81795292447,121.61761845759474,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_76_85,sex_male,,,2,2.0
46,41.786594114872564,172628.35035253686,75.76609582128668,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,3,3.0
49,46.2507611614229,213523.7977251869,100.03164136068523,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_26_35,sex_male,,,16,16.0
51,52.01749371826093,240323.4230874407,115.12863290034144,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,,,16,16.0
52,40.581621316619874,119844.46220949787,60.88381155914311,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_26_35,sex_male,,,1,1.0
53,45.53718410733844,191616.0378753536,88.89612221063678,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,,,6,6.0
54,51.53489779485571,233086.3013643261,110.09165878606996,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,50,50.0
55,42.32675176338352,141031.70956191572,71.49934157936853,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,,,13,13.0
56,53.382773799566515,252011.61148635886,120.59010103118305,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,20,20.0
57,46.20804779644861,200020.77988787642,94.78683725751205,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,26,26.0
59,48.886418465668555,192156.60627670508,90.41340386291174,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,47,47.0
60,46.20281253579923,203377.8347246825,104.23715038309741,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_1,age_46_55,sex_male,,,7,7.0
61,37.69818112045185,133694.3285712547,67.87943514178613,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,,,11,11.0
62,39.45741166639426,131111.98182420706,64.2832199927623,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_female,,,11,11.0
64,49.13999924264564,215725.10089807253,105.31068661042355,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,55,55.0
65,48.29431260824115,209809.3828147916,104.3416933135735,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_36_45,sex_female,,,20,20.0
66,55.04745225690958,253701.52077708158,120.24293696931588,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,,,27,27.0
67,54.14304077376464,254970.43235338657,121.34811303200291,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,,,30,30.0
68,49.17868191335349,216794.28269240065,105.30821437719587,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,22,22.0
69,43.80682715313425,174950.84621805255,83.1440929811114,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_male,,,3,3.0
71,33.53260723034731,101905.82036459133,49.32944748097008,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_19_25,sex_male,,,4,4.0
72,34.82038812071916,107632.0915860445,45.37096852382771,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,,,17,17.0
73,43.32243217329871,185377.5913424312,90.94800250225916,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,51,51.0
74,46.40399408933061,188284.35821323094,89.18531296765252,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,29,29.0
75,47.27475340910725,198546.58094297518,94.60851506909626,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,54,54.0
76,44.1063645069938,148223.60817187556,69.58778946451773,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_male,,,11,11.0
77,50.75565302906297,227441.75909078945,116.33528074240982,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_male,,,46,46.0
78,45.83883276007747,186527.97257248106,89.48615997505749,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,51,51.0
81,51.96467680241886,215779.68081894208,105.10220249404293,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,21,21.0
82,42.19314717530786,131025.19749482226,66.22935525721164,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,,,11,11.0
84,42.183329047593304,134448.30732704353,68.28103765557387,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_female,,,6,6.0
87,47.52229433173239,237248.4693081852,111.06753398179902,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,43,43.0
88,47.829403525438074,204220.0051106904,92.14854701464321,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_36_45,sex_male,,,25,25.0
89,43.667478462173804,177752.31331026304,75.81405059020182,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_female,,,35,35.0
90,52.46449933069961,247341.71638165644,115.38560224337127,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,25,25.0
91,51.02726346147745,232584.83968148785,108.57996566444672,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,50,50.0
92,35.22715917612257,135191.3775338424,57.48587749407952,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,16,16.0
93,43.605752270105164,156762.30346793088,67.44463927017506,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_56_65,sex_male,,,5,5.0
94,49.19743121013829,233734.45671402122,111.12143328401305,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_male,,,2,2.0
95,30.60107874434162,77917.07511640083,33.654376327445846,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_4,age_36_45,sex_male,,,1,1.0
96,52.5235186039484,251634.64887760114,118.43516946918413,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,9,9.0
97,43.774033122092234,169471.57765502678,70.57657702323546,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,,,16,16.0
98,45.94888079296975,174314.00668130774,85.87245539067229,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_female,,,25,25.0
99,46.70603732608892,206607.55064584245,94.25002662632713,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_26_35,sex_female,,,3,3.0
102,45.50296203046857,188416.96626423707,87.41501398905419,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,,,2,2.0
103,44.92152706892333,204664.3284420203,97.63324023591335,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,15,15.0
104,49.276201048807216,231164.1127022995,111.59838221222034,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,52,52.0
105,50.28165617681843,239043.61351451575,114.63479101086179,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,,,11,11.0
106,42.47011403297403,166116.0893820057,82.89006343252152,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,,,3,3.0
107,46.44760973624797,184495.7400311149,90.45627195819692,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,33,33.0
108,50.6869760927008,217864.82734296293,104.4515253354706,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_46_55,sex_male,,,20,20.0
111,38.6560538597864,128126.05396906107,65.13587200369221,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_36_45,sex_male,,,16,16.0
112,43.04924294190761,159586.39531729938,78.02485483024043,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_female,,,2,2.0
113,46.67226494369849,196584.554098462,95.98245356421774,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,25,25.0
114,50.237058354770035,216923.27431671572,102.25518026444675,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,20,20.0
115,53.75531144325724,241080.67575802602,119.85077326075162,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_female,,,11,11.0
117,32.06172812176466,83317.88958348906,35.9873002751451,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_26_35,sex_male,,,3,3.0
118,42.02766535715533,167680.72406401474,80.49116619897893,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_56_65,sex_male,,,7,7.0
120,44.40353340410007,184200.6718241346,85.22917132467963,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,49,49.0
121,34.39675548867076,104098.96052698973,53.24991761788337,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_36_45,sex_male,,,2,2.0
123,48.35274931516146,232091.01285021155,106.6560682276168,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_female,,,24,24.0
125,38.306420300757246,137056.41202909366,56.7131407784411,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,19,19.0
126,49.160442980196734,224790.92756597782,110.33765794481468,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_6,age_46_55,sex_male,,,2,2.0
128,49.47738868835805,204908.59196957227,94.30925304121769,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,24,24.0
129,49.586720756522745,198451.40255226198,85.42255704692445,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,,,19,19.0
130,42.57383328628196,164831.2180259747,70.619699177207,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_66_75,sex_male,,,8,8.0
131,47.028969810163375,220476.7007371968,102.87510884673927,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_36_45,sex_male,,,33,33.0
132,49.84265546882621,200814.8047172395,87.02460457123223,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,,,17,17.0
133,53.69491657176764,251495.01018332265,117.20665717453011,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_66_75,sex_male,,,7,7.0
