,Electricity,Income,Water,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
608,88.6453352114027,205965.62144013628,151.3605915420195,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,608.0,81.0,1,5.777601025160386
613,93.73234694738213,232932.1960366932,163.98146192379238,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,613.0,81.0,1,166.16647371736207
614,96.52596927618606,249921.38657400888,178.00348828922452,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,614.0,81.0,1,206.58054679173136
618,96.11100383436397,245273.03788037336,181.0525612216649,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,618.0,81.0,1,5.5044503527613
619,96.6785254033848,236176.11643828746,172.19173023155065,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,619.0,81.0,1,165.17240877609703
620,96.4746897787528,233728.58359402214,161.42595864977042,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,620.0,81.0,1,184.17240877609703
621,90.65219482156813,199539.00855103025,146.54318707220864,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,621.0,81.0,1,200.8536974641304
622,95.92504271849035,221991.54030090585,158.36943295930698,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,622.0,81.0,1,41.11698263617609
623,100.49803352742857,236001.2044900977,169.85748816741366,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,623.0,81.0,1,179.17240877609703
624,99.1870086947497,230812.7554690857,166.81736764788312,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,624.0,81.0,1,187.17240877609703
627,85.74440808447609,175497.78206580254,130.22383750166938,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,627.0,51.0,1,65.39013330857507
628,103.13008991776795,240467.1496011755,179.84659642262298,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,628.0,81.0,1,171.57461173299657
629,96.93721460381045,189916.42665969481,140.7451256890974,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,629.0,81.0,1,156.4396243897612
630,100.60344966276544,231516.17371906148,165.451423982542,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,630.0,81.0,1,174.57461173299657
631,100.41590475780049,226346.07708744626,160.1823734925427,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,631.0,81.0,1,146.16647371736207
634,84.49242878157075,186177.3552410271,136.97334272874284,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,634.0,81.0,1,12.928150018603098
635,96.11379533604055,221591.2883644645,159.56333448663315,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,635.0,81.0,1,2.6490642874692067
636,102.30029007734517,244802.270138996,171.0531242292763,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_female,636.0,81.0,1,2.5044503527612996
641,91.30200613679787,200497.784718578,143.11175507623474,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,641.0,81.0,1,6.777601025160386
642,94.63525230886023,211590.05079100246,157.1929452428957,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,642.0,81.0,1,24.78353608389518
646,83.83286665757606,175864.5737050934,125.59282735033469,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,646.0,51.0,1,3.9222149598682368
648,89.56801145473017,190502.00378605735,137.32447827974872,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,648.0,81.0,1,139.4396243897612
649,96.86799002195197,231273.4459403482,163.2101519752632,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,649.0,81.0,1,155.16647371736207
652,98.72566182368006,237993.4090761567,175.14287155663865,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,652.0,81.0,1,160.17240877609703
653,77.83669002834242,107165.06720536742,79.37080669316252,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,653.0,31.0,1,119.23317705330064
655,97.76236117636554,219540.45790786736,159.23005360332206,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,655.0,81.0,1,24.63407120381501
656,99.1446701953144,255992.10003085496,195.63575411983555,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_6,age_46_55,sex_male,656.0,81.0,1,44.54807552902511
661,102.02447585577549,236331.38740721825,171.2991982650516,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,661.0,81.0,1,181.17240877609703
662,95.60832097853529,195038.3101838313,141.9415496626597,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,662.0,81.0,1,159.84776240539566
663,90.91155727208294,222544.23766290414,172.50614838177844,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_male,663.0,81.0,1,238.12254153119727
671,86.46966214067068,191489.00883980168,142.67173369046762,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,671.0,81.0,1,180.445559448496
674,88.16743590151384,182072.2659774514,133.47428481571504,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,674.0,81.0,1,3.9222149598682368
675,89.69095194762829,191139.78092426524,145.08266264220356,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,675.0,81.0,1,29.33628803423754
676,101.44894957492559,225035.1252566248,164.43900271544453,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,676.0,81.0,1,37.52512065181051
682,79.76695267789182,176062.30307298683,128.4351845198991,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,682.0,51.0,1,5.922214959868237
684,92.96955606069649,204092.72562170442,158.1675095953299,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,684.0,81.0,1,168.8536974641304
686,92.51256030810332,207584.05936289523,152.85586394987376,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,686.0,81.0,1,15.375398068260782
687,103.5067998645641,246280.17989397128,182.04534556126725,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,687.0,81.0,1,12.102247395861763
688,101.78071262661258,228559.9778816989,163.8591507391725,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,688.0,81.0,1,18.654999346204065
692,91.01059587107528,212058.87280233906,156.13936958008568,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,692.0,81.0,1,12.783536083895179
694,93.02288985032534,204219.2181208027,152.3944065183584,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,694.0,81.0,1,6.777601025160386
695,90.88215061196851,203695.339093452,149.81847528818892,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,695.0,81.0,1,194.8536974641304
700,102.41314196310243,239877.7851473461,185.5162035120068,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_36_45,sex_male,700.0,81.0,1,38.89698021214693
701,99.35353436417944,247273.2211345394,186.3292626158114,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_male,701.0,81.0,1,52.902915270881834
702,92.79800607208998,213158.95287006925,158.28477780431803,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_female,702.0,81.0,1,14.628136145080166
704,98.1770338164529,233105.78470321305,166.2512833400601,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,704.0,81.0,1,158.17240877609703
705,94.08300139540256,208665.2239793347,161.86525330077825,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,705.0,81.0,1,67.06711539127625
706,71.98862406323032,104519.7152750966,79.51944781418891,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,706.0,31.0,1,120.23317705330064
707,95.08884743989344,226169.3828471723,167.18329070558715,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,707.0,81.0,1,22.63407120381501
708,103.43278749630345,236579.0537583365,169.39207561374022,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_36_45,sex_female,708.0,81.0,1,20.80459549707753
709,112.69088094726068,267366.72181807144,189.4605179244918,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,709.0,81.0,1,19.123306809044102
710,87.86071589577116,207455.44157652167,153.6046751531685,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,710.0,81.0,1,0.21999812944576425
711,92.69984441077936,204948.14492192952,155.38542708941813,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,711.0,81.0,1,10.375398068260782
713,93.5694602988922,227061.02439138532,171.9542195172894,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,713.0,81.0,1,11.871093446323897
716,92.82609105827112,222425.2828625144,163.11109452265592,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,716.0,81.0,1,15.225933188180562
721,92.43612235231235,225837.96649117488,174.05028174808083,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,721.0,81.0,1,29.04644509222716
723,90.75921785874542,185517.69361983312,138.16952538465532,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,723.0,81.0,1,18.928150018603098
729,93.84710073407551,178942.3127810028,130.680153328189,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,729.0,51.0,1,5.922214959868237
730,90.68449604791277,182019.13033909703,128.3138444859696,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,730.0,81.0,1,23.928150018603098
731,99.91129862662123,222838.11699704238,156.75658581090417,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,731.0,81.0,1,22.654999346204065
732,96.04407866872515,220575.86549539192,157.04643734719954,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,732.0,81.0,1,1.6490642874692067
733,90.76294083863131,195368.58777737126,141.71459172062154,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,733.0,81.0,1,192.445559448496
738,101.38858739772829,232275.3417830092,166.39832299951019,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,738.0,81.0,1,157.16647371736207
3,19.836797632763904,229137.1065878566,146.43419569098847,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_male,,,14,14.0
5,18.554710924427226,203858.6538133213,118.52945036749591,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,11,11.0
7,19.98797522920404,239826.71515354488,135.30460690807135,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,279,279.0
8,20.08267103047625,238856.8996964981,138.6038975325469,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,260,260.0
11,19.487510418692906,223967.21292930105,126.79435189472835,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,22,22.0
12,18.31795351660307,191808.44518463121,112.73900682892574,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,265,265.0
21,17.98743218597282,213843.8447443675,127.37904811161518,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,25,25.0
22,18.280543583220535,201127.00113585626,118.66975446622769,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,7,7.0
26,19.917165174433393,219792.59936581863,124.0649494293835,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,59,59.0
28,17.98466557342047,206563.98038970766,125.36680257474488,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,7,7.0
29,18.356776702129565,203718.0327083762,128.238386724079,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,,,59,59.0
30,18.989610781293052,217542.72490205488,122.90989528893476,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,3,3.0
34,17.715280482819608,181329.33677030297,105.47554041341148,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,50,50.0
36,19.89985816821533,269266.1574827907,152.31016793789348,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_76_85,sex_female,,,7,7.0
37,19.44135028708014,231617.40679765336,131.78169845736568,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,87,87.0
38,19.11722389116933,227227.54566339398,130.7093036522678,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,30,30.0
39,16.130440960133328,173416.13461934612,101.3619662133581,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,2,2.0
40,18.46475224245941,209167.8828597229,124.00329374604095,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,,,60,60.0
41,18.645058144627598,219619.14170142892,133.44934336582335,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_46_55,sex_female,,,101,101.0
42,20.23944953371648,236107.90499227395,138.19175721040082,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,271,271.0
46,16.104563324641276,197002.83284477555,109.75159879452413,Cooking_yes,Lighting_yes,Refrigeration_no,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,,,29,29.0
47,16.438506419307487,142761.8936944082,83.39650034114172,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_2,age_36_45,sex_male,,,54,54.0
48,19.886344849559677,238844.1274653525,138.79071422547995,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,279,279.0
49,19.083378582842386,224950.26129728238,129.20785414954253,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,253,253.0
58,17.76332574498491,179964.83471652298,104.64585939314688,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,43,43.0
62,17.590813128784802,185298.45490195157,109.92535031171228,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,27,27.0
64,17.69683812203688,176349.9259618148,99.85533801210917,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,5,5.0
68,18.187211593864873,225809.61402146984,138.25761593386184,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_male,,,337,337.0
69,18.814181998337872,189522.6873584412,110.4671160087868,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,253,253.0
73,19.01029505592561,218530.6551506046,123.4066984274439,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,54,54.0
79,19.944615584554626,229643.105602297,131.4402551490965,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,28,28.0
81,13.338993033244655,97475.97282817493,59.19327431707869,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_19_25,sex_male,,,5,5.0
83,19.823562207039373,219142.86539458964,126.15361831129394,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,3,3.0
84,17.449873776057828,172794.66998521614,99.51871467109987,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,1,1.0
85,18.990931177877684,232752.1292578603,134.36286928934436,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,53,53.0
87,17.873360362677076,182745.7417455196,103.61876524980767,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,19,19.0
88,17.602935085796943,182788.04017757927,102.06187537990124,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,58,58.0
89,19.022888755422954,196005.57094710084,117.19685425519603,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,269,269.0
91,17.67219080954439,197584.2004546561,114.7118529318473,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,266,266.0
92,18.08119971175921,190186.28516706923,111.23996844236888,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,248,248.0
94,20.32335300332747,226458.3602730905,129.41446656077483,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,254,254.0
97,19.322380172024253,234419.113507172,135.64895882325095,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,273,273.0
102,17.59116279988733,181188.3540875972,106.6986391237119,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,23,23.0
103,18.859640607959676,225267.7793886089,125.97669253207273,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,57,57.0
104,19.47750205600346,221734.54409591254,127.25397217672162,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,45,45.0
105,18.47051146390264,200884.22921759143,118.63923917609702,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,300,300.0
110,17.120717131386854,177211.93507787157,104.22027742555133,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,36,36.0
113,19.047896149496353,250916.58675103547,140.66259984014556,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,21,21.0
114,19.552507865996986,227023.27521583065,129.32179946863064,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,241,241.0
117,19.29198927652466,230906.6708983245,135.169092494263,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,,,28,28.0
118,19.91989286160016,235586.38521027644,136.08342360499176,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,,,24,24.0
123,19.2717573118385,230688.94412989586,140.43181270391457,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_male,,,14,14.0
126,17.846014541883832,192089.34326011353,111.66488711769668,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,271,271.0
134,18.36816304273316,203831.42782006148,118.33663433354445,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,22,22.0
135,19.94908280089406,235296.4295738313,133.55741353598148,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,267,267.0
136,19.446726819321626,222177.2470207165,129.04420480323472,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,,,2,2.0
137,19.287606215828006,223481.74726871052,130.15958569099047,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_female,,,2,2.0
143,17.820421864492303,197345.99905652332,112.47930885711408,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,273,273.0
144,18.272993411988338,210826.74400419614,122.2390871872881,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,1,1.0
145,17.91441971525714,210933.87549494227,126.57845949697271,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,2,2.0
146,16.557723807821475,187066.69438132428,111.31890374396578,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,264,264.0
147,18.8526716900557,186219.82227731813,105.80985368566078,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,29,29.0
149,17.689376621874885,184884.61635563328,105.9369775673196,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,254,254.0
150,19.780305244826152,237240.1048775212,135.8755166121213,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,277,277.0
151,18.623227935174953,207371.75307184868,117.31848237681679,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,20,20.0
154,20.95023309507546,270165.1448117861,156.82581519850743,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_female,,,29,29.0
162,19.619621572218634,226426.36036517785,128.7238565014623,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,75,75.0
166,21.868566227206387,276374.1243854492,160.37819237162716,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_46_55,sex_male,,,53,53.0
167,20.220637125875143,256606.9448507804,149.94408154734708,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,,,15,15.0
168,18.352170262526315,197211.78560668376,112.13920722979802,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,279,279.0
169,17.45463046990126,178253.3195460114,102.84236995310361,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,45,45.0
178,19.858312166936756,235056.0508344808,135.36615093163863,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,273,273.0
179,20.93568476500441,258126.2634972771,149.6353317177061,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,,,28,28.0
180,17.15751261823314,196071.1768000536,112.55973341668634,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,46,46.0
181,18.174825163298564,189118.47924984028,109.53927473166536,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,33,33.0
183,17.813385453004273,187989.37675323014,109.01657819368765,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,27,27.0
185,18.383383857054554,182852.5502694473,105.61152582550207,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,58,58.0
