,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Refrigeration,e_TV,e_Urban,Income,Electricity,Water,w,wf
276,387,sex_male,Size_4,age_46_55,Education_High_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,169475.184289282,86.73437839649233,123.93247299461991,64.42681258549932,88.0811613522053
277,388,sex_male,Size_2,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,121870.35003641491,72.38467198762383,91.00857530009714,64.42681258549932,0.0
278,390,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,209433.8907754448,97.17547634305876,152.45939913518654,64.42681258549932,0.0
279,391,sex_male,Size_7,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,230492.77044027403,87.51935453704534,167.50390185429245,64.42681258549932,75.21513714349133
280,394,sex_male,Size_7,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,266382.1468875698,103.52079984752491,189.70492313179514,64.42681258549932,77.17834914795016
281,395,sex_female,Size_4,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,255457.51280505714,97.75545808190209,184.94646842351827,64.42681258549932,53.21836963491921
282,396,sex_female,Size_2,age_66_75,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,246790.03252706453,91.20843618035022,173.44599282590323,64.42681258549932,0.0
283,397,sex_male,Size_2,age_66_75,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,242044.91459123208,94.5998591128256,170.50029862181347,64.42681258549932,0.0
284,398,sex_male,Size_6,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,268142.38171068166,102.60822193777445,192.14080510960105,64.42681258549932,40.36278951096598
285,401,sex_male,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,179992.5073421718,83.70826302390216,119.2524244882717,64.42681258549932,120.82344201528502
286,402,sex_male,Size_3,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,246015.65837464508,103.73350863912191,173.5803327583317,64.42681258549932,4.163821865790575
287,403,sex_male,Size_4,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,189860.84360517238,88.13233883255913,142.12548651264908,64.42681258549932,0.0
288,404,sex_female,Size_1,age_19_25,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,196659.72323565147,82.61731134661103,145.18562721764562,64.42681258549932,0.0
289,406,sex_male,Size_5,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,201366.21018978156,87.08051166851351,144.66388037202614,64.42681258549932,0.0
290,408,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,188317.62742692378,83.47522699783941,140.83928877263511,64.42681258549932,0.0
291,409,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,174804.3290248303,81.3192722112868,124.56461738195733,64.42681258549932,72.25509801638677
292,410,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,226103.87119692934,96.19498828508297,158.89104585049037,64.42681258549932,268.35391060934097
293,411,sex_male,Size_4,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,253759.73664139592,95.92827830659017,183.62639898270507,64.42681258549932,0.0
294,412,sex_male,Size_3,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,241333.11983654872,95.43324821985422,172.15443549196993,64.42681258549932,4.163821865790575
295,415,sex_male,Size_3,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,217761.3205444722,97.48246109292228,153.52519429704486,64.42681258549932,1.005049716490147
296,416,sex_male,Size_3,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,224696.27855598863,97.10793209956701,157.13394095683336,64.42681258549932,179.12603280515046
297,417,sex_female,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,203849.34327855924,94.51687751716342,149.68939908277284,64.42681258549932,10.133415916595482
298,418,sex_female,Size_4,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,201294.22294007175,89.29462240440336,146.01627721967284,64.42681258549932,0.0
299,419,sex_female,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,234382.60622508038,100.59004195790371,171.93383743480214,64.42681258549932,141.00979813775507
300,420,sex_female,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,224344.85978178115,92.34499669270157,161.6687011873519,64.42681258549932,26.052222991269034
301,421,sex_female,Size_1,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,208751.14365657637,95.44401578825746,144.73553139724527,64.42681258549932,0.0
302,425,sex_female,Size_1,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,190953.77731591536,89.53780025177872,138.2165990318946,64.42681258549932,0.0
303,427,sex_female,Size_1,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,175945.7730427077,80.00946848056115,128.03419530720262,64.42681258549932,0.0
304,428,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,170018.2135290646,85.50905448311792,127.02565704273599,64.42681258549932,0.0
305,432,sex_male,Size_5,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,225046.68569593536,93.0888443152536,164.01258928301925,64.42681258549932,0.0
306,433,sex_male,Size_5,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,242804.62997660914,96.02783160794456,174.86341870796036,64.42681258549932,0.0
307,434,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,218588.9099684647,94.85965956459243,161.17941099824446,64.42681258549932,86.47186008805191
308,435,sex_male,Size_3,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,229978.60721669495,97.78145626172056,162.42239730168112,64.42681258549932,284.39684930389774
309,436,sex_male,Size_4,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,253283.5648734046,102.47736928424601,185.5023408817392,64.42681258549932,0.0
310,438,sex_male,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,220586.45340132053,97.99045787564857,157.172217228576,64.42681258549932,102.5147987826087
311,440,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,155072.17193243487,79.37372483504922,99.94038357979478,64.42681258549932,12.760158275314046
312,445,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,145451.71777658255,76.33531170019003,99.12476938922863,64.42681258549932,90.56374124906307
313,446,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,224183.76672489685,87.41006014675357,154.76075769721737,64.42681258549932,264.5645219819904
314,448,sex_male,Size_1,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,223485.45271712693,91.17899010059772,161.4884430343105,64.42681258549932,0.0
315,449,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,231353.59840887965,93.61116142736591,162.68639157614606,64.42681258549932,0.0
316,450,sex_female,Size_2,age_66_75,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,203755.08682778254,91.40669434960748,149.54688280612072,64.42681258549932,0.0
317,451,sex_female,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,243539.24458906197,93.40807685686158,176.46540264605852,64.42681258549932,306.84890996448723
318,456,sex_female,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,192202.6587888995,89.19646044165717,139.8343734839232,64.42681258549932,0.0
319,457,sex_female,Size_7,age_66_75,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,256916.54850928776,100.87117736899611,192.542572349668,64.42681258549932,0.0
320,459,sex_female,Size_3,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,117268.45002881803,73.90028739210827,90.54707669838068,64.42681258549932,254.49457101548083
321,460,sex_female,Size_2,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,219696.77576614273,98.34996921946252,159.5928526774173,64.42681258549932,17.43033840633145
322,461,sex_female,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,162028.46011487863,78.8378604094071,106.36498064188442,64.42681258549932,6.344027289244987
323,462,sex_female,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,176786.1778529186,83.91113068259907,132.8080800159561,64.42681258549932,9.569756381484392
324,463,sex_male,Size_3,age_56_65,Education_High_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,167526.5050553132,87.00950848325287,123.91213643860057,64.42681258549932,43.17003101098993
325,465,sex_male,Size_1,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,160344.55633535993,79.90780123554406,115.08720705619645,64.42681258549932,0.0
326,466,sex_female,Size_2,age_66_75,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,206224.6668368918,88.66584514526625,152.22664543914357,64.42681258549932,0.0
327,468,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,211847.47667909367,93.85488758023082,151.36866762892976,64.42681258549932,0.0
328,469,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,184837.4997498167,89.85036535471185,131.58545454832145,64.42681258549932,164.90927073348533
329,471,sex_female,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,224168.47942784757,91.87156198783882,165.29435546965288,64.42681258549932,50.7441499603716
330,472,sex_male,Size_7,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,234238.79140911874,93.72011759268713,168.59174776296118,64.42681258549932,81.27023030896133
331,473,sex_male,Size_5,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,222998.48865521996,88.68139098107787,161.9783127514711,64.42681258549932,0.0
332,474,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,214389.88349723123,84.17857561747117,156.85213051267544,64.42681258549932,35.21221893590357
333,477,sex_male,Size_6,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,258158.19966513227,95.8131248835026,188.78669704814055,64.42681258549932,0.0
334,479,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_no,Urbanity_Urban,202250.63194028268,86.36125980913813,145.82383762358734,64.42681258549932,46.99934679253032
335,480,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,233970.73582373263,93.85798982940848,170.53746123863345,64.42681258549932,268.35391060934097
336,481,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,232392.63972260922,89.67074554710673,167.81848429808295,64.42681258549932,264.5645219819904
337,484,sex_male,Size_1,age_19_25,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,157272.32050442984,80.95327754992648,111.85290027875261,64.42681258549932,0.0
338,485,sex_male,Size_1,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,160425.18858909514,78.9198273488265,116.5049317705915,64.42681258549932,0.0
339,486,sex_male,Size_5,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,246784.05160532432,100.79043347145229,177.19637570522275,64.42681258549932,0.0
340,489,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,189248.3071583986,88.67203277186617,136.801759686485,64.42681258549932,254.1371485376758
341,490,sex_male,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,173493.6341253253,81.43113599374443,121.96348973508496,64.42681258549932,0.0
342,491,sex_male,Size_2,age_66_75,Education_Elementary_School,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,121315.74668942059,70.7598549743544,90.92132439680418,64.42681258549932,0.0
343,493,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,184969.1207677028,88.68819278729745,133.95563046896805,64.42681258549932,270.1800872322326
344,495,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,203727.9227946654,86.95383788395155,147.0015623006596,64.42681258549932,18.815251440784042
345,496,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,190491.77969123208,90.08690402517738,140.64426932701116,64.42681258549932,254.1371485376758
346,497,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,179780.77132647025,88.13531587154587,133.85220985766014,64.42681258549932,90.56374124906307
347,498,sex_male,Size_3,age_19_25,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,216511.56365617126,88.26988738749799,155.21093106791625,64.42681258549932,0.0
348,499,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,177525.46266556616,82.90621145883334,133.64149122780393,64.42681258549932,72.25509801638677
349,501,sex_female,Size_3,age_19_25,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,180062.47332171656,86.80577669118564,130.81686981289636,64.42681258549932,6.974643767295054
350,503,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,200223.10907143287,84.60120235187688,144.89979253531652,64.42681258549932,0.5066082081077339
351,506,sex_male,Size_4,age_66_75,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,216759.9895934255,92.55882096723467,154.4993894252672,64.42681258549932,0.0
352,507,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,208825.69742996022,85.58509926323146,150.54089951763532,64.42681258549932,8.45976197787477
353,508,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,193772.92312127308,89.96875978134447,143.96001725617776,64.42681258549932,288.4887304649089
354,509,sex_male,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,248959.77724548455,105.83988476265576,181.20864167230351,64.42681258549932,49.074952207005985
355,511,sex_male,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,213981.5507797862,89.72352705460268,152.51191726609468,64.42681258549932,5.86586686879901
356,513,sex_female,Size_1,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,175271.8551679681,83.19792874229586,127.64402496750084,64.42681258549932,11.835460919603895
357,514,sex_male,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,169873.7532430087,77.40257994989595,124.12090919714224,64.42681258549932,0.0
358,515,sex_male,Size_1,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,177386.0062060235,77.47783000904771,130.0227398474302,64.42681258549932,7.6920434916906775
359,517,sex_female,Size_2,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,235019.7528935611,91.20742444332882,170.62019943105963,64.42681258549932,124.96685944319826
360,518,sex_female,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,228826.0683720499,91.4061714355125,161.6645127895046,64.42681258549932,106.65821621052196
361,520,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,178512.24189473927,83.29197337694197,126.18912130197081,64.42681258549932,72.25509801638677
362,521,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,209946.6456734964,87.45957582267553,151.37678291985563,64.42681258549932,0.0
363,522,sex_male,Size_4,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,254555.64529250682,96.42642930085545,179.62950682168213,64.42681258549932,0.0
364,523,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,217628.6586605747,89.43639168119518,157.2995243691448,64.42681258549932,30.55779383790157
365,524,sex_male,Size_5,age_46_55,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,198453.18898180348,87.01435217413844,145.99636435449275,64.42681258549932,64.43121902080645
366,527,sex_male,Size_5,age_56_65,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,182300.42355756223,87.34989965150095,129.53306198097377,64.42681258549932,0.0
367,528,sex_female,Size_5,age_26_35,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,241493.64180699547,92.55925827947158,182.64828994627018,64.42681258549932,0.0
368,529,sex_female,Size_5,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,229770.68424631358,94.68177225176942,164.58098894247252,64.42681258549932,0.0
369,530,sex_male,Size_7,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,237344.0775741023,100.01918629411135,172.708726607578,64.42681258549932,81.27023030896133
370,531,sex_male,Size_7,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,238047.17195631322,89.38253228014837,175.27565523806265,64.42681258549932,81.27023030896133
371,532,sex_male,Size_7,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,267573.56605932914,109.16807846346549,186.63588192688587,64.42681258549932,0.0
372,533,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,224897.60335892666,99.46939465310328,156.1616730260969,64.42681258549932,86.47186008805191
373,534,sex_male,Size_4,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,222635.29640788917,90.90093799955204,172.56864875037851,64.42681258549932,34.38003339101261
374,536,sex_female,Size_3,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,238763.54384933662,100.89803066572263,170.95893032372956,64.42681258549932,322.89184865904406
375,538,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,169400.64859448795,81.945398464484,115.20773717106708,64.42681258549932,0.0
376,539,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,193450.38301144968,82.3523112894977,140.14525950198285,64.42681258549932,272.4457917703522
377,540,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,193680.6318144756,86.67877731924763,138.22997353005331,64.42681258549932,272.4457917703522
378,541,sex_male,Size_5,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,205426.60963520594,84.72030289689866,145.91113419150693,64.42681258549932,0.0
379,542,sex_female,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,241621.5419856921,98.39298513227601,174.28966853293102,64.42681258549932,306.84890996448723
380,543,sex_female,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,239555.60614883096,95.86372349799291,172.46161403625285,64.42681258549932,306.84890996448723
381,545,sex_male,Size_3,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,231203.65446214034,101.37409300488999,164.53376800756524,64.42681258549932,284.39684930389774
382,546,sex_male,Size_5,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,249503.42186447882,97.06778620363991,166.97381789762593,64.42681258549932,26.465912676890397
383,547,sex_female,Size_5,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,244565.01727609933,94.97680748532503,183.51378107819366,64.42681258549932,66.30893191060015
384,552,sex_male,Size_3,age_46_55,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,237890.9229585346,92.65967712358137,171.70574787178126,64.42681258549932,286.6625538420173
385,553,sex_female,Size_4,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,238690.36377661637,101.39648124237769,170.28082126000285,64.42681258549932,0.0
386,554,sex_male,Size_4,age_36_45,Education_High_School,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,161568.79140720292,76.1528678411125,120.11334111498977,64.42681258549932,53.729579424972194
387,555,sex_female,Size_1,age_56_65,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,185310.04876179222,86.25846099505456,136.9928732421191,64.42681258549932,0.0
388,563,sex_male,Size_2,age_26_35,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,198095.47587281658,87.64771292677693,155.56340032392032,64.42681258549932,0.8577067005443559
389,564,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,220980.97613204856,95.73233010726425,158.68078002264417,64.42681258549932,86.47186008805191
390,565,sex_male,Size_2,age_86_100,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,248978.99005314976,89.78346997089523,183.11591413696803,64.42681258549932,20.99961852175594
391,566,sex_male,Size_2,age_56_65,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,236566.49572264164,92.44226453436261,168.61664608970668,64.42681258549932,0.0
392,567,sex_female,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,232474.28883160115,97.6277258131442,168.84240111311638,64.42681258549932,141.00979813775507
393,568,sex_female,Size_2,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,128777.11236730692,74.74993433256031,82.97710026826523,64.42681258549932,3.213576334666315
394,569,sex_female,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,173451.72429551085,79.02722183282685,125.43089917955844,64.42681258549932,0.0
395,570,sex_female,Size_1,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,171351.83503072706,81.16075247452835,126.68978811459618,64.42681258549932,0.0
396,571,sex_female,Size_2,age_19_25,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,169094.40396951704,87.39255850530417,120.74898838014539,64.42681258549932,0.0
397,572,sex_female,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,182763.52175183746,79.73541912160923,130.17815220975268,64.42681258549932,92.44145413885681
398,573,sex_female,Size_2,age_26_35,Education_Post_Graduate,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,164464.16224475627,82.25669435348371,121.83190506641955,64.42681258549932,21.044062823014386
399,574,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,222700.20431503115,89.99409273754127,162.81030030906143,64.42681258549932,86.47186008805191
400,575,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,229695.93127838243,95.36474851165353,158.33104920319533,64.42681258549932,268.35391060934097
401,576,sex_male,Size_3,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,232554.8150712428,87.96111846948213,161.69279664266634,64.42681258549932,264.5645219819904
402,579,sex_male,Size_1,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,197313.40500179806,89.24815333312121,137.2164724429169,64.42681258549932,0.0
403,580,sex_male,Size_8,age_36_45,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Rural,238106.05405854635,95.5149176466826,167.67257250685557,64.42681258549932,66.08853119048433
404,582,sex_male,Size_2,age_36_45,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,216614.7068274138,88.66613611050568,156.77302999968043,64.42681258549932,86.47186008805191
405,583,sex_female,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,189625.99169321248,90.03609208121618,142.20923798566312,64.42681258549932,126.79303606608991
406,584,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,182911.0127859422,85.06079890019723,133.02877157794907,64.42681258549932,106.60667994361988
407,585,sex_male,Size_4,age_19_25,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,226271.04772646268,97.75907343032287,160.31282149523872,64.42681258549932,0.0
408,586,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,201490.65488816597,91.1737310340118,148.19028132751555,64.42681258549932,16.54954690266454
409,587,sex_male,Size_4,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,195286.09936601276,91.44505382204811,140.2489000108276,64.42681258549932,0.0
410,588,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,178993.43393815713,90.79177424461663,127.42728610595326,64.42681258549932,0.0
411,589,sex_male,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,179670.0936336137,88.13733985265358,133.53635211032017,64.42681258549932,0.0
412,590,sex_male,Size_5,age_26_35,Education_College,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,202819.90022724334,93.37404207549184,131.58187681694014,64.42681258549932,0.0
413,591,sex_male,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,TV_yes,Urbanity_Urban,183825.46828344205,79.74430031473561,137.61443065962453,64.42681258549932,90.56374124906307
414,592,sex_male,Size_3,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,230153.93621132043,96.31570273703619,164.15393105771886,64.42681258549932,302.70549253657407
