,Electricity,Income,Water,e_Cooking,e_Lighting,e_Refrigeration,e_TV,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
618,72.51292999071858,159296.16581457233,114.2089522949843,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,618.0,51.0,1,109.34568910551019
619,72.46982617716694,142186.38048561153,90.64598343517292,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,619.0,51.0,1,102.54417576067087
620,72.93274941233193,111080.326216044,87.74547455398105,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_56_65,sex_male,620.0,31.0,1,27.20146657680773
621,92.98183581013753,224108.12010036048,166.1965039803046,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,621.0,81.0,1,93.08172849400592
622,73.27981919488101,140124.44634596186,102.76678915838416,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_36_45,sex_male,622.0,1.0,1,108.63730718807848
624,61.657857428097756,97609.00485659749,75.88636513795701,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_26_35,sex_male,624.0,31.0,1,72.49036882006656
625,81.06068071033201,183448.79159143,121.97160926022714,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,625.0,81.0,1,98.08172849400592
626,66.78231936592024,103004.19339234305,78.9627451722487,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,626.0,31.0,1,71.11745495908974
627,86.33793543282873,202280.85619968327,144.63881912841543,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_56_65,sex_male,627.0,51.0,1,5.704159101840043
628,90.6852793012682,227518.29793472172,157.5849128917651,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_46_55,sex_male,628.0,51.0,1,84.01357979450123
629,90.06661468508881,233251.40095227445,167.03086824002,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,629.0,81.0,1,112.66028868342639
630,94.11191600709516,234034.6118697536,169.09651168677127,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_56_65,sex_female,630.0,81.0,1,18.213117772846175
631,83.63296313563052,185907.90756951825,134.95621486027582,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,631.0,81.0,1,116.38182723629791
632,80.81462283348523,182781.25930595913,129.51303444378476,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,632.0,81.0,1,87.80326704687752
634,81.82428272685296,197239.62910392557,142.3595133633413,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_66_75,sex_male,634.0,81.0,1,20.232347358974017
635,67.03857803097642,86966.8619687765,66.32005880536407,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_1,age_26_35,sex_male,635.0,31.0,1,3.1446164664135736
636,91.36865489671659,220376.39364389016,157.21699249604342,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,636.0,81.0,1,95.03320254440314
637,84.40834285698617,224080.69720388265,157.26680459641432,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_36_45,sex_male,637.0,51.0,1,103.59213998392158
638,69.79048177824156,108194.57885513436,82.84094430281607,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,638.0,31.0,1,82.11745495908974
639,76.89207051966262,132773.09567779466,96.92271208698952,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_19_25,sex_male,639.0,31.0,1,5.753009064582202
640,73.45792861382007,121998.17217211623,93.04653111053378,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_female,640.0,31.0,1,131.22750681418017
641,98.17555632994896,248627.29809417066,176.38224481642655,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,641.0,81.0,1,42.97063864176364
642,65.50097069436775,113171.10575781555,87.2662950536739,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,642.0,31.0,1,130.438072150784
643,73.16885316077995,153319.23391718778,108.19465657118583,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,643.0,51.0,1,49.854216581636294
646,88.58731636249351,218573.50598258423,158.5682330562205,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,646.0,81.0,1,60.339671491732034
648,93.87382697619393,223904.91564294774,156.68876819501256,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_26_35,sex_male,648.0,51.0,1,50.271522792227316
649,81.22709048026702,192264.81834777317,140.78770286155682,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_26_35,sex_male,649.0,81.0,1,2.53359938994201
650,85.95137901858534,215745.2196144695,155.42242952572053,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,650.0,81.0,1,106.03320254440314
651,69.8704067987866,145041.20605021995,109.29838983366608,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,651.0,31.0,1,43.33199789990514
652,97.50266943980353,259067.2570006836,186.07705026993958,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_46_55,sex_male,652.0,51.0,1,37.2414103792861
653,92.13042955230715,223643.4936614364,157.10119630553763,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,653.0,81.0,1,53.339671491732034
654,61.52007000695859,65431.21778427754,42.24073054882204,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,654.0,31.0,1,133.438072150784
656,79.48967194929303,167868.25456645383,118.58618263795788,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,656.0,51.0,1,42.408988743621734
657,86.55254979879513,192352.81938310442,125.48217459696806,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,657.0,81.0,1,108.70881463302916
658,93.94920552098264,240211.1797843353,169.340638969467,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,658.0,81.0,1,24.050769248473173
660,76.8564413293398,164411.2220913569,125.12082203317024,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,660.0,31.0,1,53.85345732154754
661,86.11434901345227,212309.96814595527,145.8199958950591,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,661.0,81.0,1,48.3095590787908
662,62.96298350778852,83997.45558801011,55.688050272281686,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_26_35,sex_male,662.0,31.0,1,12.718199404851386
663,59.07053304516283,94294.35894290527,61.610511602756816,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,663.0,31.0,1,44.33199789990514
665,78.62897227177201,160142.75639460605,118.51336421603041,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_female,665.0,31.0,1,119.1219766900025
667,65.74153884306111,126941.13520156569,87.66668097404677,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_High_School,Size_2,age_76_85,sex_male,667.0,1.0,1,51.53207035920164
668,101.98190397993696,254671.3992222497,184.80281205754588,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_86_100,sex_male,668.0,81.0,1,123.99999647276888
669,84.53430258229281,181835.61846303692,124.08978088213459,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_76_85,sex_male,669.0,81.0,1,4.748979752759455
670,95.89965797352647,246468.9789588941,180.57450591539768,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_4,age_36_45,sex_female,670.0,51.0,1,34.853963992656105
671,81.36568454657076,183891.30874229703,134.28535358111864,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_male,671.0,51.0,1,82.73511834737283
672,73.93436331957491,142268.2750358262,94.54611505334377,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,672.0,21.0,1,95.52455301076901
673,79.7678012538003,191682.29364038853,138.5839790584113,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,673.0,51.0,1,81.52455301076901
674,55.21911530746377,73063.78493573132,46.82634751929458,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_male,674.0,1.0,1,123.41844940088212
675,72.02088926407973,149585.32783803256,98.87377515550419,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,675.0,51.0,1,117.17126189969403
676,83.44652319361914,170323.02649839385,114.58145573462042,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,676.0,51.0,1,50.03109763166238
677,79.56043687961166,161965.5850225623,110.30803677167806,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_female,677.0,51.0,1,50.64365124503239
679,78.07963419919821,180160.39705209012,133.00975608465842,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,679.0,81.0,1,86.75474109727472
680,80.01233466927916,189158.51071923465,138.55834804115887,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,680.0,51.0,1,86.52455301076901
682,77.49377484829216,171956.82112719855,113.38337772073281,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,682.0,51.0,1,8.080755721402173
683,69.97364775532168,122585.81345801205,80.44351239198093,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_26_35,sex_male,683.0,51.0,1,58.43412390558048
684,87.60978172147888,209066.60198920232,150.83763328721966,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_male,684.0,81.0,1,40.7125853527089
685,66.8310141398588,104879.45569235973,70.72906379043282,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_46_55,sex_male,685.0,31.0,1,39.38052384950797
686,79.27336434201759,162506.51541665415,107.31726471517756,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_36_45,sex_male,686.0,21.0,1,42.914422982554846
690,79.2779239966124,156286.87415482794,111.61570999173122,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_8,age_19_25,sex_female,690.0,31.0,1,39.39876381769896
691,85.95477285225384,182150.7373217329,119.072798069443,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,691.0,81.0,1,25.324278935021866
692,65.37787298757014,95213.40551464944,64.13915723042889,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,692.0,31.0,1,63.087342546148506
693,74.14327617598359,149132.76963608287,112.49332566469894,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_female,693.0,31.0,1,56.87677720954463
694,86.28651519391535,206374.4657660604,153.39336146086413,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_26_35,sex_female,694.0,81.0,1,3.4513891537614185
695,81.0986424405809,160042.17547530134,117.00964304919232,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_4,age_36_45,sex_male,695.0,31.0,1,56.80493137194471
696,77.12071784906138,178731.7817032861,131.05683275060048,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_36_45,sex_female,696.0,21.0,1,104.69406120842478
697,80.33092415438034,175259.34293477706,127.8767823425848,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,697.0,51.0,1,107.75474109727472
698,97.54321387107737,220950.77527864886,161.1261905921683,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,698.0,81.0,1,25.324278935021866
699,92.4372593834169,237759.00001521,172.77489283679938,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_56_65,sex_female,699.0,51.0,1,0.14496907334144693
700,94.09645041986565,245329.0430679969,172.5655910947623,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_36_45,sex_male,700.0,81.0,1,42.132678028764715
701,80.70371931792313,202934.79300713926,139.62868078658994,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_46_55,sex_female,701.0,51.0,1,93.9732496682518
702,97.10356852784568,258565.58058724238,184.8055306214722,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_10,age_26_35,sex_female,702.0,81.0,1,58.99999849905058
704,85.37654642454073,197578.7170556269,151.68841461825755,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_26_35,sex_male,704.0,81.0,1,50.02507191381592
705,87.07392476278835,188550.65729912804,138.90268944424759,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,705.0,81.0,1,86.5927017102737
706,87.97352325853906,218290.8131559059,163.96979044323925,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_36_45,sex_male,706.0,51.0,1,101.90462654502865
0,44.899495811627546,128979.33977335194,74.23097169094812,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_male,,,3,3.0
3,55.39662864509431,229004.4661495705,161.43939874801757,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_male,,,9,9.0
4,50.73798550516175,230604.87330734765,157.39632484521294,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_3,age_56_65,sex_male,,,4,4.0
5,49.60349769663522,203730.58813876405,130.6640705248924,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_female,,,9,9.0
7,50.52147910025696,197372.51051033894,125.0971494057217,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,49,49.0
10,58.9180694302024,251363.7087994195,159.8545975865764,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_5,age_36_45,sex_male,,,10,10.0
11,54.39853578742257,223834.59918191293,139.7781980088263,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,33,33.0
12,48.68841470975597,191673.0732306818,124.27042799755539,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,23,23.0
13,39.25714594928275,124190.6442837832,81.03987968535536,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_36_45,sex_male,,,8,8.0
15,47.73518719713461,206643.527874184,127.5697001338735,Cooking_yes,Lighting_yes,Refrigeration_no,TV_yes,Urbanity_Urban,Education_College,Size_1,age_26_35,sex_female,,,15,15.0
16,40.2670587561621,126981.95718076675,88.34181650218868,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_2,age_56_65,sex_female,,,4,4.0
17,53.81086621888413,220837.05013976802,138.16362871293586,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,43,43.0
19,49.32084924727358,186415.9885798642,120.16368640732645,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,37,37.0
20,39.68613180432338,149749.5338224493,88.8165737451948,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_2,age_46_55,sex_female,,,11,11.0
21,46.28652026627174,154936.9285115692,89.65512259036025,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,1,1.0
23,33.06364561727091,80575.07889910621,47.78165259799781,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_46_55,sex_female,,,1,1.0
25,60.06783684033023,263999.6160492632,165.72040658535502,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,,,13,13.0
26,52.39176704209264,226699.56522500466,148.61245174849688,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_6,age_36_45,sex_female,,,2,2.0
27,39.136071187575695,104331.41116725668,58.817348036544686,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_6,age_36_45,sex_male,,,8,8.0
28,47.45612231829459,175450.96146752452,111.59609392796564,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_5,age_46_55,sex_male,,,8,8.0
29,37.77616446729263,100328.98370535944,68.54492810461852,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_2,age_36_45,sex_male,,,1,1.0
30,48.36585087293848,194734.3855444334,109.79663448718587,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_3,age_46_55,sex_male,,,18,18.0
31,57.585542710866136,248755.68358414355,157.83596768969517,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_male,,,27,27.0
32,46.235784347144666,154770.38619104488,103.1616183135343,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_2,age_46_55,sex_female,,,13,13.0
33,37.625911542969774,86903.89609699849,50.51388634723066,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,,,10,10.0
34,49.8016405572442,196652.1813626529,116.42289929921097,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,51,51.0
36,50.52240328604751,202737.87996308855,131.80501753519113,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,10,10.0
37,41.538444225883865,121377.65358437465,71.43038606614464,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_1,age_36_45,sex_male,,,10,10.0
38,49.189034554184644,216651.21530761124,135.55777882438267,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_26_35,sex_male,,,6,6.0
39,47.742587288902314,162817.20267729653,93.7900205883246,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,13,13.0
40,51.567869288729504,200306.5959954713,132.65745403933937,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,23,23.0
41,37.475344398333,112251.64759763038,78.791067120893,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Elementary_School,Size_3,age_26_35,sex_female,,,2,2.0
43,50.93866545781776,192344.18659764517,125.68594376579031,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_56_65,sex_female,,,7,7.0
44,58.032137227871935,264564.81795292447,163.23581488795034,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_76_85,sex_male,,,3,3.0
46,45.26881029111193,172628.35035253686,101.69365712895133,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,3,3.0
49,50.10499125820814,213523.7977251869,134.26300152213642,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_College,Size_2,age_26_35,sex_male,,,6,6.0
51,56.352284861449334,240323.4230874407,154.5262639308765,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_3,age_56_65,sex_male,,,10,10.0
52,43.96342309300485,119844.46220949787,81.71857597101717,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_26_35,sex_male,,,2,2.0
53,49.33194944961664,191616.0378753536,119.3168484424136,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_56_65,sex_male,,,10,10.0
54,55.82947261109368,233086.3013643261,147.76561046191136,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,46,46.0
55,45.853981076998814,141031.70956191572,95.96679687268855,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_5,age_46_55,sex_male,,,10,10.0
56,57.83133828286372,252011.61148635886,161.85667552854605,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,9,9.0
57,50.05871844615265,200020.77988787642,127.22339753574808,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,26,26.0
59,52.960286671140935,192156.60627670508,121.35335195288152,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,43,43.0
60,50.053046913782495,203377.8347246825,139.9076581187581,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Graduate,Size_1,age_46_55,sex_male,,,9,9.0
61,40.83969621382283,133694.3285712547,91.10813918270152,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_4,age_46_55,sex_male,,,6,6.0
62,42.74552930526044,131111.98182420706,86.28128006633115,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_1,age_36_45,sex_female,,,9,9.0
64,53.234999179532764,215725.10089807253,141.34856415771674,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,46,46.0
65,52.31883865892791,209809.3828147916,140.0479761965454,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_1,age_36_45,sex_female,,,21,21.0
66,59.63473994498537,253701.52077708158,161.39071007668633,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,,,16,16.0
67,58.654960838245024,254970.43235338657,162.87408327109134,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_College,Size_5,age_36_45,sex_female,,,25,25.0
68,53.27690540613294,216794.28269240065,141.3452459131184,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,24,24.0
69,47.4573960825621,174950.84621805255,111.59644419137764,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_19_25,sex_male,,,1,1.0
71,36.32699116620958,101905.82036459133,66.21024699917277,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_19_25,sex_male,,,2,2.0
72,37.72208713077909,107632.0915860445,60.897155471145176,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,,,18,18.0
73,46.93263485440693,185377.5913424312,122.07089309238586,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,37,37.0
74,50.27099359677482,188284.35821323094,119.70500181589863,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Rural,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,29,29.0
75,51.214316193199515,198546.58094297518,126.98405254521282,Cooking_no,Lighting_yes,Refrigeration_yes,TV_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,46,46.0
