,Electricity,Income,Water,e_AC,e_Cooking,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
590,93.71276330592052,205066.04470277802,152.544520613037,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,590.0,81.0,1,65.62922001956309
592,100.00505137304023,248284.1992818551,181.33550125736318,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,592.0,81.0,1,8.333120830255652
597,99.7923259736833,240649.65373767927,170.9268246042073,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_9,age_36_45,sex_male,597.0,81.0,1,18.382439837580293
598,107.97640557449549,294717.92509448767,211.54277160759273,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_9,age_46_55,sex_female,598.0,81.0,1,13.759900017333024
602,92.55279090624944,207922.23640015817,148.80215611107516,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,602.0,81.0,1,10.528048502567955
604,81.843575400704,167384.1836870377,117.56696312479194,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,604.0,51.0,1,93.01453354414969
605,84.82703252510153,142652.70561148302,102.44474943806921,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,605.0,31.0,1,216.22397542192925
607,94.6502990298948,237009.45588323055,167.27086871689147,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,607.0,81.0,1,131.2256165278522
608,89.17636062373596,181350.6092911193,133.69949262157692,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,608.0,81.0,1,139.30885556867804
609,82.67079430942414,178215.49739348193,128.34175610532856,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,609.0,51.0,1,67.47523276472832
610,78.35527158408094,170171.47467967507,122.03237205669113,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,610.0,51.0,1,89.01453354414969
611,98.96756687341927,245235.2689218127,180.63773034853475,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_66_75,sex_male,611.0,51.0,1,12.227080428888641
614,87.48271647545458,176385.94643367614,132.8448581716267,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,614.0,51.0,1,82.952299332303
619,94.55567058913576,208952.99811989735,152.4788587364106,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,619.0,81.0,1,14.088983085282493
620,103.02766161983313,267719.3051699048,187.19378486277645,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_46_55,sex_male,620.0,81.0,1,30.59373953036281
625,69.28782705824835,104802.35548494631,79.88891532819055,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,625.0,31.0,1,270.44738535220426
626,87.05269634530613,187699.94496532175,142.01927746007038,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,626.0,81.0,1,139.5717289993928
627,85.24441883164752,181720.74258342406,136.7245148385318,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,627.0,81.0,1,154.11102977881416
628,107.17575369270948,254391.69421512212,185.9816771547664,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,628.0,81.0,1,4.742870613741893
629,104.49851510945173,240562.20156117718,185.45701663422022,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_6,age_36_45,sex_male,629.0,81.0,1,9.6120530237956
632,86.7378406490093,183625.7231663301,133.86795487045714,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,632.0,81.0,1,153.11102977881416
633,90.23335115757178,220173.9938815711,159.85267549408184,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,633.0,81.0,1,137.76491730727366
634,85.96974242476607,192187.38651988356,140.32730289192466,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,634.0,81.0,1,141.5717289993928
635,94.49051079437149,226403.2731659532,176.36023451061686,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,635.0,81.0,1,24.732985194494994
638,98.12401442373353,207407.8896118632,150.43471415766922,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,638.0,81.0,1,7.0976019105181045
639,96.92588427084354,205196.08247060765,148.77901461427308,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,639.0,81.0,1,8.097601910518105
640,91.71454073499807,201335.8497723397,146.93344540078002,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,640.0,81.0,1,15.679233301796245
641,86.52099042515493,178535.89904070646,130.49388639749205,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,641.0,51.0,1,83.57546812686425
645,99.09284740324206,248471.06634894555,178.8797174490683,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,645.0,81.0,1,12.28217139316326
655,97.79545927170423,207433.3804696548,152.78355703221874,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,655.0,81.0,1,19.628283864703867
658,102.73905009591174,251063.65753932804,180.2255260475452,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,658.0,81.0,1,-0.24851056102243385
661,92.55627287856956,237013.1859726582,173.74631491158192,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_male,661.0,81.0,1,11.642209852595578
662,92.8569443626801,229534.3163031384,171.37474728365675,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,662.0,81.0,1,40.93985200190342
663,94.8347864073164,228822.8397839964,156.88779911008632,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,663.0,81.0,1,137.76491730727366
664,95.26993589083351,218346.85776291415,154.04505550226514,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,664.0,81.0,1,122.50204387655879
665,88.55383418154497,174498.98902601463,126.6299545720512,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,665.0,51.0,1,184.84815634809945
667,93.53152589525412,215331.3807644061,152.9428549580529,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,667.0,81.0,1,16.2602399790969
668,112.3123607820926,277028.1122943476,197.61035829719424,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_46_55,sex_male,668.0,81.0,1,17.39633274319094
673,94.46416178661308,203678.18574504016,149.12506012207996,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,673.0,81.0,1,14.679233301796245
676,101.11297610910287,245099.9021681343,177.25055121592206,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,676.0,81.0,1,8.333120830255652
677,93.22333481220232,197688.3750862763,146.54347657923114,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,677.0,81.0,1,21.218534081217612
678,87.82504318507935,177257.55813696067,127.38181678418871,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,678.0,51.0,1,198.84815634809945
679,77.7681182406602,180215.93100476786,129.26927343022024,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,679.0,81.0,1,121.30885556867804
683,93.02109081466116,218424.59744401785,166.67509171107403,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,683.0,81.0,1,6.470111763780345
690,106.6688729636485,265974.35788694234,202.2384686206041,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_8,age_46_55,sex_male,690.0,81.0,1,30.256896328008956
691,110.88796798059542,281158.65638596326,197.96913992020947,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_46_55,sex_male,691.0,81.0,1,17.39633274319094
695,93.8649331519645,213427.7570024498,153.292480263208,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,695.0,81.0,1,29.882614209469125
697,97.47843074543104,221572.2003177909,155.60771173660294,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,697.0,81.0,1,51.229355655323644
698,98.13745476707605,220772.5022261254,159.56324269462712,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,698.0,81.0,1,13.82117456181144
699,101.43011858179142,243271.9364752364,173.01469636147706,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,699.0,81.0,1,8.333120830255652
700,97.4225482035205,223247.32992941746,160.15297139107236,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,700.0,81.0,1,34.93985200190342
701,95.2421155695108,234878.5668895225,165.1298341587333,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,701.0,81.0,1,7.872421609677012
702,92.13059341522026,209980.87168040202,148.83281992232932,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,702.0,81.0,1,6.0976019105181045
706,102.40340583329215,234904.13652789604,172.78974748619183,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,706.0,81.0,1,11.872421609677012
707,93.44791987156506,194637.62575542647,140.43268799620537,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,707.0,81.0,1,26.218534081217612
710,94.59370960414878,238515.67930347673,169.95344814015792,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_56_65,sex_female,710.0,51.0,1,63.2590114002798
7,20.294672950667575,197366.8812591731,114.46234518320466,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,3,3.0
11,20.85946503853981,181508.72499284614,105.80226898265889,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,240,240.0
13,20.34091432764633,198954.54258320906,114.31500815694295,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,9,9.0
15,18.23080120289768,206688.91530771964,116.746521881381,AC_yes,Cooking_no,Refrigeration_no,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_female,,,27,27.0
16,20.776514433445,216413.32317158688,125.33785002927382,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,96,96.0
18,21.464147823843277,213490.75028225864,127.22998588244889,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,80,80.0
19,20.16025448109974,167518.63098067592,96.19810948319096,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,64,64.0
21,22.36501818265741,205247.68865506802,123.27865385568415,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,38,38.0
25,21.984975425106185,200761.47109251586,126.56770008271975,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,,,103,103.0
26,21.111301310603068,182093.10733185586,107.43911982699093,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,194,194.0
27,20.055329165444505,178780.75154606477,104.146458027524,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,177,177.0
28,19.98291706053375,203447.2823512581,122.56326262818142,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,34,34.0
32,24.808799357211967,240682.05148514308,139.1011061975392,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,24,24.0
37,22.375267699078904,204124.89103325907,120.53077794001484,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,33,33.0
38,19.42862451246276,168413.70856640302,98.90041512798534,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,50,50.0
42,21.447685868622173,204196.16345803323,118.75678997709016,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,42,42.0
43,22.820974312696848,214721.21642349323,125.89349576503894,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,9,9.0
46,21.97942768374179,211026.03014769414,124.50939528656063,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,8,8.0
48,20.932194662934975,188655.5678604313,110.75095650447224,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,6,6.0
57,19.225599045204163,167659.49790649975,99.40583913329888,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,59,59.0
60,22.345099921924174,209319.57684392305,120.03101614625933,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,9,9.0
62,21.139192953575773,214432.4143687884,127.04579519678404,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,89,89.0
64,22.534821848175483,240158.6701573953,144.65211787060016,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_male,,,41,41.0
65,21.077993930103773,174555.66336099964,104.6112757977528,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,142,142.0
66,21.38191595398061,217862.30952909516,132.23640279590884,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_male,,,230,230.0
68,15.150613962804123,98573.11306128911,62.10847688603422,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,,,70,70.0
69,23.697937069325818,219890.53089586,124.46271126661068,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,89,89.0
75,24.089229464582516,204331.93372737075,117.96240532510666,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,11,11.0
81,22.669624788368324,236791.17464140488,138.63007976163829,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,3,3.0
83,22.9691184758627,224800.50116943306,132.46190904379222,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,224,224.0
84,23.01443879845877,225262.30379269712,132.53862204488578,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,226,226.0
85,23.86958802699202,235313.2492823289,139.6463044438988,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,215,215.0
86,23.238493069024955,235133.1965630047,135.42118432713048,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,29,29.0
87,18.873572740483915,168238.32466746107,100.21451320528615,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,61,61.0
88,25.512842761089374,265296.86804745195,157.6635403800756,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_female,,,10,10.0
91,20.71608150303348,186812.8808285452,109.87634802630913,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,203,203.0
93,22.737603441661022,207566.72298004708,121.97120698138913,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,,,1,1.0
98,21.709740153807857,194395.84149700077,113.7924181561312,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,32,32.0
101,23.36778751687531,229682.70792659983,138.58509853437369,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,,,39,39.0
102,21.363102448868986,197009.37608331218,113.49401303573296,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,30,30.0
103,22.36894433077991,222740.4899109189,126.78878486419991,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,201,201.0
104,22.22590136777245,219507.490948292,125.45213852571086,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,196,196.0
110,20.22681006051252,203074.43964624038,117.30105402437079,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,18,18.0
111,22.141588264844387,208003.86403717622,117.58780982559774,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,66,66.0
115,22.566866654499123,207135.30753847875,122.94613908585251,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,5,5.0
118,20.39335430742176,209156.57618507007,125.19063894545548,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,18,18.0
120,24.331609820317,228751.6341822318,127.8479021908598,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,179,179.0
121,22.547126768742388,221366.38244534735,123.1772421529173,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,69,69.0
122,21.66790509681391,236270.4833576977,151.6754094989064,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_male,,,44,44.0
123,23.25575799510932,199332.55355529755,113.8214864882877,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,39,39.0
125,22.020955221348757,208636.0493487691,120.6396391042391,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,73,73.0
132,22.49669164641236,212299.43197534356,123.80010145494055,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,91,91.0
133,23.250764343446775,222509.44972183125,126.30618443661352,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,216,216.0
134,22.868291796200566,238881.1829335232,148.37303241819112,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_female,,,25,25.0
135,24.2420406261336,239271.77570549626,145.44804702720108,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_6,age_36_45,sex_male,,,15,15.0
137,20.739117912769544,176757.6893522502,104.4698238223146,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,58,58.0
139,21.154166550814878,169049.28209065375,100.37136122460278,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,79,79.0
140,22.683989602046495,206471.30043379887,129.8374747869322,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_male,,,220,220.0
141,20.227864585881818,188317.7154196776,106.84053326683059,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,213,213.0
142,20.044845037156477,187009.14778494003,106.88510281795396,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,233,233.0
143,18.864507101184408,177886.33767818636,102.71284216260204,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,162,162.0
146,20.14468946566616,170563.94996074788,101.27921776549447,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,46,46.0
147,22.474523027594714,226056.09621164808,139.90459030019184,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_female,,,28,28.0
148,23.191482429883905,225281.4401211411,131.49235425013427,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,190,190.0
149,23.543402479306764,236237.7474246825,138.5999179725383,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,201,201.0
151,25.37699255841936,258425.33872065,149.1868214606488,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_10,age_46_55,sex_female,,,62,62.0
159,24.3862629048474,231230.66617968946,132.91014824324853,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,231,231.0
166,25.435674499771252,261627.3656917726,148.80607966333525,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,26,26.0
167,21.92537495777475,189178.280774352,110.01954358830439,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,7,7.0
168,21.29291370941499,171308.479670314,99.63232495740496,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,71,71.0
169,20.165484536315205,183355.42623575366,108.23509648980213,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,241,241.0
170,23.564316712820215,243807.30272530034,141.20856372617976,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,7,7.0
172,20.08588089011414,169083.1985708396,99.8033961199478,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,44,44.0
175,20.296852686079546,172616.35499291949,100.05032570217762,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,152,152.0
177,19.59246678619749,153460.22712352884,92.01185230954138,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,,,4,4.0
184,24.64374562396688,244704.7712304275,144.19353788694514,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_female,,,15,15.0
189,20.538937772864827,174309.62718261904,92.23018824343544,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,53,53.0
190,19.77275315496331,166751.82582811304,97.97075654775574,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,67,67.0
191,19.8614605294581,175890.5883109751,100.40498504181457,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,56,56.0
194,24.506675877950883,234923.11763876796,134.77247381506038,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,26,26.0
195,25.185562116720618,259660.25985135173,152.52090994557744,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,30,30.0
197,20.820064770673994,180575.24319678787,107.94889983309898,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,103,103.0
198,21.405346544442395,218778.95248672526,127.1000085818265,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,84,84.0
199,22.493078577365466,197760.52735843905,122.35367990018199,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,,,80,80.0
202,23.875620714782897,258894.31859845185,150.88616855090464,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,,,23,23.0
203,22.359056243852663,221417.48329636274,132.8753900687572,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,,,63,63.0
204,22.00634727537353,192877.52618583775,115.25251538631007,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,34,34.0
205,24.537224740410963,241748.64551943372,142.06695810599626,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,12,12.0
