,index,i_HH_head_Sex,i_Family_Size,i_HH_head_Age,i_Education_cat,e_Cooking,e_Lighting,e_Refrigeration,e_Urban,Income,Electricity,Water,w,wf
272,372,sex_female,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,177941.61865394586,88.33180248242607,132.66329718231333,68.64992826398853,196.09572211026605
273,374,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,179395.65929392225,91.63775734805697,130.14443682484807,68.64992826398853,0.0
274,375,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,185204.49283227525,90.92267805618384,136.91804725772528,68.64992826398853,2.4559364207765655
275,377,sex_male,Size_3,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,165594.08964183694,79.8371315678777,119.74589232482313,68.64992826398853,1.221508692742634
276,379,sex_male,Size_5,age_86_100,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,229951.51224305798,91.58893498626433,172.11896796961216,68.64992826398853,13.001137993463294
277,380,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,195109.5002675133,84.84605011580476,144.73795153445545,68.64992826398853,11.68885873553909
278,381,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,182468.24951552905,84.2045237343036,132.07693966868166,68.64992826398853,279.56672852264984
279,384,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,174842.17295136588,82.3727831708492,126.36192212489216,68.64992826398853,303.9033510495165
280,385,sex_male,Size_3,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,213755.49349234608,93.36006680090343,155.53779668564368,68.64992826398853,289.4443794678443
281,386,sex_male,Size_6,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,258882.71725511717,101.40376219632172,182.08575255349368,68.64992826398853,11.175059816418562
282,387,sex_male,Size_6,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,214493.7005084045,84.20166656994891,156.00916440126377,68.64992826398853,25.634031398090553
283,388,sex_male,Size_6,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,252368.5876112955,98.54107185179856,180.55776894681875,68.64992826398853,11.175059816418562
284,389,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,230361.95973913276,93.88634361391166,163.9743596775176,68.64992826398853,0.0
285,395,sex_female,Size_5,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,215471.00275098215,83.70443741985679,157.14943693244882,68.64992826398853,0.0
286,397,sex_female,Size_6,age_19_25,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,240710.63473655152,97.15113771073624,171.27036070626605,68.64992826398853,0.0
287,398,sex_male,Size_7,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,271901.48216539976,105.54839159299989,192.85506268216932,68.64992826398853,77.94420222512376
288,399,sex_male,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,187518.93042311,80.20190672797145,136.95843851387806,68.64992826398853,3.051409136321435
289,400,sex_female,Size_3,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,220775.74844932256,92.40041005312608,160.39485711647734,68.64992826398853,111.93507121282094
290,402,sex_male,Size_2,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,165086.95717933765,81.71681472753562,120.82548957705804,68.64992826398853,167.7150483247022
291,403,sex_male,Size_4,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,228017.91868686877,94.04608006399687,163.5768174281745,68.64992826398853,0.0
292,404,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,182118.28751523484,85.3291524420839,135.6739844379061,68.64992826398853,357.81159279303665
293,406,sex_female,Size_3,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,171136.04225838964,84.60192217792937,112.26923600576957,68.64992826398853,111.33959849727596
294,407,sex_female,Size_5,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,239571.51679571613,94.2763774569442,170.7159668782344,68.64992826398853,0.0
295,408,sex_male,Size_5,age_66_75,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,260636.20474085343,102.66766227903457,178.0261877333161,68.64992826398853,0.0
296,409,sex_male,Size_5,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,191145.7399750559,82.13975438850757,138.16705749582778,68.64992826398853,0.0
297,410,sex_male,Size_2,age_19_25,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,153166.16367620535,73.56503081334968,110.17343305663181,68.64992826398853,0.0
298,411,sex_male,Size_3,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,140915.01863995366,73.39264676612126,94.50142215218376,68.64992826398853,358.4070655085816
299,414,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,187577.771856434,91.15933800165837,137.31278540329635,68.64992826398853,4.148631430984328
300,415,sex_male,Size_2,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,203442.9065533421,83.2535991874261,143.0815825170138,68.64992826398853,0.08339101487327143
301,416,sex_female,Size_4,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,207653.30058608012,97.93728603276732,153.18362908041766,68.64992826398853,0.0
302,417,sex_female,Size_6,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,228792.38421827156,101.54355783170443,169.8790196137147,68.64992826398853,0.0
303,419,sex_male,Size_6,age_66_75,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,273553.1762765085,100.21933992007156,197.86736092015715,68.64992826398853,0.0
304,420,sex_male,Size_5,age_26_35,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,156519.2730470225,86.21649138841539,116.45379736777818,68.64992826398853,0.0
305,421,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,196634.00039498805,93.50280852112962,144.8673523725563,68.64992826398853,31.432082921885296
306,422,sex_male,Size_6,age_19_25,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,195889.2258846654,95.03234818707422,143.2698319174455,68.64992826398853,0.0
307,423,sex_male,Size_6,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,239860.51082957245,105.83951186144901,174.33642604485547,68.64992826398853,0.0
308,424,sex_male,Size_7,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,257823.73739403643,104.08297625758289,183.4209532478039,68.64992826398853,0.0
309,426,sex_male,Size_5,age_26_35,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,219100.38439289914,87.81612605189804,167.44815597798262,68.64992826398853,0.0
310,427,sex_male,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,191756.47432304095,90.88316018615944,139.53939141074687,68.64992826398853,3.553158715439459
311,428,sex_male,Size_3,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,224343.28831746534,97.0251733872732,158.9248237535245,68.64992826398853,343.3526212113646
312,429,sex_male,Size_3,age_26_35,Education_Elementary_School,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,94076.43358996119,69.71768166061293,70.99275323918195,68.64992826398853,133.28305807713392
313,430,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,172740.21230059426,85.88370810298935,127.25295667842457,68.64992826398853,150.73066532135954
314,432,sex_female,Size_7,age_66_75,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,202780.78088457283,92.83850055627272,141.52984245487485,68.64992826398853,0.0
315,433,sex_female,Size_6,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,208165.98558455973,90.43288276838571,154.4666287839703,68.64992826398853,0.0
316,436,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,197228.44436510984,87.73258132028477,144.35010142661622,68.64992826398853,32.02755563743016
317,437,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,173473.94412120598,79.18798059228139,125.44832309713662,68.64992826398853,304.49882376506133
318,438,sex_male,Size_2,age_36_45,Education_Elementary_School,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,87892.34109377934,62.402257439742456,67.37689252401844,68.64992826398853,150.26744108047666
319,441,sex_female,Size_5,age_19_25,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,220980.85157217944,94.65192941253673,173.09010269105957,68.64992826398853,0.0
320,443,sex_male,Size_5,age_46_55,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,247738.59820700652,98.26925482317213,179.353430786555,68.64992826398853,51.13812889738732
321,450,sex_male,Size_3,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,235651.4059159445,101.33388591824449,168.21276019065226,68.64992826398853,0.0
322,451,sex_female,Size_3,age_66_75,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,243858.55696874435,104.14045896303271,179.8438963978874,68.64992826398853,0.0
323,453,sex_female,Size_2,age_36_45,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,139075.54847408168,73.86110727476417,101.53008846301962,68.64992826398853,76.48566432456013
324,456,sex_male,Size_8,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,233850.80759745862,96.64100321347449,170.3821355120332,68.64992826398853,87.19324802523073
325,457,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,199000.1245040126,88.98193067673624,145.17316357835955,68.64992826398853,11.093386019994222
326,459,sex_male,Size_5,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,236860.5658611193,97.91452961953486,169.88333021269915,68.64992826398853,0.0
327,460,sex_female,Size_2,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217987.45682341265,91.24800590537053,155.4964951578977,68.64992826398853,128.32398150061871
328,461,sex_female,Size_2,age_36_45,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,207424.81992937825,90.65633032575971,162.03958039565407,68.64992826398853,176.93721317653353
329,462,sex_male,Size_4,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,224527.06721307014,93.77533031749084,158.91581518055222,68.64992826398853,0.0
330,464,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,175470.58979264038,87.31406579276415,125.87669928947874,68.64992826398853,303.9033510495165
331,466,sex_male,Size_4,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,235732.88505592252,95.49215352375182,167.57243724777246,68.64992826398853,41.90520658262467
332,467,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204643.39974966075,91.81593499052626,142.47542997434965,68.64992826398853,0.0
333,468,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,179050.56399168677,87.1522837365677,133.22980526771846,68.64992826398853,0.0
334,469,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,169347.3542844416,82.38557824391928,124.43073005102329,68.64992826398853,150.73066532135954
335,470,sex_male,Size_3,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,232734.72446015323,100.97432569815552,165.86336841207412,68.64992826398853,0.0
336,471,sex_male,Size_5,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,194293.11734999844,91.22465988951978,132.63574623857514,68.64992826398853,0.0
337,472,sex_male,Size_5,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,235979.37382227028,89.08280141636332,170.67860225131957,68.64992826398853,0.0
338,473,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,201748.43900378654,90.0715996071869,146.61319641665452,68.64992826398853,0.0
339,475,sex_female,Size_2,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,233157.98144307194,99.34256504626363,168.22293082749349,68.64992826398853,0.0
340,477,sex_male,Size_6,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,249429.30223461692,101.77436890791614,178.92324505438208,68.64992826398853,0.0
341,480,sex_female,Size_6,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,218002.48644214548,97.97840530356063,154.53848199459588,68.64992826398853,0.10646344013413811
342,481,sex_male,Size_5,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,203803.51794996246,89.69296350491712,153.15782287712645,68.64992826398853,11.093386019994222
343,483,sex_male,Size_5,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,201866.00279952714,89.19477094514528,148.2702977554137,68.64992826398853,65.5971004790593
344,488,sex_female,Size_3,age_26_35,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,172560.13895045838,79.39723928914925,124.11109116067142,68.64992826398853,126.39404279449306
345,489,sex_male,Size_4,age_56_65,Education_High_School,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,166847.92621606498,86.55494962959062,125.38449841468194,68.64992826398853,0.0
346,491,sex_male,Size_7,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,276641.4359956342,98.82741155344964,191.96411816457012,68.64992826398853,0.0
347,494,sex_male,Size_4,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,197512.0634916793,90.61419037055292,134.09836647170542,68.64992826398853,0.0
348,496,sex_male,Size_2,age_19_25,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,194962.10491794226,87.44451381189124,132.40393943115728,68.64992826398853,0.0
349,499,sex_male,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,150396.73727823782,82.0403829088361,100.54909768685613,68.64992826398853,56.36417816429678
350,500,sex_male,Size_8,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,240256.0355959467,99.31913886974162,176.20742740845884,68.64992826398853,0.0
351,502,sex_female,Size_3,age_19_25,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,201126.37507140668,88.26331061259533,153.12889141482108,68.64992826398853,10.443673544573887
352,503,sex_female,Size_8,age_19_25,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,267740.0827080336,101.78844271646135,192.87899035816795,68.64992826398853,0.0
353,504,sex_female,Size_3,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,242456.34947579142,102.1308638461561,177.15702892797137,68.64992826398853,318.42052596895314
354,505,sex_female,Size_3,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,188227.85962800702,92.1663716869016,123.03688027627251,68.64992826398853,0.0
355,506,sex_male,Size_2,age_26_35,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,205587.74788575893,91.03696477472096,146.09099012049893,68.64992826398853,0.0
356,507,sex_male,Size_4,age_36_45,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,219021.0989014012,92.93845366496409,173.36894978435316,68.64992826398853,36.610196515019304
357,508,sex_female,Size_4,age_56_65,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,203658.25175906898,92.62739457403151,137.1475514559893,68.64992826398853,0.0
358,509,sex_female,Size_5,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,243314.7705885434,97.18388201476816,177.54819267387492,68.64992826398853,0.0
359,510,sex_male,Size_5,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,240963.8803025286,96.43954833039744,178.34389744364785,68.64992826398853,0.0
360,512,sex_male,Size_8,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,271142.8021115709,102.39874908876546,199.20511842217232,68.64992826398853,18.8260347000384
361,515,sex_male,Size_10,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,261743.5274528301,106.06898203726807,192.28758521814004,68.64992826398853,119.12971347232988
362,516,sex_male,Size_10,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,265643.5437700188,107.79733167499624,195.44834535811907,68.64992826398853,0.0
363,517,sex_male,Size_10,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,289151.93886885233,106.10629816506622,204.73382963733354,68.64992826398853,51.35797286268254
364,518,sex_female,Size_10,age_46_55,Education_Post_Graduate,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,288880.2693116397,107.51369643724517,216.03885300853887,68.64992826398853,128.94735103970612
365,519,sex_female,Size_8,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,233943.53983663025,101.59056894858197,171.35150083430835,68.64992826398853,8.352911039299027
366,520,sex_female,Size_5,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,215511.53336748865,95.0130167120882,155.44946203844017,68.64992826398853,0.0
367,523,sex_male,Size_3,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,223190.4661662462,97.6295179987271,160.26992805642428,68.64992826398853,343.3526212113646
368,524,sex_male,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,178948.2398263023,85.98034891510814,130.54611360694983,68.64992826398853,303.9033510495165
369,525,sex_male,Size_10,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,254143.16784586804,102.50907295200162,181.84654864732957,68.64992826398853,119.72518618787475
370,526,sex_male,Size_6,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204832.25737810016,89.32350238845504,147.5165408828931,68.64992826398853,0.0
371,527,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,202394.36596218197,90.8328402619173,151.575952753733,68.64992826398853,0.0
372,529,sex_male,Size_3,age_56_65,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,224613.37256337996,95.41801000117447,181.48887225991282,68.64992826398853,37.707418809682196
373,534,sex_male,Size_4,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,236958.74051518057,103.92063019156502,172.36936414104517,68.64992826398853,41.90520658262467
374,537,sex_male,Size_4,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,240389.48683645582,99.09192866953732,167.72790840324802,68.64992826398853,41.90520658262467
375,538,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,197797.93689410714,90.78408959843551,146.62597489179106,68.64992826398853,0.0
376,539,sex_female,Size_5,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,202080.37248495745,94.46617259769943,144.08669049014966,68.64992826398853,0.0
377,540,sex_female,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,180393.16061795127,91.19977294643273,127.96606625481976,68.64992826398853,278.971255807105
378,541,sex_female,Size_6,age_56_65,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,233021.819468065,96.77421878412245,173.65400963212355,68.64992826398853,0.0
379,542,sex_female,Size_3,age_66_75,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,208275.60956166024,95.99661678060866,154.11704826584042,68.64992826398853,0.0
380,543,sex_female,Size_3,age_66_75,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,250986.50126368002,105.99355914553126,181.7309172702097,68.64992826398853,0.0
381,545,sex_female,Size_7,age_66_75,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,245355.98158841798,103.1478652882678,181.67511462630225,68.64992826398853,0.0
382,546,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,165745.1277835605,83.20537924552632,118.22071993839282,68.64992826398853,150.73066532135954
383,552,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,196620.75149097384,83.96651056278873,144.85852754278827,68.64992826398853,32.02755563743016
384,557,sex_female,Size_3,age_26_35,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,214136.66546322903,88.52608568209403,153.82479641179447,68.64992826398853,111.93507121282094
385,558,sex_female,Size_3,age_36_45,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Rural,224662.6010364899,91.58684347443013,160.1968514807377,68.64992826398853,431.8954195490009
386,559,sex_female,Size_4,age_36_45,Education_Post_Secondary,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,191508.09195435754,84.93687950921488,139.68412945501024,68.64992826398853,0.0
387,561,sex_male,Size_4,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,203184.0513391671,93.83401699819875,150.01729617109697,68.64992826398853,0.0
388,562,sex_female,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,198571.80708408807,91.89839706489404,144.55755726917732,68.64992826398853,31.432082921885296
389,563,sex_female,Size_4,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204271.44160007592,88.9998533589465,145.5920330313541,68.64992826398853,0.0
390,566,sex_female,Size_3,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,223785.27073728564,99.70202135759817,161.66484677532299,68.64992826398853,264.51228422543284
391,568,sex_female,Size_5,age_36_45,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,245160.00032405986,96.21487326152085,176.38229833120667,68.64992826398853,0.0
392,571,sex_male,Size_6,age_36_45,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,208205.4432069466,90.85850768583403,148.99915560024317,68.64992826398853,0.0
393,572,sex_male,Size_5,age_26_35,Education_Post_Graduate,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,217422.9475433241,92.08559347658736,167.69160800837258,68.64992826398853,0.0
394,573,sex_male,Size_2,age_36_45,Education_Elementary_School,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,91224.55023317898,68.13269770033718,70.30505611158816,68.64992826398853,149.67196836493153
395,574,sex_male,Size_2,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_no,Urbanity_Urban,214800.30582299648,85.33839779753905,152.6933619250701,68.64992826398853,48.002808550062454
396,576,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,232974.8643649156,92.15627120036133,164.21396599355828,68.64992826398853,0.0
397,579,sex_male,Size_3,age_56_65,Education_College,Cooking_no,Lighting_yes,Refrigeration_yes,Urbanity_Urban,234094.10455120204,88.69982233285627,171.99902931616126,68.64992826398853,0.0
398,580,sex_male,Size_2,age_56_65,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,176913.3890511511,87.64110173637141,134.34445954137774,68.64992826398853,0.0
399,581,sex_male,Size_2,age_36_45,Education_High_School,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,131679.43726556702,77.0161274067644,93.98743820089415,68.64992826398853,100.82228685142664
400,583,sex_male,Size_4,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,231672.22807792795,94.37659677841039,163.08697567200375,68.64992826398853,41.90520658262467
401,584,sex_male,Size_3,age_46_55,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,228329.01506548736,89.40915236776961,160.18171735728257,68.64992826398853,343.3526212113646
402,586,sex_male,Size_3,age_76_85,Education_Elementary_School,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,128808.87010209124,75.97158888723547,99.6784850190601,68.64992826398853,0.0
403,587,sex_male,Size_3,age_66_75,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204442.99381137354,87.37119193144747,150.09189632341426,68.64992826398853,7.07913732447645
404,588,sex_male,Size_3,age_66_75,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,199584.71726336796,90.79571261998488,146.12353741757482,68.64992826398853,7.07913732447645
405,589,sex_male,Size_3,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,174108.3752394082,87.05428622063563,126.93903007279529,68.64992826398853,150.73066532135954
406,590,sex_male,Size_3,age_19_25,Education_College,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,204360.48044753718,92.5587755662575,139.74451163829326,68.64992826398853,0.0
407,591,sex_male,Size_5,age_26_35,Education_Post_Secondary,Cooking_yes,Lighting_yes,Refrigeration_yes,Urbanity_Urban,192810.151784862,92.9461607637611,137.55390313980755,68.64992826398853,0.0
