,Electricity,Income,Water,e_AC,e_Cooking,e_Refrigeration,e_Urban,i_Education_cat,i_Family_Size,i_HH_head_Age,i_HH_head_Sex,real_index,sw,w,wf
590,93.71276330592052,205066.04470277802,152.544520613037,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,590.0,81.0,1,34.62922001956309
592,100.00505137304023,248284.1992818551,181.33550125736318,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,592.0,81.0,1,4.333120830255652
597,99.7923259736833,240649.65373767927,170.9268246042073,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_9,age_36_45,sex_male,597.0,81.0,1,8.382439837580293
598,107.97640557449549,294717.92509448767,211.54277160759273,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_9,age_46_55,sex_female,598.0,81.0,1,11.759900017333024
602,92.55279090624944,207922.23640015817,148.80215611107516,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,602.0,81.0,1,5.528048502567955
604,81.843575400704,167384.1836870377,117.56696312479194,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,604.0,51.0,1,60.014533544149685
605,84.82703252510153,142652.70561148302,102.44474943806921,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_3,age_36_45,sex_male,605.0,31.0,1,155.22397542192925
607,94.6502990298948,237009.45588323055,167.27086871689147,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,607.0,81.0,1,75.2256165278522
608,89.17636062373596,181350.6092911193,133.69949262157692,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,608.0,81.0,1,69.30885556867804
609,82.67079430942414,178215.49739348193,128.34175610532856,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,609.0,51.0,1,39.47523276472832
610,78.35527158408094,170171.47467967507,122.03237205669113,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,610.0,51.0,1,61.014533544149685
611,98.96756687341927,245235.2689218127,180.63773034853475,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Rural,Education_Post_Secondary,Size_7,age_66_75,sex_male,611.0,51.0,1,11.227080428888641
614,87.48271647545458,176385.94643367614,132.8448581716267,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_female,614.0,51.0,1,57.952299332303
619,94.55567058913576,208952.99811989735,152.4788587364106,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,619.0,81.0,1,9.088983085282493
620,103.02766161983313,267719.3051699048,187.19378486277645,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_46_55,sex_male,620.0,81.0,1,16.59373953036281
625,69.28782705824835,104802.35548494631,79.88891532819055,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_36_45,sex_male,625.0,31.0,1,218.44738535220426
626,87.05269634530613,187699.94496532175,142.01927746007038,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,626.0,81.0,1,62.5717289993928
627,85.24441883164752,181720.74258342406,136.7245148385318,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,627.0,81.0,1,71.11102977881416
628,107.17575369270948,254391.69421512212,185.9816771547664,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_female,628.0,81.0,1,3.742870613741893
629,104.49851510945173,240562.20156117718,185.45701663422022,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_6,age_36_45,sex_male,629.0,81.0,1,4.6120530237956
632,86.7378406490093,183625.7231663301,133.86795487045714,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,632.0,81.0,1,81.11102977881416
633,90.23335115757178,220173.9938815711,159.85267549408184,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,633.0,81.0,1,84.76491730727366
634,85.96974242476607,192187.38651988356,140.32730289192466,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,634.0,81.0,1,60.5717289993928
635,94.49051079437149,226403.2731659532,176.36023451061686,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,635.0,81.0,1,14.732985194494994
638,98.12401442373353,207407.8896118632,150.43471415766922,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,638.0,81.0,1,2.0976019105181045
639,96.92588427084354,205196.08247060765,148.77901461427308,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,639.0,81.0,1,2.0976019105181045
640,91.71454073499807,201335.8497723397,146.93344540078002,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,640.0,81.0,1,8.679233301796245
641,86.52099042515493,178535.89904070646,130.49388639749205,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,641.0,51.0,1,46.57546812686425
645,99.09284740324206,248471.06634894555,178.8797174490683,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_5,age_46_55,sex_male,645.0,81.0,1,11.28217139316326
655,97.79545927170423,207433.3804696548,152.78355703221874,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,655.0,81.0,1,8.628283864703867
658,102.73905009591174,251063.65753932804,180.2255260475452,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_36_45,sex_male,658.0,81.0,1,-0.24851056102243385
661,92.55627287856956,237013.1859726582,173.74631491158192,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_male,661.0,81.0,1,6.6422098525955775
662,92.8569443626801,229534.3163031384,171.37474728365675,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,662.0,81.0,1,9.939852001903418
663,94.8347864073164,228822.8397839964,156.88779911008632,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,663.0,81.0,1,80.76491730727366
664,95.26993589083351,218346.85776291415,154.04505550226514,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,664.0,81.0,1,65.50204387655879
665,88.55383418154497,174498.98902601463,126.6299545720512,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,665.0,51.0,1,117.84815634809945
667,93.53152589525412,215331.3807644061,152.9428549580529,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_male,667.0,81.0,1,7.260239979096902
668,112.3123607820926,277028.1122943476,197.61035829719424,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_46_55,sex_male,668.0,81.0,1,8.39633274319094
673,94.46416178661308,203678.18574504016,149.12506012207996,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,673.0,81.0,1,5.679233301796245
676,101.11297610910287,245099.9021681343,177.25055121592206,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,676.0,81.0,1,2.333120830255652
677,93.22333481220232,197688.3750862763,146.54347657923114,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,677.0,81.0,1,14.218534081217612
678,87.82504318507935,177257.55813696067,127.38181678418871,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,678.0,51.0,1,111.84815634809945
679,77.7681182406602,180215.93100476786,129.26927343022024,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_female,679.0,81.0,1,73.30885556867804
683,93.02109081466116,218424.59744401785,166.67509171107403,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_36_45,sex_male,683.0,81.0,1,1.470111763780345
690,106.6688729636485,265974.35788694234,202.2384686206041,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_8,age_46_55,sex_male,690.0,81.0,1,8.256896328008956
691,110.88796798059542,281158.65638596326,197.96913992020947,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_8,age_46_55,sex_male,691.0,81.0,1,5.396332743190939
695,93.8649331519645,213427.7570024498,153.292480263208,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,695.0,81.0,1,24.882614209469125
697,97.47843074543104,221572.2003177909,155.60771173660294,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,697.0,81.0,1,27.229355655323644
698,98.13745476707605,220772.5022261254,159.56324269462712,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_46_55,sex_female,698.0,81.0,1,8.82117456181144
699,101.43011858179142,243271.9364752364,173.01469636147706,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,699.0,81.0,1,5.333120830255652
700,97.4225482035205,223247.32992941746,160.15297139107236,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,700.0,81.0,1,25.939852001903418
701,95.2421155695108,234878.5668895225,165.1298341587333,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,701.0,81.0,1,8.872421609677012
702,92.13059341522026,209980.87168040202,148.83281992232932,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,702.0,81.0,1,1.0976019105181045
706,102.40340583329215,234904.13652789604,172.78974748619183,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,706.0,81.0,1,7.872421609677012
707,93.44791987156506,194637.62575542647,140.43268799620537,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,707.0,81.0,1,10.218534081217612
710,94.59370960414878,238515.67930347673,169.95344814015792,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Rural,Education_College,Size_3,age_56_65,sex_female,710.0,51.0,1,38.2590114002798
7,12.090443459972178,197366.8812591731,47.13155389896663,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_female,,,8,8.0
11,12.426915342108828,181508.72499284614,43.56564016933014,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,309,309.0
13,12.117991514342492,198954.54258320906,47.07088571168239,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_36_45,sex_male,,,13,13.0
15,10.860902844279465,206688.91530771964,48.072097245274534,AC_yes,Cooking_no,Refrigeration_no,Urbanity_Urban,Education_College,Size_2,age_26_35,sex_female,,,34,34.0
16,12.377497960350212,216413.32317158688,51.609702953230396,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,118,118.0
18,12.787151895055572,213490.75028225864,52.38881771630248,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,108,108.0
19,12.010364371719007,167518.63098067592,39.61098625778452,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,111,111.0
21,13.323840619455481,205247.68865506802,50.76179864645819,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,43,43.0
25,13.097432168148373,200761.47109251586,52.116111798766966,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_26_35,sex_male,,,147,147.0
26,12.576945461635873,182093.10733185586,44.2396375758198,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,271,271.0
27,11.947855673030773,178780.75154606477,42.88383565839224,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,256,256.0
28,11.904716546700968,203447.2823512581,50.467225788074714,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,45,45.0
32,14.779710255360328,240682.05148514308,57.27692608133968,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,25,25.0
37,13.329946714344885,204124.89103325907,49.63032032824141,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,46,46.0
38,11.574499709552285,168413.70856640302,40.723700346817495,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,80,80.0
42,12.777344772796184,204196.16345803323,48.8998546964489,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,45,45.0
43,13.595474058627914,214721.21642349323,51.83849825619251,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,10,10.0
46,13.094127130739793,211026.03014769414,51.26857452976026,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,14,14.0
48,12.470243628982544,188655.5678604313,45.60333503125328,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,8,8.0
57,11.45354836735568,167659.49790649975,40.93181611371131,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,77,77.0
60,13.311974421571847,209319.57684392305,49.42453606022444,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,12,12.0
62,12.593561759577057,214432.4143687884,52.31297449279343,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,124,124.0
64,13.42500024997689,240158.6701573953,59.562636770247124,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_male,,,49,49.0
65,12.557102766870344,174555.66336099964,43.07523121083939,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,195,195.0
66,12.73816269598845,217862.30952909516,54.450283504197756,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_46_55,sex_male,,,298,298.0
68,9.025897679968416,98573.11306128911,25.574078717778796,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Elementary_School,Size_3,age_26_35,sex_male,,,94,94.0
69,14.1179199561941,219890.53089586,51.24935169801617,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,96,96.0
75,14.351030319325758,204331.93372737075,48.572755133867446,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,14,14.0
81,13.505308384559854,236791.17464140488,57.08297401949811,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,5,5.0
83,13.683730155833103,224800.50116943306,54.54313901803209,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,294,294.0
84,13.710729496954158,225262.30379269712,54.57472672436474,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,290,290.0
85,14.220180101186727,235313.2492823289,57.501419476899514,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,274,274.0
86,13.844208636865929,235133.1965630047,55.761664134700794,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,30,30.0
87,11.243830568798927,168238.32466746107,41.26479955511783,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,91,91.0
88,15.199140368308562,265296.86804745195,64.92028133297231,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_female,,,12,12.0
91,12.34149536350931,186812.8808285452,45.243202128480235,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,294,294.0
93,13.545806305670396,207566.72298004708,50.22343816880729,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_19_25,sex_male,,,2,2.0
98,12.933462219289794,194395.84149700077,46.855701593701085,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,41,41.0
101,13.921235116436364,229682.70792659983,57.06445233768329,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_male,,,48,48.0
102,12.726954650390041,197009.37608331218,46.732828897066526,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,41,41.0
103,13.326179601315687,222740.4899109189,52.2071467087882,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,252,252.0
104,13.240962516970825,219507.490948292,51.65676292235153,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_male,,,262,262.0
110,12.05001450413512,203074.43964624038,48.30043401003503,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,27,27.0
111,13.190733434375389,208003.86403717622,48.418509928187305,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_36_45,sex_male,,,85,85.0
115,13.444090772893105,207135.30753847875,50.624880800056914,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_6,age_36_45,sex_male,,,15,15.0
118,12.149232353357647,209156.57618507007,51.549086624599326,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_female,,,26,26.0
120,14.495427126997356,228751.6341822318,52.64325384329521,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,240,240.0
121,13.432330840952915,221366.38244534735,50.72004088649537,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_female,,,87,87.0
122,12.908539206612545,236270.4833576977,62.45458038190263,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_male,,,54,54.0
123,13.854494124745983,199332.55355529755,46.867670906941996,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_5,age_46_55,sex_male,,,50,50.0
125,13.118866940377984,208636.0493487691,49.675145513510216,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_male,,,98,98.0
132,13.40228438509672,212299.43197534356,50.976512363799046,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,109,109.0
133,13.851519183329998,222509.44972183125,52.0084288856644,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,300,300.0
134,13.62366319773652,238881.1829335232,61.09477805454928,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_5,age_46_55,sex_female,,,36,36.0
135,14.442066755994489,239271.77570549626,59.890372305318095,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_6,age_36_45,sex_male,,,19,19.0
137,12.355219182075473,176757.6893522502,43.0169862797766,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,100,100.0
139,12.602482200485468,169049.28209065375,41.32938403365998,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,123,123.0
140,13.513866145900039,206471.30043379887,53.46248961814855,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_3,age_36_45,sex_male,,,277,277.0
141,12.050642732014708,188317.7154196776,43.99316075693025,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_female,,,280,280.0
142,11.941609809369822,187009.14778494003,44.01151292503987,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,310,310.0
143,11.238429762407733,177886.33767818636,42.293523243424374,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,224,224.0
146,12.001091596567079,170563.94996074788,41.7032073152036,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_female,,,58,58.0
147,13.389077548354294,226056.09621164808,57.6077724765496,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_4,age_46_55,sex_female,,,34,34.0
148,13.816202298654247,225281.4401211411,54.143910573584705,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_36_45,sex_female,,,243,243.0
149,14.025856796182751,236237.7474246825,57.07055445928047,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_female,,,285,285.0
151,15.118208332675366,258425.33872065,61.42986766026715,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_10,age_46_55,sex_female,,,83,83.0
159,14.527986411398444,231230.66617968946,54.72770810016115,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_46_55,sex_male,,,294,294.0
166,15.153167787097772,261627.3656917726,61.27309162607922,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,39,39.0
167,13.061925506759437,189178.280774352,45.30216500694887,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_36_45,sex_male,,,11,11.0
168,12.685140082204668,171308.479670314,41.025074982460865,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_46_55,sex_male,,,109,109.0
169,12.013480149294168,183355.42623575366,44.56739267227147,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_46_55,sex_male,,,294,294.0
170,14.038316339552466,243807.30272530034,58.14470271077991,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_66_75,sex_male,,,6,6.0
172,11.966056700493539,169083.1985708396,41.09551604939027,AC_yes,Cooking_no,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_2,age_36_45,sex_male,,,51,51.0
175,12.091742025749511,172616.35499291949,41.19719293619079,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_36_45,sex_male,,,213,213.0
177,11.672107872628288,153460.22712352884,37.88723330392881,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_High_School,Size_4,age_46_55,sex_male,,,4,4.0
184,14.681380371724956,244704.7712304275,59.37380971815388,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_8,age_46_55,sex_female,,,28,28.0
189,12.235962928515221,174309.62718261904,37.977136335532236,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_3,age_26_35,sex_female,,,89,89.0
190,11.779512517850492,166751.82582811304,40.34089975495826,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_male,,,109,109.0
191,11.83235946435802,175890.5883109751,41.34322913486483,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,93,93.0
194,14.599721799630316,234923.11763876796,55.49454804149545,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_male,,,28,28.0
195,15.00416466528037,259660.25985135173,62.802727624649535,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_6,age_46_55,sex_male,,,37,37.0
197,12.403442842103658,180575.24319678787,44.44954699009958,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_3,age_26_35,sex_female,,,111,111.0
198,12.752121345625255,218778.95248672526,52.335297651340326,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_2,age_46_55,sex_male,,,122,122.0
199,13.400131918430489,197760.52735843905,50.380927017722,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Graduate,Size_2,age_36_45,sex_male,,,104,104.0
202,14.223774042849385,258894.31859845185,62.12959881507838,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_7,age_36_45,sex_male,,,25,25.0
203,13.320288826124994,221417.48329636274,54.71339591066473,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_7,age_46_55,sex_male,,,69,69.0
204,13.110164334265079,192877.52618583775,47.45691810024533,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_Post_Secondary,Size_4,age_46_55,sex_male,,,44,44.0
205,14.617921121946964,241748.64551943372,58.49815922011611,AC_yes,Cooking_yes,Refrigeration_yes,Urbanity_Urban,Education_College,Size_4,age_46_55,sex_female,,,13,13.0
