,Lighting,TV,Cooking,Refrigeration,AC,Urban,Income,Electricity
12664,1,0,0,1,0,0,3318.0,49.0
12669,1,1,0,0,0,0,5880.0,77.0
12670,1,1,0,0,0,0,4800.0,89.0
12671,1,0,0,0,0,0,2900.0,10.0
12673,1,1,0,1,0,0,10180.0,111.0
12688,1,1,0,0,0,0,2120.0,23.0
12690,1,1,0,0,0,0,6200.0,34.0
12691,1,0,0,0,0,0,4285.0,22.0
12692,1,1,0,0,0,0,2067.0,23.0
12694,1,0,0,0,0,0,1245.0,11.0
12695,1,0,0,0,0,0,1000.0,15.0
12696,1,0,0,0,0,0,6605.0,18.0
12697,1,1,1,0,0,0,11664.0,45.0
12701,1,0,0,0,0,0,2440.0,7.0
12702,1,1,0,0,0,0,5916.0,45.0
12703,1,1,0,1,1,0,19201.0,225.0
12704,1,0,0,0,0,0,5000.0,42.0
12705,1,0,0,0,0,0,6950.0,92.0
12706,1,1,0,0,0,0,9000.0,42.0
12709,1,1,0,0,0,0,4500.0,92.0
12710,1,1,0,1,0,0,5950.0,93.0
12711,1,1,0,0,0,0,7500.0,42.0
12712,1,1,0,1,0,0,6950.0,91.0
12713,1,1,0,0,0,0,5000.0,91.0
12714,1,1,0,0,0,0,8000.0,80.0
12715,1,1,0,0,0,1,31029.0,68.0
12717,1,0,0,0,0,1,3420.0,11.0
12718,1,1,0,0,0,1,9711.0,80.0
12719,1,1,0,1,0,0,41300.0,101.0
12720,1,1,1,0,0,0,8590.0,28.0
12721,1,1,0,1,0,0,5100.0,50.0
12724,1,1,0,1,0,0,3298.0,45.0
12725,1,1,0,1,0,0,7390.0,86.0
12726,1,1,0,1,0,0,11220.0,66.0
12727,1,1,0,1,0,0,10360.0,30.0
12729,1,1,0,1,0,0,9360.0,33.0
12730,1,1,0,1,0,0,14520.0,51.0
12731,1,1,1,0,0,0,8740.0,13.0
12732,1,1,0,1,0,0,8200.0,70.0
12733,1,1,0,0,0,0,17000.0,33.0
12734,1,0,0,0,0,0,2948.0,12.0
12738,1,1,0,0,0,0,9192.0,13.0
12739,1,1,0,0,0,1,11820.0,106.0
12740,1,1,0,1,1,1,5500.0,41.0
12741,1,1,1,1,0,1,20000.0,126.0
12742,1,1,0,1,0,1,13228.0,79.0
12743,1,0,0,0,0,1,5450.0,11.0
12744,1,1,0,1,0,1,6600.0,71.0
12745,1,1,0,1,0,0,4900.0,47.0
12755,1,1,0,1,0,1,16600.0,148.0
12756,1,1,1,1,0,1,20500.0,48.0
12757,1,1,0,0,0,1,5833.0,228.0
12758,1,0,0,0,0,1,2286.0,23.0
12765,1,1,0,1,0,0,6400.0,25.0
12774,1,1,0,0,0,0,6480.0,20.0
12776,1,0,0,1,0,0,5757.0,41.0
12778,1,1,0,0,0,0,7300.0,35.0
12780,1,1,0,0,0,0,13114.0,57.0
12781,1,1,1,1,0,0,17095.0,120.0
12782,1,0,0,0,0,0,1950.0,11.0
12789,1,1,0,0,0,0,4825.0,25.0
12790,1,1,0,1,0,0,2950.0,28.0
12797,1,1,0,0,0,0,5850.0,122.0
12798,1,1,0,0,0,0,5150.0,16.0
12800,1,1,0,1,0,0,17348.0,64.0
12806,1,1,0,0,0,0,3300.0,23.0
12807,1,1,0,0,0,0,2109.0,45.0
12808,1,1,0,0,0,0,2250.0,122.0
12809,1,1,0,0,0,0,6500.0,46.0
12810,1,0,0,0,0,0,7100.0,7.0
12811,1,1,0,1,0,0,16437.0,154.0
12812,1,1,0,0,0,0,11200.0,23.0
12813,1,0,0,0,0,0,925.0,4.0
12823,1,1,0,1,0,0,4600.0,118.0
12826,1,1,0,0,0,0,13200.0,35.0
12827,1,1,0,0,0,0,2200.0,88.0
12828,1,1,0,1,0,0,3500.0,209.0
12829,1,1,0,0,0,0,3200.0,35.0
12832,1,1,1,1,1,0,39999.0,157.0
12833,1,0,0,0,0,0,4900.0,30.0
12834,1,1,0,0,0,0,16950.0,39.0
12835,1,0,0,0,0,0,35020.0,23.0
12837,1,1,1,1,0,0,35230.0,119.0
12838,1,1,0,1,0,0,11550.0,227.0
12839,1,1,0,1,0,0,9540.0,74.0
12840,1,1,0,1,0,0,6084.0,266.0
12841,1,1,0,1,0,0,20000.0,264.0
12842,1,0,0,0,0,0,4300.0,22.0
12843,1,1,0,0,0,0,17850.0,23.0
12847,1,0,0,0,0,1,5100.0,18.0
12848,1,1,0,1,0,1,12700.0,127.0
12849,1,1,0,0,0,1,2200.0,41.0
12850,1,1,0,1,0,1,3200.0,81.0
12851,1,1,0,1,0,1,3000.0,206.0
12852,1,1,0,1,0,0,3967.0,84.0
12853,1,1,0,1,0,0,3583.0,36.0
12856,1,1,0,0,0,0,3100.0,18.0
12857,1,1,0,0,0,0,2300.0,80.0
12858,1,1,0,0,0,0,6800.0,39.0
12859,1,1,0,0,0,0,9900.0,64.0
12861,1,1,0,0,0,0,12800.0,46.0
12862,1,1,0,0,0,0,7000.0,29.0
12863,1,1,0,0,0,0,4300.0,28.0
12865,1,1,0,0,0,0,5033.0,27.0
12872,1,0,0,0,0,0,3225.0,18.0
12873,1,0,0,0,0,0,4217.0,13.0
12875,1,0,0,0,0,0,4500.0,11.0
12876,1,1,0,0,0,0,5300.0,22.0
12877,1,1,0,1,0,0,14000.0,100.0
12878,1,1,0,0,0,0,5100.0,19.0
12879,1,1,1,0,0,0,67000.0,183.0
12880,1,1,0,0,0,0,11000.0,41.0
12885,1,1,0,1,0,0,7000.0,94.0
12887,1,1,0,0,0,0,7250.0,92.0
12892,1,0,0,0,0,0,1100.0,23.0
12893,1,0,0,0,0,0,2854.0,23.0
12906,1,1,0,1,0,1,1525.0,120.0
12907,1,1,0,1,0,1,8700.0,115.0
12908,1,0,0,0,0,1,1877.0,30.0
12909,1,1,0,0,0,1,6920.0,88.0
12910,1,0,0,0,0,1,4670.0,50.0
12911,1,1,0,0,0,1,11200.0,60.0
12912,1,1,0,0,0,1,4600.0,40.0
12913,1,1,0,0,0,1,2800.0,50.0
12914,1,0,0,1,0,1,3700.0,115.0
12922,1,1,0,1,0,0,15190.0,62.0
12923,1,1,0,1,0,0,19958.0,36.0
12925,1,1,0,0,0,0,5700.0,30.0
12931,1,0,0,0,0,0,4700.0,18.0
12932,1,1,1,1,0,0,19500.0,320.0
12933,1,1,0,0,0,0,4300.0,26.0
12934,1,1,0,1,0,0,8500.0,130.0
12935,1,1,1,1,1,0,19000.0,330.0
12936,1,0,0,0,0,0,3500.0,33.0
12937,1,1,0,1,0,0,14000.0,137.0
12938,1,1,0,0,0,0,6000.0,19.0
12940,1,1,0,1,0,0,8500.0,60.0
12950,1,1,0,0,0,0,720.0,11.0
12951,1,0,0,0,0,0,750.0,6.0
12952,1,1,0,0,0,0,12350.0,91.0
12961,1,1,0,0,0,0,2933.0,51.0
12962,1,0,0,0,0,0,3633.0,15.0
12963,1,1,1,1,0,0,6968.0,74.0
12964,1,1,0,1,0,0,1775.0,96.0
12967,1,0,1,0,0,0,2300.0,45.0
12970,1,1,0,1,0,0,3400.0,95.0
12971,1,1,1,1,0,0,8300.0,42.0
12972,1,1,0,0,0,0,6400.0,23.0
12977,1,0,0,0,0,0,2100.0,9.0
12978,1,1,0,0,0,0,15300.0,52.0
12979,1,1,1,1,0,0,1300.0,42.0
12981,1,1,0,0,0,1,5100.0,100.0
12982,1,1,0,0,0,1,5100.0,150.0
12983,1,1,0,0,0,1,2500.0,27.0
12984,1,1,0,0,0,1,16700.0,59.0
12985,1,1,0,0,0,1,6200.0,70.0
12986,1,0,0,1,0,1,16000.0,85.0
12987,1,1,0,0,0,1,7200.0,49.0
12989,1,1,0,0,0,1,4000.0,58.0
12990,1,1,0,1,0,0,3000.0,49.0
12991,1,1,0,1,0,0,1100.0,120.0
12992,1,1,0,0,0,0,2420.0,30.0
12993,1,1,0,0,0,0,1200.0,15.0
12994,1,1,0,1,0,0,1500.0,39.0
12995,1,0,1,1,0,0,5150.0,65.0
12998,1,1,0,1,0,0,3000.0,128.0
12999,1,0,0,0,0,0,3087.0,23.0
13001,1,1,0,0,0,0,4500.0,33.0
13002,1,1,1,1,0,0,7000.0,154.0
13003,1,1,0,0,0,0,6367.0,34.0
13004,1,1,0,0,0,0,4783.0,30.0
13005,1,1,0,0,0,0,5800.0,30.0
13006,1,1,1,1,0,1,24500.0,167.0
13007,1,1,1,1,1,1,69000.0,968.0
13008,1,1,1,1,1,1,9000.0,516.0
13009,1,1,1,1,0,1,17180.0,207.0
13010,1,1,0,1,1,1,42000.0,532.0
13011,1,1,1,1,1,1,10000.0,251.0
13012,1,1,0,1,0,1,13900.0,161.0
13013,1,1,0,0,0,1,4000.0,71.0
13014,1,1,0,0,0,1,3300.0,49.0
13015,1,1,0,0,0,1,4800.0,15.0
13016,1,1,1,1,0,1,14000.0,167.0
13017,1,1,0,0,0,1,3500.0,49.0
13018,1,1,0,0,0,1,4800.0,51.0
13019,1,1,0,1,0,0,5500.0,68.0
13020,1,0,0,0,0,0,3300.0,15.0
13021,1,0,0,0,0,0,3500.0,12.0
13022,1,1,0,0,0,0,3200.0,34.0
13024,1,1,0,0,0,0,2880.0,60.0
13025,1,0,0,1,0,0,3200.0,102.0
13026,1,0,0,0,0,0,2100.0,15.0
13027,1,0,0,0,0,0,3200.0,30.0
13028,1,1,0,1,0,0,6000.0,115.0
13029,1,1,0,1,0,0,6400.0,203.0
13030,1,1,0,0,0,0,1500.0,15.0
13031,1,1,0,0,0,0,3000.0,102.0
13032,1,1,1,1,0,1,19000.0,162.0
13033,1,1,0,1,0,1,9500.0,80.0
13034,1,1,1,1,1,1,53500.0,321.0
13035,1,1,1,1,0,1,6300.0,192.0
13036,1,1,1,1,0,1,10500.0,145.0
13037,1,0,0,0,0,1,1383.0,38.0
13038,1,0,0,0,0,1,7200.0,176.0
13039,1,1,0,0,0,1,5500.0,48.0
13040,1,1,1,1,1,1,42000.0,225.0
13041,1,1,1,1,0,1,25900.0,209.0
13042,1,1,1,1,0,1,58000.0,452.0
13043,1,1,1,1,1,1,52500.0,1054.0
13044,1,1,1,1,1,1,80000.0,772.0
13045,1,1,1,0,0,1,10500.0,83.0
13046,1,1,0,0,0,1,5200.0,48.0
13047,1,0,0,0,0,1,1000.0,8.0
13048,1,0,0,0,0,1,4500.0,15.0
13050,1,1,0,0,0,1,2500.0,86.0
13051,1,0,0,0,0,1,2000.0,15.0
13052,1,1,0,0,0,1,5500.0,60.0
13053,1,0,0,0,0,1,3400.0,8.0
13054,1,1,0,1,0,1,2500.0,34.0
13055,1,0,0,0,0,1,1500.0,15.0
13056,1,0,0,0,0,1,2000.0,34.0
13057,1,0,0,0,0,1,1700.0,14.0
13058,1,1,0,1,0,1,11000.0,51.0
13059,1,1,1,1,0,1,7500.0,305.0
13060,1,1,0,0,0,1,1650.0,51.0
13061,1,1,0,0,0,1,3400.0,85.0
13062,1,1,0,1,0,1,3150.0,102.0
13063,1,1,0,0,0,1,1600.0,34.0
13064,1,1,1,1,0,1,5500.0,136.0
13065,1,1,0,1,0,0,5117.0,80.0
13066,1,1,0,0,0,0,8830.0,49.0
13067,1,0,0,0,0,0,7280.0,17.0
13068,1,0,0,0,0,0,6697.0,52.0
13069,1,1,1,1,0,0,23390.0,208.0
13070,1,1,0,1,0,0,11680.0,151.0
13071,1,1,1,1,0,0,11000.0,151.0
13072,1,1,0,1,0,0,14000.0,200.0
13073,1,1,0,1,0,1,4520.0,111.0
13074,1,1,0,1,0,1,23050.0,132.0
13075,1,0,1,0,0,1,9300.0,263.0
13076,1,1,0,1,0,1,7000.0,74.0
13077,1,0,0,0,0,1,9425.0,15.0
13078,1,0,0,0,0,1,1100.0,15.0
13079,1,1,0,0,0,1,7430.0,29.0
13080,1,1,0,1,0,1,7292.0,83.0
13081,1,1,1,1,0,1,12100.0,132.0
13083,1,1,0,0,0,1,4860.0,75.0
13084,1,1,0,1,0,1,7200.0,75.0
13085,1,1,0,0,0,1,14220.0,90.0
13086,1,1,0,1,0,1,6933.0,69.0
13087,1,0,0,1,0,1,10200.0,84.0
13088,1,1,0,1,0,1,28931.0,263.0
13089,1,1,0,0,0,1,4750.0,45.0
13090,1,0,0,0,0,1,3940.0,15.0
13091,1,1,0,0,0,1,20660.0,60.0
13092,1,1,0,1,0,0,7000.0,105.0
13093,1,1,0,0,0,0,5800.0,15.0
13094,1,1,0,0,0,0,1599.0,15.0
13095,1,1,0,1,0,0,10667.0,57.0
13096,1,1,0,1,0,0,18504.0,135.0
13097,1,1,0,1,0,0,4067.0,86.0
13098,1,1,0,0,0,0,4400.0,30.0
13099,1,0,0,0,0,0,8504.0,15.0
13100,1,1,1,1,0,0,10533.0,211.0
13101,1,1,0,1,0,0,7725.0,126.0
13103,1,1,0,0,0,1,21000.0,79.0
13104,1,1,0,0,0,1,4100.0,23.0
13105,1,0,0,0,0,1,3480.0,30.0
13106,1,1,0,0,0,1,5680.0,46.0
13107,1,1,0,0,0,1,7500.0,45.0
13110,1,1,0,0,0,0,2300.0,30.0
13111,1,1,0,0,0,0,3300.0,30.0
13112,1,1,0,0,0,0,7410.0,101.0
13113,1,0,0,0,0,0,1083.0,30.0
13114,1,0,0,0,0,0,2000.0,21.0
13116,1,1,1,1,1,1,12000.0,137.0
13117,1,0,0,0,0,1,1900.0,12.0
13119,1,1,0,0,0,1,5500.0,38.0
13120,1,1,0,0,0,1,7150.0,94.0
13121,1,1,0,1,0,1,5800.0,127.0
13122,1,1,1,0,0,1,3500.0,45.0
13123,1,1,0,1,0,1,4500.0,113.0
13124,1,1,0,0,0,1,6260.0,35.0
13125,1,1,0,1,0,1,4000.0,50.0
13126,1,1,0,1,0,1,10100.0,67.0
13127,1,1,0,1,0,1,17000.0,151.0
13128,1,1,1,1,1,1,18000.0,860.0
13129,1,1,1,1,0,1,13000.0,169.0
13130,1,1,0,0,0,1,3700.0,51.0
13131,1,1,1,0,0,1,6000.0,34.0
13132,1,1,1,1,1,1,1200.0,200.0
13133,1,0,0,0,0,1,8500.0,24.0
13134,1,1,0,1,0,1,11000.0,90.0
13135,1,1,0,1,0,1,6500.0,155.0
13136,1,1,1,1,1,1,45000.0,399.0
13137,1,1,0,0,0,1,3700.0,45.0
13138,1,0,1,0,0,1,13000.0,102.0
13139,1,1,0,1,1,1,22000.0,305.0
13140,1,1,0,1,0,1,14300.0,242.0
13141,1,1,0,1,0,1,11000.0,63.0
13142,1,1,0,0,0,1,5780.0,70.0
13143,1,1,0,0,0,1,3800.0,57.0
13144,1,0,0,0,0,1,3500.0,20.0
13145,1,1,0,0,0,1,23080.0,36.0
13146,1,1,0,0,0,1,13280.0,60.0
13147,1,0,1,0,0,1,24300.0,104.0
13148,1,1,1,0,0,1,9333.0,60.0
13149,1,1,0,0,0,1,1300.0,30.0
13150,1,1,0,0,0,1,1750.0,60.0
13151,1,1,0,1,0,1,6900.0,81.0
13152,1,1,0,0,0,1,1900.0,75.0
13153,1,1,1,1,0,1,16000.0,132.0
13154,1,1,0,1,0,1,15500.0,105.0
13155,1,1,0,0,0,1,23500.0,60.0
13156,1,0,0,0,0,1,6000.0,57.0
13157,1,1,0,1,0,1,42000.0,226.0
13158,1,1,0,1,0,1,6300.0,87.0
13159,1,1,0,0,0,1,4800.0,48.0
13160,1,1,0,1,0,1,18588.0,69.0
13161,1,1,0,0,0,1,5800.0,30.0
13162,1,1,0,0,0,1,5640.0,18.0
13163,1,1,0,1,0,1,6000.0,231.0
13164,1,1,0,0,0,1,6500.0,75.0
13165,1,1,0,0,0,1,4470.0,54.0
13166,1,1,0,0,0,1,5700.0,90.0
13167,1,0,1,1,0,1,7300.0,120.0
13168,1,1,0,1,0,1,9500.0,63.0
13169,1,1,0,0,0,1,6300.0,18.0
13170,1,1,0,1,0,1,7200.0,52.0
13171,1,1,0,1,0,1,31000.0,146.0
13175,1,0,0,0,0,0,4500.0,28.0
13177,1,1,0,1,0,0,6650.0,92.0
13178,1,1,0,1,0,0,23785.0,154.0
13179,1,0,0,0,0,0,7150.0,47.0
13181,1,0,0,0,0,0,5400.0,31.0
13182,1,1,0,1,0,0,5700.0,92.0
13183,1,1,0,1,0,0,6156.0,62.0
13184,1,1,1,1,0,0,5200.0,39.0
13185,1,1,1,1,0,1,5000.0,123.0
13186,1,1,1,1,1,1,34290.0,185.0
13187,1,0,0,0,0,1,4180.0,23.0
13188,1,1,1,1,1,1,30000.0,246.0
13189,1,0,0,0,0,1,4000.0,31.0
13190,1,1,1,1,1,1,21000.0,231.0
13191,1,1,0,0,0,1,5283.0,62.0
13192,1,1,0,0,0,1,9000.0,58.0
13193,1,1,1,1,0,1,17735.0,422.0
13194,1,1,1,1,0,1,27880.0,185.0
13195,1,1,0,1,0,1,10769.0,176.0
13196,1,1,1,1,0,1,8566.0,176.0
13197,1,1,1,1,1,1,24200.0,422.0
13198,1,1,1,1,0,1,41797.0,246.0
13199,1,1,1,1,0,1,16899.0,123.0
13200,1,1,1,1,0,1,18676.0,135.0
13201,1,1,1,0,0,1,6579.0,46.0
13202,1,1,0,1,0,1,37322.0,211.0
13203,1,1,0,1,1,1,42590.0,317.0
13204,1,1,1,1,0,1,39828.0,210.0
13205,1,1,0,1,0,0,10230.0,250.0
13206,1,1,1,1,1,0,36500.0,334.0
13207,1,1,0,0,0,0,24500.0,100.0
13208,1,1,1,1,1,0,36500.0,290.0
13209,1,1,1,1,1,0,16500.0,210.0
13210,1,1,1,1,1,0,25500.0,151.0
13211,1,1,0,1,0,0,24200.0,164.0
13212,1,1,0,1,0,0,7266.0,89.0
13213,1,1,1,1,0,0,13000.0,361.0
13214,1,1,0,1,0,0,12380.0,36.0
13215,1,1,0,1,0,0,6767.0,55.0
13216,1,1,0,0,0,0,2100.0,15.0
13218,1,0,0,0,0,0,2200.0,22.0
13219,1,1,0,0,0,0,5400.0,24.0
13220,1,0,0,0,0,0,2150.0,30.0
13221,1,1,0,1,0,0,4900.0,60.0
13222,1,1,0,1,0,0,3240.0,45.0
13224,1,1,0,0,0,0,6300.0,107.0
13225,1,1,0,1,0,0,3500.0,60.0
13226,1,1,0,1,0,0,8700.0,42.0
13232,1,1,0,0,0,0,2000.0,30.0
13233,1,0,0,0,0,0,500.0,17.0
13234,1,1,0,0,0,0,3000.0,30.0
13236,1,1,0,0,0,0,10500.0,60.0
13237,1,0,0,0,0,0,8500.0,15.0
13238,1,1,0,0,0,0,2600.0,45.0
13239,1,1,0,0,0,0,2600.0,21.0
13240,1,0,0,0,0,0,8540.0,30.0
13241,1,1,0,1,0,0,11200.0,32.0
13242,1,0,0,0,0,0,5150.0,109.0
13243,1,1,0,1,0,1,9270.0,150.0
13244,1,1,0,1,0,1,5160.0,106.0
13245,1,1,0,0,0,1,5280.0,42.0
13246,1,1,0,1,0,1,3050.0,160.0
13247,1,0,0,0,0,1,6780.0,51.0
13248,1,1,1,1,0,1,4900.0,62.0
13249,1,0,0,0,0,1,5200.0,30.0
13250,1,1,1,1,0,1,16520.0,163.0
13251,1,1,1,1,0,1,7108.0,181.0
13252,1,0,0,0,0,1,2500.0,66.0
13253,1,1,0,0,0,0,2600.0,30.0
13254,1,1,0,1,0,0,7800.0,151.0
13255,1,1,0,0,0,0,3500.0,26.0
13256,1,1,0,1,0,0,10700.0,84.0
13257,1,0,0,0,0,0,5300.0,21.0
13259,1,0,0,0,0,0,1600.0,15.0
13260,1,1,0,1,0,0,4200.0,60.0
13261,1,1,0,0,0,0,2500.0,30.0
13262,1,1,0,0,0,1,8000.0,98.0
13263,1,1,0,0,0,1,3900.0,30.0
13264,1,0,0,0,0,1,4900.0,45.0
13265,1,1,0,0,0,1,7000.0,57.0
13266,1,1,1,1,0,1,8100.0,167.0
13267,1,1,0,0,0,1,11672.0,57.0
13270,1,1,0,1,0,1,7600.0,29.0
13271,1,1,0,1,0,1,5500.0,76.0
13272,1,1,0,0,0,1,6500.0,100.0
13273,1,1,0,0,0,1,4633.0,60.0
13274,1,1,0,1,0,1,6000.0,268.0
13275,1,0,1,1,0,1,10200.0,84.0
13276,1,0,0,0,0,1,2208.0,27.0
13277,1,1,0,1,0,1,19333.0,167.0
13278,1,1,0,0,0,1,8000.0,50.0
13288,1,1,0,0,0,0,3750.0,9.0
13289,1,1,0,0,0,0,3000.0,17.0
13290,1,1,0,0,0,0,2420.0,75.0
13291,1,1,0,1,0,0,14948.0,206.0
13292,1,1,0,0,0,0,4950.0,30.0
13293,1,1,0,1,0,0,10500.0,102.0
13294,1,1,0,1,0,0,25786.0,200.0
13295,1,1,0,0,0,0,3100.0,50.0
13296,1,1,0,0,0,1,3100.0,42.0
13297,1,1,0,0,0,1,2360.0,33.0
13298,1,1,0,1,0,1,5990.0,127.0
13300,1,1,0,0,0,1,4100.0,23.0
13301,1,0,0,0,0,1,7100.0,28.0
13302,1,1,1,1,1,1,4167.0,602.0
13303,1,1,0,0,0,0,14543.0,21.0
13304,1,1,0,0,0,0,14850.0,65.0
13305,1,0,0,0,0,0,3625.0,9.0
13306,1,1,0,0,0,0,2300.0,45.0
13307,1,1,0,1,0,0,5000.0,114.0
13308,1,1,0,0,0,0,2415.0,35.0
13309,1,1,0,0,0,0,1539.0,53.0
13310,1,0,0,0,0,0,382.0,23.0
13312,1,1,1,1,0,0,4500.0,97.0
13313,1,1,0,0,0,0,3000.0,9.0
13314,1,1,0,0,0,0,1500.0,15.0
13315,1,0,0,0,0,0,2800.0,15.0
13317,1,1,0,1,0,0,4000.0,74.0
13323,1,1,1,1,0,0,24200.0,248.0
13324,1,1,0,1,0,0,5000.0,116.0
13325,1,1,0,0,0,0,5000.0,34.0
13327,1,0,0,0,0,0,6200.0,7.0
13329,1,1,0,1,0,0,6000.0,48.0
13330,1,1,0,1,0,0,3000.0,53.0
13333,1,1,0,1,0,0,5000.0,210.0
13336,1,1,0,1,0,0,3500.0,61.0
13340,1,1,0,0,0,0,6200.0,24.0
13346,1,0,0,0,0,0,2650.0,15.0
13347,1,1,0,0,0,0,4550.0,18.0
13348,1,1,0,0,0,0,7483.0,12.0
13351,1,1,1,1,0,0,3600.0,51.0
13353,1,1,0,1,0,0,3750.0,87.0
13354,1,0,0,0,0,0,1050.0,9.0
13355,1,1,0,1,0,0,11446.0,207.0
13356,1,1,0,0,0,0,4050.0,37.0
13357,1,0,0,0,0,0,1717.0,9.0
13358,1,0,0,0,0,0,3050.0,20.0
13360,1,1,0,0,0,0,4167.0,23.0
13361,1,0,0,0,0,0,2000.0,30.0
13362,1,1,0,1,0,0,5917.0,60.0
13363,1,0,0,0,0,0,2508.0,17.0
13364,1,1,0,1,0,0,4116.0,81.0
13365,1,1,0,1,0,0,4500.0,117.0
13366,1,1,0,1,1,0,25000.0,350.0
13367,1,1,0,1,0,0,3700.0,45.0
13368,1,1,0,1,0,1,4416.0,129.0
13369,1,1,1,1,0,1,10616.0,192.0
13370,1,1,0,1,0,1,15000.0,205.0
13371,1,1,0,1,0,1,5300.0,148.0
13372,1,1,1,1,0,1,1000.0,75.0
13373,1,1,0,0,0,1,1200.0,15.0
13374,1,1,0,0,0,1,5800.0,90.0
13375,1,1,0,1,0,1,13000.0,150.0
13376,1,1,0,1,0,1,25300.0,201.0
13389,1,0,0,0,0,1,9500.0,18.0
13390,1,0,0,0,0,1,5000.0,29.0
13391,1,1,0,0,0,1,10000.0,36.0
13392,1,1,0,0,0,1,3300.0,28.0
13393,1,0,0,0,0,1,5000.0,15.0
13395,1,1,0,0,0,1,12000.0,120.0
13405,1,1,0,0,0,0,5500.0,56.0
13406,1,1,0,0,0,0,7550.0,70.0
13407,1,1,0,0,0,0,4500.0,32.0
13411,1,1,0,1,0,0,18000.0,134.0
13420,1,1,0,1,0,1,23000.0,140.0
13423,1,1,0,0,0,1,3100.0,108.0
13424,1,0,0,0,0,1,6800.0,22.0
13425,1,0,0,0,0,1,7000.0,13.0
13426,1,0,0,0,0,1,4300.0,11.0
13427,1,1,0,0,0,1,10400.0,26.0
13428,1,0,0,0,0,1,2550.0,16.0
13429,1,1,0,0,0,0,7000.0,40.0
13430,1,0,0,0,0,0,3300.0,21.0
13431,1,0,0,0,0,0,1800.0,13.0
13435,1,1,0,1,0,0,12100.0,88.0
13436,1,1,0,0,0,0,10300.0,35.0
13437,1,1,0,1,0,0,9000.0,292.0
13438,1,1,0,1,0,0,8000.0,96.0
13439,1,0,0,0,0,0,3900.0,35.0
13440,1,0,0,0,0,0,5500.0,52.0
13441,1,1,0,1,0,0,5750.0,71.0
13442,1,0,0,1,0,0,8876.0,66.0
13443,1,0,0,0,0,0,3300.0,14.0
13444,1,1,0,1,1,0,20500.0,588.0
13445,1,1,0,1,0,1,9000.0,121.0
13446,1,1,0,0,0,1,15114.0,29.0
13447,1,1,0,1,0,1,12300.0,125.0
13448,1,0,0,0,0,1,4500.0,17.0
13449,1,1,0,1,1,0,20700.0,168.0
13450,1,0,0,0,0,0,3300.0,15.0
13452,1,1,1,1,0,0,25500.0,202.0
13453,1,0,0,0,0,0,12500.0,44.0
13454,1,1,0,1,0,0,4000.0,106.0
13467,1,1,0,0,0,0,3333.0,22.0
13468,1,1,0,0,0,0,5950.0,56.0
13471,1,1,0,1,0,0,6800.0,75.0
13473,1,0,0,0,0,0,2000.0,32.0
13485,1,0,0,0,0,0,5490.0,20.0
13486,1,0,0,0,0,0,2750.0,16.0
13492,1,0,0,0,0,0,3220.0,14.0
13498,1,1,0,1,0,1,3500.0,60.0
13499,1,1,0,0,0,1,5100.0,25.0
13500,1,0,0,0,0,1,1800.0,17.0
13501,1,1,0,0,0,1,3500.0,30.0
13502,1,1,0,1,0,1,3150.0,64.0
13510,1,1,0,0,0,0,3727.0,48.0
13513,1,0,0,0,0,0,4092.0,10.0
13521,1,0,0,0,0,0,5150.0,28.0
13523,1,0,0,0,0,1,3000.0,17.0
13525,1,0,0,0,0,1,5000.0,35.0
13528,1,0,0,0,0,1,5500.0,17.0
13529,1,0,0,0,0,1,3500.0,17.0
13530,1,0,0,0,0,0,11240.0,22.0
13532,1,1,0,1,0,0,4700.0,101.0
13533,1,1,0,0,0,0,1600.0,14.0
13534,1,0,0,0,0,0,5200.0,28.0
13535,1,1,0,1,0,0,5500.0,43.0
13537,1,1,0,0,0,0,2150.0,32.0
13538,1,1,0,0,0,0,6200.0,48.0
13539,1,0,0,0,0,0,1550.0,8.0
13540,1,1,0,0,0,0,4650.0,44.0
13541,1,1,0,1,0,0,8428.0,90.0
13542,1,0,0,0,0,0,5275.0,16.0
13544,1,1,0,1,0,0,15792.0,120.0
13545,1,1,0,1,0,0,6800.0,168.0
13546,1,0,0,0,0,0,975.0,14.0
13547,1,0,0,0,0,0,14076.0,65.0
13548,1,1,0,1,0,1,16000.0,39.0
13549,1,1,0,1,0,1,22000.0,330.0
13550,1,1,0,0,0,1,13000.0,29.0
13551,1,1,0,1,0,0,8380.0,47.0
13552,1,1,0,0,0,0,6100.0,34.0
13553,1,0,0,1,0,0,2300.0,34.0
13554,1,1,0,0,0,0,7000.0,36.0
13555,1,1,0,0,0,0,4100.0,28.0
13557,1,1,1,1,0,0,14366.0,188.0
13558,1,1,1,1,0,0,11170.0,94.0
13559,1,1,0,1,0,0,9800.0,70.0
13560,1,1,1,1,0,0,4800.0,68.0
13561,1,0,1,1,0,0,12300.0,54.0
13562,1,1,0,1,0,0,3400.0,54.0
13563,1,1,0,1,0,0,3500.0,81.0
13564,1,1,0,0,0,0,4700.0,28.0
13565,1,1,0,1,0,0,12000.0,161.0
13566,1,1,0,0,0,0,2800.0,20.0
13567,1,1,0,0,0,0,8500.0,42.0
13568,1,1,0,0,0,0,8500.0,28.0
13578,1,0,0,0,0,1,5000.0,29.0
13582,1,0,0,0,0,1,5000.0,34.0
13584,1,0,0,0,0,1,3750.0,22.0
13592,1,0,0,0,0,1,1500.0,8.0
13593,1,1,0,1,0,1,2700.0,234.0
