,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Cooking,e_Refrigeration,Income,Electricity,Water,w,wf
473,473,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,350928.2285129399,165.08443808672925,249.7147533936029,46.72198731501057,0.039027152142209795
474,474,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,211696.05238562962,131.47935784703043,162.31753254487847,46.72198731501057,45.854780335742134
475,475,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,426930.9060151177,182.2871419326598,289.58745506825227,46.72198731501057,21.788041368724517
476,476,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,203656.74202444535,122.96274181010162,156.0706674680451,46.72198731501057,8.108185537467948
477,477,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,209131.2638570499,123.72655911167584,155.78950381785302,46.72198731501057,27.03659631034587
478,478,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,412122.2460212613,184.17950565978302,285.08854379424383,46.72198731501057,0.0
479,479,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,154024.1112946065,103.41805108028612,103.85145007574928,46.72198731501057,32.297630726755195
480,480,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Cooking_no,Refrigeration_yes,80160.46778631737,86.63008417861491,62.22716137390765,46.72198731501057,10.693291220962953
481,481,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_College,Cooking_no,Refrigeration_yes,356772.8338493579,159.9398454286801,251.69328030699143,46.72198731501057,0.0
482,482,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_Elementary_School,Cooking_yes,Refrigeration_yes,86540.0253599368,90.81474708251345,70.68160909649133,46.72198731501057,0.0
483,483,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,152314.9450926999,105.8710014582416,102.62881961124792,46.72198731501057,32.297630726755195
484,484,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,211671.5206007696,127.53114603118144,155.79351121677377,46.72198731501057,33.05996507150919
485,485,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,335988.71893532627,155.6075311870255,222.9247636810129,46.72198731501057,39.44159568293331
486,486,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,405641.21855608345,185.96690216045243,281.2484054490172,46.72198731501057,119.60023551409088
487,487,sex_female,Urbanity_Rural,Size_3,age_26_35,Education_Elementary_School,Cooking_yes,Refrigeration_yes,52297.95485435224,79.52078431757889,33.311548659175905,46.72198731501057,126.2873398772074
488,488,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,390268.5802888516,170.20626824561654,285.85844295685035,46.72198731501057,0.0
489,489,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,418985.01444071904,185.83327278126697,289.3599740831803,46.72198731501057,24.706986680516582
490,490,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,97169.766111437,94.24792255448322,76.42523184903379,46.72198731501057,23.48867157528243
491,491,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,359633.2155497809,166.9988233510959,256.0844764247144,46.72198731501057,129.53384849752823
492,492,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,348609.61016256514,162.9435861802911,240.53756590919684,46.72198731501057,0.039027152142209795
493,493,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,368781.0697394681,169.3606166408848,256.6828069377709,46.72198731501057,0.7465060569572874
494,494,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,189644.80051520863,113.03763861861923,142.46309131651302,46.72198731501057,4.481761320860807
495,495,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Cooking_no,Refrigeration_yes,72810.8772893254,79.70979127878853,57.31552529766539,46.72198731501057,10.693291220962953
496,496,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Cooking_yes,Refrigeration_yes,127791.99040778927,108.91828620061968,100.99388681128248,46.72198731501057,106.9251883922325
497,497,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,83676.84241423226,91.15662938867314,66.39647000867018,46.72198731501057,69.66718974599421
498,498,sex_male,Urbanity_Urban,Size_5,age_19_25,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,210156.16511411837,122.72851899101805,154.55863426114615,46.72198731501057,310.0073756637743
499,499,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,340485.71067399514,150.04409248888174,230.40064083613356,46.72198731501057,22.450091057181645
500,500,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Cooking_yes,Refrigeration_yes,131766.04480398982,101.51008792747605,104.26748743927648,46.72198731501057,38.71383599927154
501,501,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,105121.5393808459,96.91720503931455,82.43091176310917,46.72198731501057,11.413376298349823
502,502,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,Cooking_no,Refrigeration_yes,193583.94930027335,115.10870483621352,148.34583685990518,46.72198731501057,103.07049719134616
503,503,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_High_School,Cooking_yes,Refrigeration_yes,138416.22070923488,106.17735739957806,106.07206567740887,46.72198731501057,0.0
504,504,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,201415.00302886375,125.76446462148016,148.4818969501734,46.72198731501057,0.0
505,505,sex_female,Urbanity_Urban,Size_4,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,366026.8519249432,166.24801502590756,253.59155293051967,46.72198731501057,19.67491682983521
506,506,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,186144.40882169385,114.19748560020888,138.4501385912765,46.72198731501057,21.473265946612475
507,507,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Cooking_yes,Refrigeration_yes,104107.58339273091,89.62679362652464,81.93601559954122,46.72198731501057,0.0
508,508,sex_female,Urbanity_Rural,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,156570.05491495086,104.00535040824091,108.20216537276171,46.72198731501057,29.37868541496313
509,509,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,203082.5154370764,122.50451803012665,153.82406767132048,46.72198731501057,76.31953793042891
510,510,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,409437.87715960294,186.33141883806869,296.91032303535997,46.72198731501057,84.95806416518796
511,511,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,357114.3646283274,168.86882485385598,253.4529935002414,46.72198731501057,88.86830838746198
512,512,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,438023.0358212144,194.16709767455842,301.3971113319077,46.72198731501057,0.0
513,513,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,362657.7175109785,161.87854939925032,260.0254274386621,46.72198731501057,126.61490318573617
514,514,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,199245.78827943027,116.59311833899423,152.52057001286968,46.72198731501057,93.31104255618057
515,515,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,359632.66133148305,167.17161706054588,248.01763846915568,46.72198731501057,3.6654513687493506
516,516,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Cooking_yes,Refrigeration_yes,124696.55138169824,98.58943494766494,94.71871878903923,46.72198731501057,38.71383599927154
517,517,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,35582.29117211237,73.23974660278861,18.727422433417846,46.72198731501057,22.72633723052843
518,518,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,236054.7987806573,129.51541583817712,176.0942362331577,46.72198731501057,0.0
519,519,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,223453.39710938663,124.72099311541012,164.0322577824742,46.72198731501057,30.41102713807806
520,520,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,392437.79548418033,174.7173616558147,274.67406091908964,46.72198731501057,0.0
521,521,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_College,Cooking_no,Refrigeration_yes,355385.94298195466,158.0128820567347,242.20139305785324,46.72198731501057,35.58397652007942
522,522,sex_female,Urbanity_Urban,Size_6,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,224367.94363771434,127.05058826976305,170.95741834752906,46.72198731501057,21.468713065122678
523,523,sex_female,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,209725.59685744497,121.67430089893122,160.2720547359571,46.72198731501057,24.117650998553806
524,524,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Cooking_no,Refrigeration_yes,385751.8672490108,173.73813083826934,266.5322173177888,46.72198731501057,24.7596117399367
525,525,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,208082.95707260421,126.0968476579848,160.37444318814676,46.72198731501057,0.0
526,526,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,87370.98063072137,93.02009197044565,67.05760334383278,46.72198731501057,0.0
527,527,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,411459.47572122,181.32829579276756,286.7384682899576,46.72198731501057,70.88550485122836
528,528,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,377537.82494327385,173.8353020649685,264.8600923933752,46.72198731501057,0.0
529,529,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,359473.3888412914,169.44131661848914,258.25804051247457,46.72198731501057,3.6654513687493506
530,530,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,366534.4668022858,168.17682854698856,264.65930807473984,46.72198731501057,41.41204616702353
531,531,sex_female,Urbanity_Urban,Size_3,age_66_75,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,225547.70269302157,127.94731346696976,168.81902473331718,46.72198731501057,58.33810658959405
532,532,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,204307.505636571,126.27243896961849,149.90147395147142,46.72198731501057,133.9765826662468
533,533,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,361986.73707285844,169.35664393942025,251.7140803168849,46.72198731501057,22.593862141627277
534,534,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,89564.47880965943,90.33418652145636,71.572851313442,46.72198731501057,0.0
535,535,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,75139.91729012941,78.96977228096678,59.02928898583844,46.72198731501057,8.98302713859365
536,536,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,160195.92185151821,97.93932736336123,110.30130620721188,46.72198731501057,107.05435264811535
537,537,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,371743.9380807014,174.94495301501868,266.17602235408174,46.72198731501057,25.69828559099853
538,538,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_High_School,Cooking_yes,Refrigeration_yes,136209.9029120327,102.5369886114344,105.0955598341348,46.72198731501057,6.0085707974948726
539,539,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,363965.1380202916,169.6756264853819,258.1130935629648,46.72198731501057,126.61490318573617
540,540,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,230995.2924855769,130.81265356695005,169.82180496327112,46.72198731501057,13.419522512326392
541,541,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,380039.79783932463,165.13065803254474,264.44985144129254,46.72198731501057,18.72154318359736
542,542,sex_female,Urbanity_Urban,Size_7,age_46_55,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,456219.1005581577,198.79138783747453,318.5220129243341,46.72198731501057,53.35192622562139
543,543,sex_female,Urbanity_Urban,Size_7,age_26_35,Education_Elementary_School,Cooking_yes,Refrigeration_yes,115940.15492136368,95.2133211785103,92.52353367813005,46.72198731501057,63.101746984975584
544,544,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,395453.0288670681,174.54806326132297,281.1358422338003,46.72198731501057,60.18111575968745
545,545,sex_female,Urbanity_Urban,Size_7,age_46_55,Education_College,Cooking_no,Refrigeration_yes,400075.1509695672,166.32260928515302,285.03084910427975,46.72198731501057,73.0449938442243
546,546,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,Cooking_no,Refrigeration_yes,414808.027054175,169.43561043406038,288.67163499396355,46.72198731501057,15.538030542804243
547,547,sex_male,Urbanity_Rural,Size_5,age_26_35,Education_Elementary_School,Cooking_yes,Refrigeration_yes,62661.78350831553,76.25283018888412,39.58757395685314,46.72198731501057,35.38548450082026
548,548,sex_female,Urbanity_Urban,Size_3,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,357268.12108172383,168.66398124648063,252.86295783715283,46.72198731501057,120.59153442457284
549,549,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,187053.14498416602,119.39235836381334,145.31808341801963,46.72198731501057,21.473265946612475
550,550,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,366908.8362957846,157.95401192664195,253.58599863109862,46.72198731501057,28.617230902790595
551,551,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,367313.06737162784,167.66580134173068,254.3304366028297,46.72198731501057,41.41204616702353
552,552,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,216163.42063406765,126.88179262620636,157.4644828243162,46.72198731501057,16.068460445757523
553,553,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,370808.2709035938,175.63919165464134,257.4376045994516,46.72198731501057,25.69828559099853
554,554,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Cooking_no,Refrigeration_yes,109980.3206000604,85.23417898120191,87.08508947825237,46.72198731501057,0.0
555,555,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,79687.47152090416,79.54846466141119,61.99611822159864,46.72198731501057,102.44151776807477
556,556,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,111687.97756058436,99.86429080146769,86.01901288785734,46.72198731501057,0.0
557,557,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,415019.2837786457,185.0938275300897,286.04965920553525,46.72198731501057,70.88550485122836
558,558,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,384776.89314279775,175.46039314778236,255.47230560947148,46.72198731501057,119.45646442964525
559,559,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,411303.05508310546,172.3655451020196,285.66364332938326,46.72198731501057,0.0
560,560,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,Cooking_yes,Refrigeration_yes,104227.45862047424,91.03989883921759,81.810299356141,46.72198731501057,89.08904353150204
561,561,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,353925.9101365396,159.68366524848253,254.65787147490548,46.72198731501057,74.79574907350236
562,562,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,206375.99584275228,118.61275110736031,151.05570051584093,46.72198731501057,116.98507804049514
563,563,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,351921.6974058721,155.480389798464,245.7773839523496,46.72198731501057,12.902905236679054
564,564,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_High_School,Cooking_yes,Refrigeration_yes,111477.66581462335,91.65631145455995,86.56503978907233,46.72198731501057,80.14672945854667
565,565,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,364462.52119801,163.8650885041008,255.22221897223358,46.72198731501057,71.8768037617103
566,566,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,374199.8286128351,175.37662563025043,265.1962323240928,46.72198731501057,0.0
567,567,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Cooking_no,Refrigeration_yes,214453.58551247374,122.79479616015443,158.942430350022,46.72198731501057,39.29328049944083
568,568,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,215436.50916720077,130.44143315331112,162.68031425097425,46.72198731501057,16.068460445757523
569,569,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,190672.47034534844,124.86141869975701,141.4095504119843,46.72198731501057,4.481761320860807
570,570,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_High_School,Cooking_no,Refrigeration_yes,82492.93058685576,76.13864797884345,55.0762575862274,46.72198731501057,98.70472708222199
571,571,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Cooking_no,Refrigeration_yes,351515.81648033217,154.14702161716997,248.5381724710693,46.72198731501057,15.821850548471115
572,572,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,194060.36179931427,119.73618197447477,141.8777823677859,46.72198731501057,1.5628160090687433
573,573,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,86655.0685043298,87.95005219580416,65.87950015273533,46.72198731501057,69.66718974599421
574,574,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,81811.62722497285,91.57426116031723,65.4093176656684,46.72198731501057,69.66718974599421
575,575,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,353411.78817107156,159.4563048562711,252.37907835099773,46.72198731501057,0.0
576,576,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,211026.17337993128,123.48895810732824,160.25313073739943,46.72198731501057,45.854780335742134
577,577,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,214839.87095174048,122.76251891141659,160.9700426847559,46.72198731501057,45.854780335742134
578,578,sex_male,Urbanity_Rural,Size_4,age_76_85,Education_College,Cooking_yes,Refrigeration_yes,349807.15783759987,151.85210135719498,231.20462787338784,46.72198731501057,20.47962855195708
579,579,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,367229.37806562346,159.77076158866234,264.27031808916576,46.72198731501057,41.41204616702353
580,580,sex_male,Urbanity_Urban,Size_3,age_76_85,Education_College,Cooking_yes,Refrigeration_yes,375645.4548484995,167.83767405200928,272.7364336644067,46.72198731501057,110.57188136655199
581,581,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_High_School,Cooking_yes,Refrigeration_yes,116811.24597396006,103.78921642726341,85.20204919868861,46.72198731501057,19.895651973875285
582,582,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,195731.3019058863,123.98429600591216,146.7525711268035,46.72198731501057,96.22998786797262
583,583,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,201145.57245208183,120.69677545747221,147.79246688498344,46.72198731501057,133.9765826662468
584,584,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,213150.5845040739,117.81768421861992,158.5931865908144,46.72198731501057,131.05763735445476
585,585,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,376197.2500794074,174.13446854878222,259.5285450910585,46.72198731501057,56.81431773266751
586,586,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Elementary_School,Cooking_yes,Refrigeration_yes,103165.71265664397,94.02677465173723,81.26202430119874,46.72198731501057,11.020218295093105
587,587,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Cooking_no,Refrigeration_yes,81686.97096180277,84.46885744085867,64.89878602150075,46.72198731501057,99.52257245628272
588,588,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Cooking_yes,Refrigeration_yes,114872.07971288428,93.0030577019661,90.44678252932516,46.72198731501057,72.09753890575038
589,589,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,380834.1960702605,174.45673200416198,263.979835771665,46.72198731501057,35.71304780934903
590,590,sex_male,Urbanity_Rural,Size_1,age_66_75,Education_High_School,Cooking_yes,Refrigeration_yes,82317.64075755808,87.08832895849653,55.519765095582,46.72198731501057,0.0
591,591,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Cooking_yes,Refrigeration_yes,106149.82029960882,92.36265285347362,81.1326399353884,46.72198731501057,0.0
592,592,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Elementary_School,Cooking_yes,Refrigeration_yes,94741.67823001236,91.42572894402376,73.17111051845649,46.72198731501057,23.48867157528243
593,593,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Cooking_no,Refrigeration_yes,83837.11841941612,85.7743895967854,66.42382042934686,46.72198731501057,134.16474380518565
594,594,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_College,Cooking_yes,Refrigeration_yes,353373.98120522796,158.49375954474658,246.46148271567318,46.72198731501057,123.5104797363649
595,595,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Graduate,Cooking_yes,Refrigeration_yes,426195.5753748036,192.4258444854709,295.2606027052128,46.72198731501057,105.71315433771048
596,596,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,379250.07102855935,172.88282592805194,268.3231884025777,46.72198731501057,0.0
597,597,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,375540.0232065796,170.55728498761502,261.2917056473476,46.72198731501057,0.0
598,598,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,352527.34271508147,167.78496952987015,251.43398657513504,46.72198731501057,88.86830838746198
599,599,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,358736.67024609656,163.39489961991876,255.74535968666785,46.72198731501057,74.79574907350236
600,600,sex_male,Urbanity_Rural,Size_6,age_46_55,Education_Elementary_School,Cooking_yes,Refrigeration_yes,83461.89000273516,85.62843620031316,57.57959266080093,46.72198731501057,14.67259379624235
601,601,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,392465.69238151185,179.8474148290576,284.7626760783121,46.72198731501057,60.18111575968745
602,602,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,372212.22156362375,174.92729254859947,271.05282936911004,46.72198731501057,11.625726277038925
603,603,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,375834.10379191756,166.83947352138244,263.5301304425037,46.72198731501057,0.0
604,604,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_High_School,Cooking_yes,Refrigeration_yes,100437.37394311288,89.91279905309034,65.64997998305972,46.72198731501057,19.751880889429653
605,605,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_College,Cooking_no,Refrigeration_yes,347607.2056701614,160.2885954512784,247.24103544237747,46.72198731501057,29.89440986243072
606,606,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Cooking_yes,Refrigeration_yes,357599.27254407725,168.15329954998026,252.9778386642772,46.72198731501057,129.53384849752823
607,607,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,379880.53480064217,180.17519395405597,274.5191634167308,46.72198731501057,0.0
608,608,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,184546.31436624247,115.0346929503121,126.2733397396162,46.72198731501057,26.892825225900243
609,609,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,216908.11066287593,119.70668009409776,161.0121863137149,46.72198731501057,31.851283842086435
610,610,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Cooking_yes,Refrigeration_yes,365431.6832300503,164.45302957617338,261.05885549450386,46.72198731501057,41.41204616702353
611,611,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,221322.674700548,129.64956616609288,163.7139047123787,46.72198731501057,40.15578197806762
612,612,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,224850.86589099275,133.8734610128025,164.65618224955537,46.72198731501057,23.164277352315956
613,613,sex_female,Urbanity_Urban,Size_7,age_56_65,Education_Post_Secondary,Cooking_yes,Refrigeration_yes,252994.53717092122,131.80973551677044,188.20034751768952,46.72198731501057,0.0
614,614,sex_female,Urbanity_Urban,Size_4,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,377671.2650841731,171.47106374797778,272.8388627149781,46.72198731501057,8.706780965246864
615,615,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_College,Cooking_yes,Refrigeration_yes,384169.79632377706,178.38554194242442,272.639863823062,46.72198731501057,0.0
616,616,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Graduate,Cooking_no,Refrigeration_yes,414202.15085487213,185.7110575993856,282.86793751782267,46.72198731501057,141.40642767158312
617,617,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Cooking_yes,Refrigeration_yes,355675.6341237568,154.23857830856974,250.27159982627484,46.72198731501057,74.79574907350236
618,618,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Cooking_no,Refrigeration_yes,202217.7079326688,119.09529818334049,149.0583563461733,46.72198731501057,95.02130663854987
