,Electricity,Income,Water,e_Cooking,e_Refrigeration,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
772,103.9570618250089,167483.85678742954,113.7522802792566,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,772.0,21.0,1,62.06284802236368
773,102.4037256151792,120281.5467791517,91.79329784194813,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,773.0,31.0,1,67.84413370402456
774,81.98761999625923,51070.62442604001,29.918343216698734,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,774.0,1.0,1,135.22965395016277
775,120.29595328626483,207320.1692592381,151.84420351814532,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,775.0,81.0,1,37.767901436824076
776,89.84104501915779,109816.66736947943,83.65346807853635,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,776.0,31.0,1,57.08904353150206
778,123.60421666874409,224528.11816288988,167.6705845183016,Cooking_no,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,778.0,81.0,1,18.019660062604466
779,103.53810458489346,142309.73439713527,111.63244898930807,Cooking_no,Refrigeration_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,779.0,31.0,1,18.88721110038221
780,163.43071252947541,384232.696026656,268.3704685158617,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,780.0,81.0,1,8.50436657992627
782,102.68182808580215,122518.56862737768,94.70148685700106,Cooking_yes,Refrigeration_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,782.0,31.0,1,21.713835999271538
783,165.36012123130726,364862.5350111927,254.0022930403909,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,783.0,81.0,1,34.542343871776566
784,161.0265241500876,369187.6273036903,256.01610403487314,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,784.0,81.0,1,8.617230902790595
785,124.27374832133572,212787.01047001575,157.56970100558237,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,785.0,81.0,1,2.0684604457575233
786,122.26399714290108,212505.13528029725,159.70577579980878,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,786.0,81.0,1,16.05996507150919
787,84.75262739307863,84605.52577484938,66.51849217453123,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,787.0,31.0,1,34.66718974599422
791,166.90004028223763,373139.18739224813,263.7694764466236,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,791.0,81.0,1,4.625726277038925
792,93.41572277367399,106542.0076856158,85.43686940221913,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,792.0,31.0,1,1.5782216377387006
793,89.7878125286287,98332.61769690653,66.48021220386453,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_5,sex_male,Urbanity_Rural,793.0,1.0,1,41.839202421739756
794,101.56553547578473,108943.18710460248,84.31978148625399,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,794.0,31.0,1,11.592983856089196
795,161.54866003499646,344157.60255745833,240.58359227877068,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,795.0,81.0,1,6.030531777893874
796,115.33046277205375,188457.5222713716,138.58400341205734,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,796.0,81.0,1,3.4732659466124787
797,159.2002607948233,347705.6942460129,254.62192897514402,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,797.0,81.0,1,7.821850548471115
798,119.59880700759008,208932.75618583203,157.55795053564634,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,798.0,81.0,1,10.854780335742127
799,100.94011000079536,124735.83986393936,95.02010100872556,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,799.0,31.0,1,67.84413370402456
802,94.102581484301,119575.96434772293,88.26027550459852,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,802.0,31.0,1,63.84413370402456
803,103.92286407510773,132812.46983405956,100.02278359330973,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_4,sex_female,Urbanity_Urban,803.0,31.0,1,4.0085707974948726
804,123.40727833799143,211274.50550191067,160.63059550837963,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,804.0,81.0,1,37.848956125031975
805,136.82623982189898,236999.95813028648,177.2429370672509,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,805.0,81.0,1,22.615354554157733
806,182.20937282786812,396588.4754203108,276.43920961304923,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Urban,806.0,81.0,1,20.18111575968745
807,127.35586061486134,247163.1634153955,185.53998392936558,Cooking_no,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,807.0,81.0,1,2.357430308189879
809,161.05071728668213,361667.1738531345,253.87285239763042,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,809.0,81.0,1,37.533848497528226
810,178.44989832504208,382228.32132456,275.8634708883493,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,810.0,81.0,1,6.721543183597358
812,121.97154439334051,198367.10094658376,150.5182493634688,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,812.0,81.0,1,28.238483242220966
813,159.43603039549464,363132.139666144,252.59997808823255,Cooking_no,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,813.0,81.0,1,8.448274765078253
814,91.47463100505631,85009.46340507365,65.36611848880403,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,814.0,31.0,1,43.66718974599422
815,124.72684492312818,216251.18693094925,161.422844343173,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,815.0,81.0,1,6.851283842086435
817,135.92451532303298,241713.37921300143,179.21440980400428,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,817.0,81.0,1,19.623849928406074
818,137.60413204954892,255335.39108852285,197.3083637986645,Cooking_yes,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,818.0,81.0,1,0.9768784775049557
819,161.88306075704466,362216.7356745174,238.52716041374737,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Rural,819.0,51.0,1,33.005480539830174
820,160.67013957088682,353697.3314805851,239.2325992957569,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Rural,820.0,51.0,1,10.801153123750517
821,166.70311319790775,371354.8686369842,264.6353809386038,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Urban,821.0,81.0,1,5.6896790481857025
823,114.6763216957482,206796.4211972793,157.3841374459881,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,823.0,81.0,1,43.767901436824076
825,96.05905238370802,99612.96410419595,76.67574221625205,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,825.0,31.0,1,13.569726263490367
826,124.34715552267679,216080.43990491654,159.72817161456362,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,826.0,81.0,1,0.0684604457575233
829,76.50887168369741,59073.55252809661,37.87342874665256,Cooking_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,829.0,1.0,1,27.28966759426183
830,176.8614305668021,388610.8451858388,271.60237892882094,Cooking_yes,Refrigeration_yes,age_76_85,Education_College,Size_4,sex_male,Urbanity_Urban,830.0,81.0,1,3.6552637718143632
832,155.0618277611969,339838.4322131661,226.86838427715801,Cooking_yes,Refrigeration_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Rural,832.0,51.0,1,32.63868251281022
833,162.30209365353986,340442.5604446818,234.6574611990817,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_1,sex_male,Urbanity_Urban,833.0,81.0,1,3.007163016730562
834,156.50389785730508,345338.8372054227,236.3455066471408,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,834.0,81.0,1,6.030531777893874
836,166.27372876560082,386998.0689572382,271.4225726013572,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,836.0,81.0,1,3.8025978718052933
839,78.39075180391812,46643.12756415133,28.869147062287865,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_1,sex_male,Urbanity_Rural,839.0,1.0,1,4.734832604776764
840,165.27053999637354,348902.0613657467,244.2922445386073,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_2,sex_female,Urbanity_Urban,840.0,81.0,1,24.844939626298654
841,149.75361412018853,322582.9576722137,209.7083561679388,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,841.0,51.0,1,34.620113853645094
843,152.777410638247,334760.8959535911,232.15563166156682,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Rural,843.0,51.0,1,60.447763340127196
846,125.21538811193749,190571.9379307203,142.80404491063032,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,846.0,81.0,1,29.206619106809285
847,115.33221805241176,206264.31498688835,148.98333419323546,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,847.0,81.0,1,38.9765826662468
848,115.54185657865514,213176.69867123573,159.92894149067092,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,848.0,81.0,1,12.854780335742127
849,127.77421701736506,216703.29970182024,162.68694800781856,Cooking_no,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,849.0,81.0,1,21.71865842027897
850,97.93705082186405,109538.04769128893,85.0945568594424,Cooking_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,850.0,31.0,1,26.76681309336729
851,169.77342800468358,366250.5440984815,261.3718240703375,Cooking_no,Refrigeration_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,851.0,81.0,1,7.529329453286191
852,121.02160162815187,227756.6510121029,165.87911396676742,Cooking_no,Refrigeration_yes,age_66_75,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,852.0,81.0,1,29.120929985922956
853,88.96512406760078,89045.78500134149,68.99741674293628,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,853.0,31.0,1,68.40528917002004
854,157.37904484577163,340053.0670837793,228.88857960825686,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,854.0,51.0,1,11.450091057181645
855,134.92451466913286,217141.91420574288,158.15613239693494,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,855.0,81.0,1,5.068460445757523
856,113.37812977335504,192295.1422263969,145.8973462559488,Cooking_no,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,856.0,81.0,1,43.012811264301504
858,97.53988961859899,122365.33511016626,96.74532701385996,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,858.0,31.0,1,16.919020735038604
859,164.54613049433058,370760.920586531,250.7500616956424,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,859.0,81.0,1,3.6257262770389254
860,175.9637545591925,415220.50311943935,294.3920498627673,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,860.0,81.0,1,30.63209964950255
861,122.19140353678446,206950.70832238227,152.95207251076445,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,861.0,81.0,1,2.1081855374679463
862,165.7449297795332,362570.14252800646,257.2647190454589,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,862.0,81.0,1,38.542343871776566
863,101.76757666877742,131463.04897130493,102.277053776118,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,863.0,31.0,1,57.90309349669536
864,118.06809112701693,209719.27295928728,145.72324819647815,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_8,sex_female,Urbanity_Rural,864.0,51.0,1,44.37131108702444
865,126.032678162367,219989.02441879566,165.45042652019941,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,865.0,81.0,1,7.068460445757523
866,100.8845818913756,113405.32037420756,87.81788067285021,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,866.0,31.0,1,78.83563832977622
867,89.5027750048258,92929.41986668768,70.30493817932181,Cooking_yes,Refrigeration_yes,age_26_35,Education_High_School,Size_1,sex_male,Urbanity_Urban,867.0,31.0,1,5.308952848978567
868,72.77908527086589,65488.379926777685,41.130713514692935,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_1,sex_male,Urbanity_Rural,868.0,1.0,1,25.1566863902846
871,171.62302753534374,368830.7757521059,264.9935322641639,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,871.0,81.0,1,5.625726277038925
872,164.83714587733186,360853.66772052,253.04648879671558,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,872.0,81.0,1,34.542343871776566
873,169.44002090267622,373153.95312302944,264.4767343847626,Cooking_yes,Refrigeration_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,873.0,81.0,1,15.814317732667504
874,88.2781027375647,91735.3032870862,61.43942823430333,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Rural,874.0,1.0,1,119.66849848416729
875,179.82277813615485,419525.27357635257,293.7190671789184,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,875.0,81.0,1,44.41492304583143
876,165.6060111894621,372002.690581667,257.97532569732283,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,876.0,81.0,1,6.625726277038925
877,161.73563120106982,345378.46080271044,244.65702089502307,Cooking_no,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_female,Urbanity_Urban,877.0,81.0,1,8.89440986243072
879,187.31811896622972,429258.30531897314,303.0695605869031,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_4,sex_female,Urbanity_Urban,879.0,81.0,1,5.5793601393017624
883,140.88179295288043,316225.3377061351,207.33708827708665,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Rural,883.0,51.0,1,37.61161847939677
884,172.591335168531,384992.9369415224,270.3022211198795,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,884.0,81.0,1,8.968292969359464
885,146.38080386854745,348543.0276840467,237.41586478385508,Cooking_no,Refrigeration_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Rural,885.0,51.0,1,32.57548114583109
886,112.34100864810145,126669.50361141535,100.22104212671736,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,886.0,31.0,1,5.927516109286934
887,137.16683075302691,254569.67700702546,189.0215489355447,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_9,sex_female,Urbanity_Urban,887.0,81.0,1,21.83837111701075
888,98.36479052544131,97980.9178285174,75.58799807084598,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,888.0,31.0,1,67.49483923247635
889,110.6279292119952,172110.0830420157,116.34994567723862,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,889.0,21.0,1,104.80094744638953
890,167.56985154507672,356555.27059950423,253.0350892519774,Cooking_yes,Refrigeration_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,890.0,81.0,1,32.5104797363649
891,107.44419118793543,181237.27594734106,123.83418724891148,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,891.0,51.0,1,23.67914511588485
892,167.53912855563732,359474.7294412485,247.3262186452324,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,892.0,81.0,1,36.533848497528226
893,106.94800669002144,147966.37571079313,99.46858869682646,Cooking_no,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,893.0,21.0,1,30.057085361920784
894,88.22382485094731,100343.08400460027,77.76088811728087,Cooking_no,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,894.0,31.0,1,18.35254965981928
896,82.77119820173588,93748.51912696467,63.56049668435153,Cooking_no,Refrigeration_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Rural,896.0,1.0,1,35.534704285758565
898,164.10990708012503,348375.5347481218,243.0721938355984,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,898.0,81.0,1,0.0390271521422098
899,124.43711325978184,194617.7924170688,147.14446006039944,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,899.0,81.0,1,24.229987867972625
900,169.5184130487721,400421.35437113576,281.7392374443374,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_1,sex_male,Urbanity_Urban,900.0,81.0,1,4.911606326197104
904,122.46041238954464,224688.839741682,167.93394045459388,Cooking_no,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,904.0,81.0,1,13.947100748644857
905,120.10795776849574,196075.2065039345,144.91647983402206,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,905.0,81.0,1,1.481761320860807
906,155.2791259609589,348705.6687267173,247.49705075512313,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,906.0,81.0,1,0.0390271521422098
908,144.10941671924115,313593.37365770765,205.22345699709905,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Rural,908.0,51.0,1,5.863391932284927
909,78.26876422750425,71386.6467247137,45.634945489651535,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Rural,909.0,1.0,1,8.165181764532939
910,152.72232341568062,349761.638770524,250.77833173963,Cooking_no,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,910.0,81.0,1,3.821850548471115
912,165.74254419442872,355623.48055260075,240.44817173614132,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_6,sex_female,Urbanity_Rural,912.0,51.0,1,13.873712437710125
913,123.10454922455284,229375.9806799594,172.10194625110404,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,913.0,81.0,1,2.4195225123263935
914,129.28821244916938,221003.40784969344,165.15959465851097,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,914.0,81.0,1,1.1495151339654637
915,100.94925111461416,127466.74158136026,95.64316721636129,Cooking_yes,Refrigeration_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,915.0,31.0,1,26.713835999271538
917,153.52027952575648,350224.04442906816,232.31841216918386,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Rural,917.0,51.0,1,9.626962651948013
919,165.22836150328968,354495.87503508216,250.77141383024914,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,919.0,81.0,1,33.86830838746198
920,164.51173392721358,359006.36725766445,248.09927266811684,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,920.0,81.0,1,20.795749073502364
922,93.59507628531591,119599.85065266992,81.21661908039985,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_7,sex_male,Urbanity_Rural,922.0,1.0,1,67.3072703720782
924,165.9988294446451,345704.56394824013,245.7812143174322,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,924.0,81.0,1,6.030531777893874
925,89.81306476669359,103725.61812702146,78.93797039318034,Cooking_yes,Refrigeration_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,925.0,31.0,1,19.364541527723304
927,99.60018489104573,159246.18188967087,104.93417533288748,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Rural,927.0,21.0,1,13.306126101003525
928,183.30880725725305,410910.57501093415,293.0209356814155,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,928.0,81.0,1,18.88550485122836
930,79.29835551331497,99658.8202216418,79.51208918372168,Cooking_no,Refrigeration_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,930.0,31.0,1,29.147364924052212
931,167.7383756304795,357671.1606711528,253.60402070040112,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,931.0,81.0,1,18.795749073502364
932,106.85838514641665,183071.38288557684,126.05411202030615,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,932.0,51.0,1,19.760199804092785
933,179.6308195897336,409120.8107331193,282.0375462986711,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,933.0,81.0,1,39.60023551409088
934,164.23105508513328,350041.73431945144,244.5669415586288,Cooking_yes,Refrigeration_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,934.0,81.0,1,33.78725369925405
935,149.7067631773992,320335.4408720379,214.64802569895699,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_1,sex_female,Urbanity_Rural,935.0,51.0,1,3.9444466204928634
938,100.06425548410135,181582.095277394,136.11297218505177,Cooking_no,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,938.0,81.0,1,8.232720581778057
941,89.8778968552281,104478.0708716755,80.95702645538503,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_1,sex_female,Urbanity_Urban,941.0,31.0,1,6.413376298349824
943,109.94683462229878,183243.1297875261,126.49275810409935,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,943.0,51.0,1,10.973879914108181
945,88.06268465519733,100676.3977133042,79.27986161057426,Cooking_yes,Refrigeration_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,945.0,31.0,1,34.68575840515936
1,69.66573594073341,224800.12379079056,121.61600384475268,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,,,21,21.0
2,71.70032817829733,226722.94569389624,117.46725155440696,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,,,22,22.0
3,73.38180674199164,249334.250125716,129.50053449512285,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_8,sex_male,Urbanity_Urban,,,69,69.0
5,68.7553679925914,236409.5998703587,128.43286108684646,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_6,sex_female,Urbanity_Urban,,,10,10.0
6,61.37652081663934,159023.64272415303,88.09370420279429,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_8,sex_male,Urbanity_Urban,,,32,32.0
7,71.01088180813105,230364.3012381361,123.46916205566767,Cooking_yes,Refrigeration_yes,age_26_35,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,,,49,49.0
8,73.62812938286717,246551.8492200569,132.7485133173375,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,,,42,42.0
9,59.962734135415865,137869.10732552106,74.81867401159305,Cooking_yes,Refrigeration_yes,age_36_45,Education_Elementary_School,Size_9,sex_male,Urbanity_Urban,,,29,29.0
10,53.21059996768981,118102.05247131787,67.32000145725789,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,,,31,31.0
11,66.01740730559686,204389.97594487094,112.01959868793391,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,61,61.0
12,65.29335913176767,204894.0440038858,108.00672743161756,Cooking_yes,Refrigeration_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,5,5.0
13,52.17600260867457,106387.36973906713,57.327577835294605,Cooking_yes,Refrigeration_yes,age_36_45,Education_High_School,Size_1,sex_female,Urbanity_Urban,,,2,2.0
15,65.99127664441666,194021.33959187046,102.02971927553935,Cooking_yes,Refrigeration_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,,,13,13.0
16,65.05285423012134,196686.14251142187,103.72682705217461,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,3,3.0
20,95.4419489378253,405178.24516984256,188.09064986845058,Cooking_yes,Refrigeration_yes,age_46_55,Education_Post_Graduate,Size_6,sex_male,Urbanity_Rural,,,9,9.0
21,53.48555326022663,135424.84437037105,73.92977098481079,Cooking_yes,Refrigeration_yes,age_46_55,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,,,28,28.0
22,54.596020548625155,150178.58659572233,85.2682903623408,Cooking_yes,Refrigeration_yes,age_46_55,Education_High_School,Size_6,sex_male,Urbanity_Urban,,,2,2.0
23,48.501363854772336,104339.06817569981,58.418292015559445,Cooking_yes,Refrigeration_yes,age_26_35,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,,,7,7.0
26,94.34600983998483,374343.07150870893,192.04957688559054,Cooking_yes,Refrigeration_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,,,26,26.0
27,86.31257342472435,369374.3540248053,183.89733341716368,Cooking_yes,Refrigeration_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,,,75,75.0
