,Electricity,Income,Water,e_Cooking,e_Lighting,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
929,95.85841039630381,127551.61789289533,97.69211148174898,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,929.0,31.0,1,5.007061941426621
930,100.07099567817512,114603.05466241276,86.5192231791583,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Elementary_School,Size_7,sex_female,Urbanity_Urban,930.0,31.0,1,31.403928156819703
931,94.66758355316864,108445.3689111734,85.47317081714337,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Urban,931.0,31.0,1,14.088187400608941
934,90.63143260332407,114474.60994018365,90.70629853534793,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,934.0,31.0,1,37.85788871516093
935,98.3606385651412,123317.973797217,93.8564676082807,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_8,sex_male,Urbanity_Urban,935.0,31.0,1,29.878024130571248
937,170.58891631522,362268.2617754768,253.1034364764837,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Urban,937.0,81.0,1,14.017317141669182
938,124.28859953420485,208157.3570756956,155.03352390435438,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,938.0,81.0,1,4.743996230860844
939,174.78422300330556,413276.6921818853,289.56869108064336,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,939.0,81.0,1,40.11653083820602
940,97.01392936322338,126547.43097672214,101.2981388893065,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Urban,940.0,31.0,1,3.749304790164241
942,123.48262026854214,205348.7455992541,149.6969635653966,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,942.0,81.0,1,10.020404493793052
943,154.09407685767303,329283.405671769,219.30340314054604,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Rural,943.0,51.0,1,5.169336424463719
944,120.33786425672766,211932.7337668913,157.1023859894199,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,944.0,81.0,1,4.944557223295089
945,120.18398438511818,209809.2540169005,156.39472666084728,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,945.0,81.0,1,7.944557223295089
946,118.38675539058924,205777.19369618487,151.56764513097446,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,946.0,81.0,1,8.944557223295089
947,152.5216766136375,327602.3725488726,219.70105512935424,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,947.0,51.0,1,16.517963629109698
948,137.2894679992765,323547.55953110417,220.67195539964612,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Rural,948.0,51.0,1,21.962633832064874
949,179.45652724312905,412744.1093779651,285.55742786531584,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,949.0,81.0,1,12.676058391685096
950,118.69307933846143,210088.5184175948,155.62606927609042,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,950.0,81.0,1,17.82386706041933
951,93.33813838237688,130201.92082163384,99.87903518536501,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,951.0,31.0,1,15.207622933860701
952,116.62178802243444,213424.70476195985,160.3389074249349,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,952.0,81.0,1,8.241100901637282
953,70.15790664780432,55290.35303065591,34.240736929032515,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,953.0,1.0,1,37.255516695697644
954,89.80121198327178,107032.83197807825,81.65284740937456,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,954.0,31.0,1,10.827856151270879
3,57.740451473513374,164446.9776657181,86.32518067937154,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,,,30,30.0
4,91.60194093784735,363100.99827432376,194.86158966165604,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,20,20.0
5,51.43532189411096,97420.73389780047,47.616910246856904,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Rural,,,1,1.0
7,46.74230999724182,90682.00451465373,51.367837630543356,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,,,13,13.0
8,67.65551238469915,196257.11021914336,114.43927581722548,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,84,84.0
9,61.58276801221735,200126.54950454488,110.24740074025699,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,95,95.0
10,94.43968460854913,377751.6183940527,193.9500373517793,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,,,5,5.0
11,96.66691045001771,373083.2354426977,190.7814124619479,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,,,7,7.0
12,64.48804182635268,207407.6517394254,116.03489559534239,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,17,17.0
13,92.74503594366399,353546.37413840217,181.79988757934242,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,30,30.0
14,91.91662955247732,375311.42986745626,197.63521759640733,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_female,Urbanity_Urban,,,8,8.0
15,101.79100096188112,373029.55175620725,201.4361671934507,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Urban,,,4,4.0
16,97.93892073301227,382865.447516688,196.6991139020437,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_7,sex_male,Urbanity_Urban,,,27,27.0
18,63.93545989140094,196683.83644622352,108.45706482980243,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,87,87.0
19,62.833394852047675,204913.9549725739,108.1477049898775,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,27,27.0
24,100.82644231287846,391584.3884412049,207.32575252241259,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_7,sex_female,Urbanity_Urban,,,23,23.0
26,93.71942731486058,363499.57385054854,186.31200345548297,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,11,11.0
27,95.23547103782938,354018.2970632485,189.02764749129165,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,23,23.0
28,56.70214839275846,101887.42626272928,59.2156395267984,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,,,4,4.0
29,79.21238335841507,238330.52825674298,135.64735026218528,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,,,19,19.0
30,62.446294441009094,162913.22313551896,93.8087360631669,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_8,sex_female,Urbanity_Urban,,,4,4.0
31,97.77960930207796,420769.8640836767,222.41166705150616,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_10,sex_female,Urbanity_Urban,,,270,270.0
33,96.43382981848183,362272.7173868958,189.4921657734524,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,,,38,38.0
34,105.47462528252125,411645.98771600006,211.24999259254503,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,29,29.0
36,62.39605274468204,182482.11491840886,96.96607807626569,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,,,16,16.0
37,52.83589578109072,83391.16428246122,47.02833921073187,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,42,42.0
38,72.99000205001097,194651.39106956398,109.21365224429887,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,19,19.0
39,73.35106353666647,207001.97778280155,118.06322551240272,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,13,13.0
40,91.48210498792025,362711.1287191234,189.5433704422006,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,,,16,16.0
41,98.34274433368198,408680.1104444511,209.95866030308457,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,,,90,90.0
42,72.22861202174182,218537.16950216566,122.34681238669812,Cooking_yes,Lighting_yes,TV_yes,age_76_85,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,29,29.0
43,86.00341439708224,344731.4659773489,179.63642389570205,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,91,91.0
44,47.5709159704953,101167.85912437928,58.33853322137009,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,,,53,53.0
45,65.46096914558709,181860.3127339895,99.13363689669218,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,105,105.0
46,75.1225923500798,237454.96113767585,128.43609737582466,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_8,sex_male,Urbanity_Urban,,,25,25.0
47,68.5731026640511,216203.2132226669,120.46004230867553,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,,,9,9.0
49,91.16049217782727,391493.32273643615,189.33971854400565,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_4,sex_female,Urbanity_Rural,,,13,13.0
50,91.63954960921689,364543.118185688,186.3454545912363,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,,,14,14.0
51,73.49314458127526,214178.9582983423,116.66920418014556,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,,,12,12.0
52,66.1892392686147,204656.53304955177,113.83065444952466,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,22,22.0
56,67.6035664661649,190196.3619968612,104.52215180149409,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,91,91.0
57,69.7612439438394,195163.4258039748,107.74868886906357,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,84,84.0
58,55.633939213642606,125037.53822888895,72.47380801613522,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,2,2.0
59,97.12334725794432,357279.05413968174,187.01406959591054,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,,,15,15.0
60,97.04845622779777,364692.0370930329,192.9642915732291,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,,,11,11.0
61,50.73908759432718,115908.59889658644,68.49976181103611,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,34,34.0
62,102.69713477508975,404884.34826653573,219.31014878746913,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_9,sex_male,Urbanity_Urban,,,12,12.0
64,48.1804014746362,84940.01701390653,49.03464696536353,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,39,39.0
65,55.97400796143291,114464.06289436,66.226804146323,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,33,33.0
66,51.16699724095551,82296.52845898527,48.5693517924409,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,,,41,41.0
67,49.56575018744605,87288.64647838398,51.260001894299606,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,5,5.0
69,96.9668399605714,371956.73700819456,175.81792821218264,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_male,Urbanity_Rural,,,69,69.0
70,64.93413236742956,204972.41784508066,114.26460903009662,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,14,14.0
71,58.30809604417669,119768.59845226276,68.50997635961993,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,35,35.0
72,92.73704368224996,360001.2214966153,190.9273245729287,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,,,57,57.0
75,104.28338341675176,422284.8292530027,221.5123974287648,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_10,sex_male,Urbanity_Urban,,,291,291.0
76,71.9473156878224,227948.47906350862,122.28626453193819,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,,,1,1.0
77,92.65068834492662,377866.0282787336,201.49104518350632,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_6,sex_male,Urbanity_Urban,,,13,13.0
78,55.323442847561786,100916.47702040443,59.1057897833085,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,,,6,6.0
79,60.18518370413493,165481.7177856146,81.90602969093085,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,,,24,24.0
80,53.54981272185833,109396.94925382774,64.77708474025253,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,56,56.0
81,61.88192219720477,199594.70263297204,105.08334578577883,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,73,73.0
82,66.36353127134187,194196.44511803574,109.30108995585326,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,89,89.0
86,51.05405700619569,134551.6264538749,78.01571367017247,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,,,3,3.0
87,72.17764766203322,215146.6965900636,118.0216949281269,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,,,18,18.0
89,90.07615873809078,358140.9359440697,189.80656327720234,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,87,87.0
90,51.45670019590019,115855.67383213135,66.11074874526852,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,11,11.0
91,91.72504462570868,378708.59066782455,201.11343886687067,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,,,10,10.0
92,58.486869459344845,145602.36059817663,81.04890281206973,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_7,sex_male,Urbanity_Urban,,,13,13.0
93,54.93195127770204,100540.87785556946,58.07356421328274,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,,,6,6.0
94,55.978062528260246,104271.9383634874,58.672443867516165,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,45,45.0
95,57.98899371571996,113140.70400787535,66.66699481961709,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,52,52.0
96,93.04488768210179,345796.6967470306,178.82180214873185,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,93,93.0
97,55.599538675899815,91631.02467910768,54.14295544834388,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,,,2,2.0
98,91.15833128475225,336819.5415543437,169.00042919169343,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Rural,,,21,21.0
99,90.23889115959369,369033.3801511536,194.4389509721987,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,,,12,12.0
100,52.5923219235264,123316.34713034742,71.40066740470083,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,9,9.0
101,66.29711071725302,176695.3759750837,89.47154324232424,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,,,2,2.0
102,49.40295196317124,81908.69496871001,47.779434989346335,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,16,16.0
103,85.07020686169504,318504.37238561537,159.17274744010717,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Rural,,,59,59.0
104,52.75348846150405,111628.80365168802,62.285369137887564,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,19,19.0
105,68.0311808609107,196999.18276907507,108.95137966774725,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,21,21.0
106,89.15627049700082,369222.23227994354,190.98659459970438,Cooking_no,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,,,27,27.0
107,55.06717137003545,114881.78094155175,66.23224040919939,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,6,6.0
109,58.86327416750655,127002.16066735385,73.6126630659153,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,13,13.0
110,87.168391249645,334919.0623323719,172.2486081250678,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Rural,,,25,25.0
111,66.23910121592195,182544.75515183198,94.54357843650037,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_female,Urbanity_Rural,,,4,4.0
112,66.56175118344726,183457.50350995487,101.61022314519512,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,91,91.0
113,73.60795942040562,194329.0766162507,108.41299396360895,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,85,85.0
114,97.98259390529367,351750.60338280303,183.0785989560331,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,,,16,16.0
115,55.913511312530076,111908.45644201842,65.12264473707252,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_male,Urbanity_Urban,,,12,12.0
116,42.4180345944078,53291.084843893084,25.865677438352556,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Rural,,,2,2.0
117,86.97490906807286,318008.5610216936,153.97104191680089,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Rural,,,74,74.0
120,57.738958903668525,165505.3788206811,82.45749968003733,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,,,25,25.0
121,102.32785918899555,428542.0662098989,214.19265473636088,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_6,sex_male,Urbanity_Urban,,,17,17.0
122,55.06689728711616,103600.84400163898,58.32614479045023,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_male,Urbanity_Urban,,,5,5.0
123,51.82198276923351,113624.72853803502,63.20705554077333,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,47,47.0
124,69.81200677290464,199078.21217950215,108.88578522092666,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,78,78.0
125,91.9838916940587,357286.9732682715,184.6850471669115,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,,,94,94.0
126,52.302195638844,132485.94468387257,77.95919501711616,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_female,Urbanity_Urban,,,3,3.0
127,65.74064763688597,210007.23427885206,116.17379020476164,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,,,7,7.0
129,84.64631657973466,327172.68172198354,163.1425655138776,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Rural,,,13,13.0
130,68.06957037435163,195565.03134126327,109.17187364502765,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,83,83.0
134,63.37953103126665,196355.9698515557,106.65483272745614,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,82,82.0
136,48.81326588212748,93415.50310238288,54.75951189639427,Cooking_no,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,,,10,10.0
137,59.329349402442695,164036.78081049313,85.58861373517944,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,,,12,12.0
138,41.41144484411001,50937.393625646895,22.64726689770142,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Rural,,,1,1.0
139,85.48731913726054,334618.7337746812,165.65196441732525,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Rural,,,1,1.0
140,97.06585488980856,397706.7900738214,199.8395684956497,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_5,sex_female,Urbanity_Rural,,,2,2.0
141,94.91385889783182,371754.9352785713,195.04223468370344,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,,,5,5.0
147,64.94130389912596,179094.38236712274,91.72051214367511,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,,,4,4.0
148,97.43936189363546,350300.5879018951,181.91441217280646,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,,,94,94.0
149,74.38224899170658,211203.09375976198,113.5955643984949,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,5,5.0
150,98.69621920481495,371049.9620191458,190.754088471901,Cooking_yes,Lighting_yes,TV_yes,age_66_75,Education_College,Size_3,sex_male,Urbanity_Urban,,,29,29.0
151,67.25171689964571,194405.36167437874,108.23672831180694,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,86,86.0
152,68.85501733498626,194953.41097028472,108.91897690518391,Cooking_yes,Lighting_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,82,82.0
153,68.49733996248625,204621.2086289805,116.30130620832601,Cooking_no,Lighting_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,,,26,26.0
154,63.227677736130374,191548.19469619953,103.87203562987165,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,94,94.0
155,55.6955730439737,118212.34705177734,65.78260806088083,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_2,sex_female,Urbanity_Urban,,,5,5.0
156,52.10216793472617,113550.55395069008,65.65216956337358,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,47,47.0
157,94.90666057445227,360917.6669305464,187.04919642632717,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,8,8.0
158,62.275755544613965,169219.75652416292,89.81262163488002,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,,,20,20.0
160,54.263930377225144,123837.72123989815,65.10474895997457,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_High_School,Size_8,sex_male,Urbanity_Rural,,,1,1.0
161,51.8192957260437,83776.71709160133,48.733222378630636,Cooking_yes,Lighting_yes,TV_yes,age_26_35,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,,,6,6.0
162,68.47792269192831,210542.5506403746,119.98858964966126,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,14,14.0
163,92.8544792751941,386338.0425257639,194.89593483790904,Cooking_no,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_female,Urbanity_Rural,,,17,17.0
166,101.6930404937623,413166.4549134568,212.79689262209286,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,,,19,19.0
167,53.29377932161154,121951.52867189805,71.16859842716777,Cooking_yes,Lighting_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,1,1.0
168,69.09518232166992,206575.30066680678,116.56594889299481,Cooking_no,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,79,79.0
169,64.79986500615111,198856.0240289955,110.70619487141265,Cooking_yes,Lighting_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,78,78.0
