,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_TV,e_Cooking,e_Refrigeration,Income,Electricity,Water,w,wf
475,475,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,200913.09429623524,120.00074627972519,149.10240913665547,47.021989528795814,68.64211784388634
476,476,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,106655.31157510752,97.66065457676712,84.38527906537479,47.021989528795814,19.024212907951224
477,477,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,219404.32040481738,128.36339966071534,163.82089234332662,47.021989528795814,30.713731706109606
478,478,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,144893.31967707313,98.63572150975095,114.03819970724042,47.021989528795814,30.63592954380981
479,479,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,139049.91384420407,104.56002923838902,105.52017661079584,47.021989528795814,0.0
480,480,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,112834.2302648522,92.6151479632043,86.31346576355253,47.021989528795814,79.9962484550951
481,481,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,70700.34829347256,85.24899412244889,46.24042605991328,47.021989528795814,0.0
482,482,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,198764.81546980038,123.48148414223944,151.6800848161846,47.021989528795814,129.73604998405318
483,483,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,389815.1122532757,171.35052001960287,275.87629273465234,47.021989528795814,0.0
484,484,sex_male,Urbanity_Urban,Size_4,age_19_25,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,115338.03913593992,92.98077633986358,87.52096801990996,47.021989528795814,97.71735706274144
485,485,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,229993.15844576442,125.26320960761056,174.61442977500587,47.021989528795814,0.0
486,486,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,117350.6110682669,99.01635210853128,89.14678460046169,47.021989528795814,79.9962484550951
487,487,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,143405.69417120778,97.87534167161058,111.49533767464224,47.021989528795814,0.0
488,488,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,89358.30425471613,89.58322074979495,69.84042566642034,47.021989528795814,71.27691864662633
489,489,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,113125.47382484715,98.86857189075305,89.707294752859,47.021989528795814,0.0
490,490,sex_female,Urbanity_Urban,Size_1,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,187590.9044889524,118.92730399946024,140.72047798291072,47.021989528795814,8.466824768493153
491,491,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,208209.16462570077,125.94376798716364,155.09378212090368,47.021989528795814,21.847535607926027
492,492,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,130354.33820925215,103.32591594156368,98.75495144870493,47.021989528795814,26.148722904117832
493,493,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,376210.48170001095,177.85459200643402,265.09261638329536,47.021989528795814,0.0
494,494,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,208092.37921116766,122.34545530110016,155.71740531628484,47.021989528795814,126.84552129104422
495,495,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,321745.15362466354,147.532127668792,215.37629636538517,47.021989528795814,70.94405447550221
496,496,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,92464.20309607717,83.06793135128433,72.49306504738105,47.021989528795814,71.27691864662633
497,497,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,205137.45227081515,121.72699633795987,159.03861530186134,47.021989528795814,66.54833162262807
498,498,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,405183.19901191,171.46443293117156,280.7249275992072,47.021989528795814,93.10114795961746
499,499,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,102625.14407900133,90.33262809510154,78.69966884663194,47.021989528795814,19.024212907951224
500,500,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,371930.75570722896,167.52357279224918,258.4385063865896,47.021989528795814,21.572474735033712
501,501,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,87818.78751166639,84.8260227064459,58.71659797076345,47.021989528795814,138.68286318550292
502,502,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,360859.6023679924,153.37282553573925,250.2785369563853,47.021989528795814,0.0
503,503,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,128206.43512172234,103.8474764797406,98.0157934597565,47.021989528795814,37.905447695310365
504,504,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,197393.44873794878,119.32791595507805,147.4446035259397,47.021989528795814,129.73604998405318
505,505,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,209845.46671432318,128.52255132402172,154.51032672793355,47.021989528795814,126.84552129104422
506,506,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,210384.94108029647,125.50425517650005,157.47977963107587,47.021989528795814,126.84552129104422
507,507,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,92414.29147457707,91.2868735411587,71.46828946205034,47.021989528795814,131.57410831504248
508,508,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,339528.716577347,154.25251430160841,228.21344549634418,47.021989528795814,39.7948847188991
509,509,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,365339.8072280008,171.1778989239912,254.2029816182513,47.021989528795814,128.66424663941018
510,510,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,175966.01474791052,111.1804965283137,121.56155720420715,47.021989528795814,127.32873257429415
511,511,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,350699.7509127323,164.21143091684704,245.4137485683914,47.021989528795814,77.51378650726927
512,512,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,81255.0247147165,89.99085294723835,67.04089134899684,47.021989528795814,78.3298619616433
513,513,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,360909.5463546217,166.1869332976837,261.56447532470884,47.021989528795814,68.36705697099403
514,514,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,186213.4209727541,120.11586710955187,139.63303856280592,47.021989528795814,14.723025611759441
515,515,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,201097.51791232184,117.41599160769974,151.16115436892235,47.021989528795814,68.64211784388634
516,516,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,433029.24508020026,172.17782033211742,292.06897444208806,47.021989528795814,0.0
517,517,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,373205.6260722103,177.92244708880338,267.81987041679037,47.021989528795814,16.613317641275003
518,518,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,66426.19028945935,80.57035276333214,41.725106509273246,47.021989528795814,20.006390600157232
519,519,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,212549.29885647589,123.90553035304916,157.24117950553395,47.021989528795814,21.847535607926027
520,520,sex_female,Urbanity_Urban,Size_6,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,398506.36654883204,169.71495822114417,292.2389332616521,47.021989528795814,0.0
521,521,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,381219.1724077447,170.5270119831142,272.3360664590944,47.021989528795814,21.100524280966983
522,522,sex_male,Urbanity_Urban,Size_9,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,414707.35501617275,184.70100126765237,295.02507257474116,47.021989528795814,7.038462193737242
523,523,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,382587.5864763609,171.17179349354748,267.2216252880875,47.021989528795814,21.100524280966983
524,524,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,367272.82776787115,171.52223703899426,252.86279772769402,47.021989528795814,23.66626095629199
525,525,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,394086.6568366368,175.13106033324715,282.7541789742513,47.021989528795814,0.0
526,526,sex_male,Urbanity_Urban,Size_4,age_19_25,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,84852.72209698675,88.04596544412479,65.46735271710274,47.021989528795814,91.09181347553094
527,527,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,441070.9976018455,182.09327692112822,306.63099793969,47.021989528795814,0.0
528,528,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,206405.62270920907,127.38701932615207,154.0855735871121,47.021989528795814,0.0
529,529,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,189614.9407605241,117.44399425960164,133.63399853460396,47.021989528795814,0.0
530,530,sex_male,Urbanity_Rural,Size_10,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,226810.20176877844,124.22907736736315,153.6797336103829,47.021989528795814,27.999999403621384
531,531,sex_male,Urbanity_Urban,Size_9,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,466531.828729744,188.65359739287743,320.30552874731836,47.021989528795814,109.88461062858819
532,532,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,145387.69453725748,105.85570219229223,109.62263309158536,47.021989528795814,23.58298622879282
533,533,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,204787.9097674337,118.63362768969722,152.30675795958138,47.021989528795814,133.89846460606122
534,534,sex_male,Urbanity_Urban,Size_5,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,217819.1275864991,123.30800431025101,165.10537897642678,47.021989528795814,26.551317084101605
535,535,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,219594.20100522737,121.19912582484541,164.9533514716179,47.021989528795814,23.660788391092623
536,536,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,372431.7768834647,167.61483275655903,266.75512972329966,47.021989528795814,16.613317641275003
537,537,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,104159.87578909284,94.04139331247565,83.1299725452579,47.021989528795814,19.52317931690731
538,538,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,237115.7430209072,136.2847833692968,176.73431106489483,47.021989528795814,10.13506939632578
539,539,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,237815.24281391434,128.52389617522275,174.30087395701668,47.021989528795814,10.13506939632578
540,540,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,384050.8519801153,171.15464385997402,268.79278452639517,47.021989528795814,23.38572751820032
541,541,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,412422.2591566938,184.52743599948883,282.4506360581063,47.021989528795814,83.95441842334222
542,542,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,193498.86838635517,122.54100094302812,144.8715905938289,47.021989528795814,5.576296075484199
543,543,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,347058.32101099717,160.2944536396765,243.44234021543568,47.021989528795814,14.447964738867128
544,544,sex_male,Urbanity_Urban,Size_7,age_66_75,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,164395.73866332398,108.73792319031661,123.36234539268044,47.021989528795814,29.36235288744885
545,545,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,230126.081545855,130.6144520874683,168.8837959233773,47.021989528795814,12.228855617584049
546,546,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,203664.9963495735,122.43724049519942,155.04943824743384,47.021989528795814,133.89846460606122
547,547,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,127467.29107012616,100.82782866359692,96.9097935404223,47.021989528795814,50.94086491975026
548,548,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,376839.96429706865,158.0443564782162,263.8684631723778,47.021989528795814,39.31167343564918
549,549,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,357079.5332244674,162.9899046840066,253.36705209056905,47.021989528795814,0.0
550,550,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,371063.9808332879,165.88303008813668,260.7666686367353,47.021989528795814,39.31167343564918
551,551,sex_male,Urbanity_Rural,Size_3,age_66_75,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,179277.30953250147,106.13926091474873,126.754429800455,47.021989528795814,78.99686351878108
552,552,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,205377.89622992685,127.98399975649738,154.35523952779042,47.021989528795814,126.84552129104422
553,553,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,400690.07138072274,175.19612279023116,277.68805283208235,47.021989528795814,93.10114795961746
554,554,sex_female,Urbanity_Rural,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,89596.07931081357,87.69036511062347,59.872507360405976,47.021989528795814,0.0
555,555,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,56696.255949275495,71.23267960612084,36.38277705828432,47.021989528795814,71.76012992987626
556,556,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,199144.1324133254,122.98065482712087,151.92615520559167,47.021989528795814,5.576296075484199
557,557,sex_male,Urbanity_Rural,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,84939.36576510906,83.77168969713107,58.17079524860386,47.021989528795814,0.0
558,558,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,198223.3250376771,122.4285601783238,146.52663188085785,47.021989528795814,68.64211784388634
559,559,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,198802.0749187852,110.46993134341899,143.62753585255587,47.021989528795814,68.64211784388634
560,560,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,218120.9032374693,120.4834880102447,157.6120255865116,47.021989528795814,0.0
561,561,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,208328.75208875551,125.6122513995285,150.07401373934013,47.021989528795814,21.847535607926027
562,562,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,370523.9765166648,168.88006496689832,258.99408301647753,47.021989528795814,16.613317641275003
563,563,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,189619.61937839308,118.03596120744068,143.38610659766658,47.021989528795814,14.723025611759441
564,564,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,118227.24759529087,99.25737982343605,92.05843940109273,47.021989528795814,0.0
565,565,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,358074.6840395738,161.46217420072458,255.78349836764374,47.021989528795814,70.4608431922523
566,566,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,359181.9766417096,172.9222439979459,246.9060965533239,47.021989528795814,135.7171899544272
567,567,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,206944.73597093808,121.58068950102214,155.10664408601124,47.021989528795814,131.80467838480297
568,568,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,353485.31641176227,162.35522006939536,243.628940017916,47.021989528795814,77.51378650726927
569,569,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,219972.8720785605,136.11027014059238,162.3036987655631,47.021989528795814,0.0
570,570,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,120750.47508063127,91.2496869425708,94.44814531921608,47.021989528795814,0.0
571,571,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,152278.43323669516,100.7966252289083,107.42655764851773,47.021989528795814,15.20623689500937
572,572,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,100013.73439665069,89.00184595283207,68.16792628488398,47.021989528795814,26.631934187367747
573,573,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,117180.07043821995,99.75679016243105,89.99135935044067,47.021989528795814,0.0
574,574,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,354159.4013426578,163.9198014093026,253.66885780268424,47.021989528795814,70.4608431922523
575,575,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,365725.8371331188,162.17161100550584,261.40619534068526,47.021989528795814,22.128974136739192
576,576,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,350692.92302966374,163.217531469048,240.054454366834,47.021989528795814,77.51378650726927
577,577,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,207038.5320809262,121.61061207457468,154.14344514621575,47.021989528795814,0.0
578,578,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,199453.15954340604,125.40858407064256,150.19046594715152,47.021989528795814,68.64211784388634
579,579,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,198448.7680139682,122.37821508589823,148.3010517188057,47.021989528795814,68.64211784388634
580,580,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,117087.97588021918,98.03338717023615,91.91725656210043,47.021989528795814,79.9962484550951
581,581,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,199570.4736140336,122.86762857159414,147.71902813205887,47.021989528795814,68.64211784388634
582,582,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,114539.30194810893,96.53726130670273,89.90949885316307,47.021989528795814,79.9962484550951
583,583,sex_male,Urbanity_Rural,Size_1,age_66_75,Education_High_School,TV_yes,Cooking_yes,Refrigeration_yes,81136.32085682655,87.46590106609423,52.88624318209004,47.021989528795814,0.0
584,584,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,214440.07590779872,129.91204518922578,156.30301857802755,47.021989528795814,14.794592292909048
585,585,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,219957.0661083106,131.86398449228844,161.37210742634016,47.021989528795814,30.713731706109606
586,586,sex_female,Urbanity_Rural,Size_5,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,191023.2388485221,109.25738596626518,133.34497926683505,47.021989528795814,29.103156768101258
587,587,sex_female,Urbanity_Rural,Size_2,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,52420.09685413838,74.80625351187439,32.94570716879125,47.021989528795814,71.76012992987626
588,588,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,89380.23366413209,93.46591102247902,69.56727053894517,47.021989528795814,0.0
589,589,sex_male,Urbanity_Rural,Size_5,age_36_45,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,67975.86177778049,78.94410833113629,43.93313440658442,47.021989528795814,35.925530013357786
590,590,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,387424.11229226354,179.4215636504853,263.48742652198786,47.021989528795814,0.0
591,591,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,208737.76032044415,129.55907850002595,156.86787045379444,47.021989528795814,126.84552129104422
592,592,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,209174.13283650996,125.5794284948343,156.2049767493314,47.021989528795814,126.84552129104422
593,593,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,359162.37013986305,175.9323672868039,250.53231010352886,47.021989528795814,135.7171899544272
594,594,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,366281.89167875936,173.62253434840613,259.4387254446201,47.021989528795814,0.0
595,595,sex_male,Urbanity_Urban,Size_6,age_26_35,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,222738.58202503202,125.74491077155926,160.89530548077434,47.021989528795814,15.119384310593002
596,596,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,214765.7852847516,130.00672156717422,161.08311343350218,47.021989528795814,124.75173506978597
597,597,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,368326.2806432979,166.55100773470969,263.4361850503452,47.021989528795814,126.5704604181519
598,598,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,369880.8050461908,171.4535852674775,263.5835031450597,47.021989528795814,41.40545965690745
599,599,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,398367.5847252987,174.77053242217818,278.2100794291272,47.021989528795814,68.15881668011914
600,600,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,347178.36776173377,167.61518830158118,236.1786541902935,47.021989528795814,14.447964738867128
601,601,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Graduate,TV_yes,Cooking_yes,Refrigeration_yes,399529.0190758536,168.17848180208827,275.1668264035117,47.021989528795814,25.07616909745665
602,602,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,75722.0535370689,88.19898401192745,60.165368722771866,47.021989528795814,12.398669320740726
603,603,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,348939.3902813412,168.57534719458255,244.08296830865143,47.021989528795814,9.488807645108421
604,604,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,200963.62151466453,119.20315751613957,149.7441874663082,47.021989528795814,68.64211784388634
605,605,sex_female,Urbanity_Rural,Size_1,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,312508.0598451253,146.48593598991948,209.04191649916285,47.021989528795814,14.931176022117056
606,606,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,TV_yes,Cooking_yes,Refrigeration_yes,227526.89045101585,132.33533429620815,168.95597151232604,47.021989528795814,19.281798932601024
607,607,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,98440.42213656916,99.46796487373226,79.99621940544726,47.021989528795814,19.52317931690731
608,608,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Elementary_School,TV_yes,Cooking_yes,Refrigeration_yes,101440.93101819932,96.26498103386291,79.42179040729889,47.021989528795814,22.945049591113207
609,609,sex_female,Urbanity_Urban,Size_4,age_26_35,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,362246.47873861407,161.27646771138225,255.46687411139888,47.021989528795814,17.41006011302571
610,610,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,324879.82705515216,163.77804626063806,216.33632944914137,47.021989528795814,136.2004012376771
611,611,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,TV_yes,Cooking_yes,Refrigeration_yes,356998.9518113573,166.9398733014381,244.74564120708405,47.021989528795814,135.7171899544272
