,Electricity,Income,Water,e_AC,e_Cooking,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
890,179.5476950876141,414799.5405695592,287.23410840715286,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Graduate,Size_4,sex_male,Urbanity_Urban,890.0,81.0,1,21.363396138498565
891,110.45724493922873,210724.9353695149,155.26344160749426,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,891.0,81.0,1,32.26603293500968
892,128.39711318134627,212398.08142839,159.5860327847332,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,892.0,81.0,1,33.36229327660674
893,165.7487202057977,368616.1615751486,255.1039446910463,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,893.0,81.0,1,70.42098864882816
894,148.00560438673858,357470.158398275,247.5906252738271,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,894.0,81.0,1,40.08355381437247
895,158.0881123817826,366003.04103918397,254.1887101796476,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,895.0,81.0,1,34.314427070188025
896,161.5906174180577,350980.2178867024,251.31493735824424,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,896.0,81.0,1,62.85349153825311
897,162.09982811329996,352632.8582124208,251.9191120717736,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,897.0,81.0,1,59.85349153825311
898,97.57921560708463,101176.87386172764,76.67950765692385,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_male,Urbanity_Urban,898.0,31.0,1,43.48576039266083
899,167.0758070952599,362550.12369821174,256.44697964689857,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,899.0,81.0,1,8.169512918926456
900,118.57785888689163,216612.44524329735,162.7826978177554,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,900.0,81.0,1,10.592355552726065
901,121.63192483120056,230404.6584485081,168.4384190139829,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,901.0,81.0,1,15.168689234829849
902,164.60206180118877,354606.645160136,254.32276247544243,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,902.0,81.0,1,53.87314416136192
903,102.96390954520456,178076.24262546087,122.64196343736329,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,903.0,21.0,1,44.89139158905837
904,131.96454785948893,218313.98035042852,163.42851144302378,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,904.0,81.0,1,40.70305053846393
905,102.620386504799,139887.35428174533,109.11618344419952,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Urban,905.0,31.0,1,29.912945116376854
906,96.21947373027204,119791.52676360164,94.80335611695112,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_4,sex_male,Urbanity_Urban,906.0,31.0,1,16.271152426992668
907,77.47426232701247,89426.75783068662,60.76083756712057,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_male,Urbanity_Rural,907.0,1.0,1,43.416416657118205
908,90.09964177290001,107315.7879797408,85.9962425023979,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,908.0,31.0,1,4.497583144188815
909,109.40509080248958,187289.29018315152,141.09901550352603,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,909.0,81.0,1,9.78003739293485
911,76.81296864457842,51638.37926836764,32.759500176614836,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Rural,911.0,1.0,1,69.89861092702344
912,125.1689078132973,219226.0080531207,164.30846829522352,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,912.0,81.0,1,28.368267425208245
914,104.15628005973488,167127.42752380026,115.3869954586663,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,914.0,21.0,1,129.69596983471308
916,78.22767182339146,80470.18079011653,62.658791651716356,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_1,sex_female,Urbanity_Urban,916.0,31.0,1,1.9171829834962253
917,74.86489531926351,66946.04048115251,51.639597848919706,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_1,sex_male,Urbanity_Urban,917.0,31.0,1,11.955041824997153
918,122.87210101069635,213679.29384804945,156.948207224849,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,918.0,81.0,1,45.38663256133771
919,73.43453358950278,59153.25682066532,36.83525560219097,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Rural,919.0,1.0,1,110.043525078285
920,173.76038313336838,361130.9122544366,254.961429485277,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,920.0,81.0,1,67.42098864882816
921,157.12425234150018,359381.2842331087,254.0384647149212,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,921.0,81.0,1,34.10320643748126
922,154.86699970277712,362863.4886971695,246.32644201882752,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_7,sex_male,Urbanity_Rural,922.0,51.0,1,66.29234780274916
924,166.63190757991597,369711.0642401503,264.3166843363826,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,924.0,81.0,1,22.21348006696877
925,165.37655188129474,374572.64144413546,269.66717505820503,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,925.0,81.0,1,59.34438093033991
927,119.70174198749208,203593.5280143989,156.4211014994576,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,927.0,81.0,1,98.0706111806644
928,98.11419072109659,105975.83893011489,84.96663188512561,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_1,sex_male,Urbanity_Urban,928.0,31.0,1,7.497583144188815
929,93.193204229791,111176.51843255412,88.42882836899521,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_female,Urbanity_Urban,929.0,31.0,1,72.5666350621685
930,170.2622197455949,407344.70832681406,286.35773887150003,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,930.0,81.0,1,48.77302808508787
931,114.09685059484356,204005.66631067,152.69551336846808,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,931.0,81.0,1,88.0706111806644
932,88.69863256478304,91433.2798248275,71.54903031457431,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,932.0,31.0,1,103.30401711282283
933,94.3039115885961,117869.69046241972,91.26011164971467,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_3,sex_female,Urbanity_Urban,933.0,31.0,1,81.09538329575615
934,159.38571493502815,346516.9997008393,244.48624004658643,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,934.0,81.0,1,39.23732562057927
935,172.11176934947486,359976.42207970686,250.15321507395507,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_4,sex_male,Urbanity_Urban,935.0,81.0,1,15.673921867783168
936,130.96118076892907,216420.68575422192,159.7786559296687,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,936.0,81.0,1,28.368267425208245
937,166.75964194471095,368005.1796514385,257.27579445867735,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,937.0,81.0,1,10.389670554455604
0,107.89639018643334,372842.9923516343,229.4982628950533,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,,,7,7.0
1,112.38657884801752,360660.4654417663,210.54157646766544,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,,,37,37.0
2,84.76740714731413,215143.29700565047,134.80620677254112,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,18,18.0
3,107.8200510037596,361262.27558350354,215.1274017900996,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,,,8,8.0
4,111.11836706859347,369515.7064423496,219.65526273247298,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,19,19.0
6,63.463723491657795,128731.57768644234,85.16028752114445,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,2,2.0
7,69.05817846411354,123336.42158940775,79.7433285014969,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_7,sex_male,Urbanity_Urban,,,13,13.0
8,88.84504242713746,231403.79660451398,145.97905818597417,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,,,9,9.0
9,62.79604503920762,107488.71376301312,70.2146000513429,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,,,1,1.0
10,72.40392820233693,177158.14098508173,102.2315451642348,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Rural,,,7,7.0
11,72.31373630546767,186752.6426711916,112.02405852970641,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,,,10,10.0
13,66.28707229076458,171166.33879704613,101.67477526732435,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Rural,,,9,9.0
14,84.82936154405974,192245.6494116195,124.69167609387256,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,,,10,10.0
16,110.9874341595859,366626.274801498,218.65324277359494,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,,,28,28.0
17,72.50532386400323,171196.82599444894,101.41038697432401,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,,,10,10.0
18,87.40390035489915,239324.53720914305,150.51587215714625,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,,,34,34.0
20,84.24251255761938,187895.77347206863,117.45856574335922,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,17,17.0
21,118.31132378411135,379398.34092198656,222.86224533120958,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Urban,,,16,16.0
22,112.96525760110208,356412.05253855186,203.87309986281159,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,20,20.0
24,111.66869867838903,369495.2782940846,223.81087831793982,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,13,13.0
25,112.21933244921055,357932.73453724396,209.4020721315417,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,,,21,21.0
26,64.84598349867733,99967.67525854547,65.78523036140123,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,9,9.0
27,101.975584608138,332001.4260897819,189.53994719209598,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Rural,,,11,11.0
28,115.45966865583436,380182.6668770117,225.23375837353754,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,,,5,5.0
31,108.02414818548444,359766.90321695275,215.3729526671603,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,5,5.0
32,99.75634115141803,338441.9509195597,192.8182742197158,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Rural,,,13,13.0
33,85.0688146594196,206089.85570218007,131.66883168771645,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,7,7.0
34,74.71606591316484,164659.78115651276,96.68268470810766,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Rural,,,11,11.0
36,61.9605739267943,104143.645291098,69.30152889703481,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,9,9.0
37,110.36542451193861,370251.1082481821,216.74891126927596,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_male,Urbanity_Urban,,,14,14.0
38,82.83879381437694,213023.61420299576,132.40525787957577,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,15,15.0
39,67.03963404099082,98261.9130839028,63.31146875962458,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,6,6.0
40,113.49165304255546,365175.4692997525,212.48018219116994,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,,,40,40.0
41,80.86984199300488,195674.02128270804,118.3237589644485,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,30,30.0
42,107.67220506519358,368980.9306335274,224.4242410181971,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,,,1,1.0
43,99.11359851739934,320827.1658372472,182.1341396548363,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Rural,,,21,21.0
44,77.26668871672216,200016.3574619273,127.41070314807016,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,21,21.0
46,87.23437961986757,203926.14415744945,131.3431613893132,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,14,14.0
47,78.39736063574126,199630.69661929016,124.06982388801116,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,34,34.0
48,78.48182847734472,206478.18522137112,132.61283149135133,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,22,22.0
49,106.52635322315939,349224.84484421945,207.79221969796862,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_female,Urbanity_Urban,,,7,7.0
51,81.32632443867037,202374.21941350464,126.82422865775317,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,43,43.0
52,111.1034892198474,363960.1050306449,220.23327660773833,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_2,sex_female,Urbanity_Urban,,,1,1.0
53,113.83196553603797,369377.2417080336,218.62944829301713,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,,,4,4.0
54,74.9748745806065,183464.6745488061,111.28014711738409,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,,,10,10.0
56,106.20613367497346,371511.23354340455,214.00031892070623,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_4,sex_female,Urbanity_Urban,,,6,6.0
57,80.4484760928607,216639.22102535327,139.76770702944862,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,32,32.0
58,124.50246968300807,421152.8173185412,242.32758838409148,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,,,32,32.0
59,120.2034039919496,414844.8625290172,246.90025423617524,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,,,40,40.0
60,55.839618302062156,84638.53252009343,56.054375955478875,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,16,16.0
61,51.95247197237896,64105.011224423564,36.21272003491433,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_female,Urbanity_Rural,,,2,2.0
62,60.05120638135347,81063.56478028945,51.99885649946941,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,10,10.0
63,83.31369168354651,350608.1094410422,211.07664009491143,AC_no,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,,,10,10.0
64,107.29560769042591,335542.7475380126,193.67322682283555,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Rural,,,2,2.0
65,108.30972521508174,364565.7222885708,215.36213894215066,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,37,37.0
66,61.298219151608336,101424.79840611498,67.64348744123964,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,8,8.0
67,103.64871817567462,332729.87696510594,186.86101902558394,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,,,15,15.0
68,99.74751131676231,328125.5805612381,189.41361240577996,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Rural,,,22,22.0
70,110.15714028774714,361350.7153832552,211.09383606638355,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_2,sex_male,Urbanity_Urban,,,3,3.0
71,56.870562417104814,77445.46220178566,53.763166852816234,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_female,Urbanity_Urban,,,5,5.0
72,65.22433190970278,133535.42313312812,86.34463857892764,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,1,1.0
73,75.55823086421363,207725.2789417964,135.2364135526565,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,7,7.0
75,82.04436420924823,217094.81521349816,137.42902885197157,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,4,4.0
76,111.72807925782834,370969.2588284939,225.21704826932844,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,,,3,3.0
77,123.90109767010489,413263.05880774953,251.59062464084155,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,4,4.0
78,59.09975308865432,90801.35907336284,58.59980771305357,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,26,26.0
79,58.03830844239089,87925.80520828684,58.3367256444094,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,4,4.0
81,69.77025610003922,151272.41427018092,99.35487739810664,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_7,sex_male,Urbanity_Urban,,,11,11.0
82,83.81892939275862,215749.95626918005,137.79248926234803,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,4,4.0
83,121.68846721385964,388147.15570364095,236.73137241049147,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,,,4,4.0
84,116.43752389255418,378249.2695498279,223.2001399332991,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Urban,,,9,9.0
85,110.21550207502266,380227.3703708832,225.82873714450344,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_5,sex_male,Urbanity_Urban,,,7,7.0
86,110.82262756325294,357575.86049825826,201.68633311656305,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_7,sex_male,Urbanity_Rural,,,34,34.0
87,88.67589193876282,248653.5126513805,151.82179433413103,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_7,sex_female,Urbanity_Urban,,,10,10.0
88,87.57643005701463,233603.3959500759,145.5820168910965,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,,,5,5.0
91,60.51144079414601,98481.0286258314,62.98950611841902,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,1,1.0
93,111.69612043749129,369237.00120786,218.21179625620377,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,,,23,23.0
94,59.905466148033575,100860.27892771855,65.06483303925687,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,12,12.0
96,67.44173793331058,131097.69659192275,86.0417044808895,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,,,3,3.0
97,106.551860809653,347956.6641825355,208.03239366653514,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,,,1,1.0
99,88.3895094764015,248865.1670560856,159.5870701155563,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_7,sex_male,Urbanity_Urban,,,18,18.0
100,119.94691368864069,402596.3506316833,237.28426121282644,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_1,sex_male,Urbanity_Urban,,,6,6.0
101,61.11721497624716,107405.24273195572,70.82158946963443,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_2,sex_male,Urbanity_Urban,,,15,15.0
102,54.25893324672253,80003.47928294571,53.560269460418304,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,15,15.0
103,106.42091893055986,357026.3872638621,214.75295524507055,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,28,28.0
104,60.4437010542093,115729.26376231485,76.80199984857708,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_female,Urbanity_Urban,,,9,9.0
105,84.35669513407512,212164.4175258441,135.7996898740721,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,21,21.0
106,59.8880678532098,99496.66541611364,66.84944060051843,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,1,1.0
107,57.36839184587955,105304.0421494,66.55694598074865,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,,,4,4.0
109,113.91676074889408,370809.2005989186,219.60081049779674,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Urban,,,8,8.0
111,85.87089471405005,235444.4723114452,147.91868844901762,AC_yes,Cooking_no,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,,,11,11.0
112,64.9641915519311,102038.41470455207,67.55834157585065,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,7,7.0
113,57.31789680224596,80846.83134591693,45.58409598817064,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Rural,,,1,1.0
114,66.9445908370161,108127.21891938646,70.97393215345514,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,,,7,7.0
115,82.30718361754164,207313.5111934952,132.82069174241752,AC_yes,Cooking_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,34,34.0
