,Family_Size,HH_head_Sex,HH_head_Age,Education,Electricity_expenditure,Water_expenditure,Total_Family_Income,Urbanity
25499,6.5,1,33,2.0,3000,2520,21701.166666666668,1
25500,9.5,1,47,2.0,2400,1320,15665.166666666666,1
25503,7.0,1,33,3.0,3012,1200,20854.333333333332,1
25504,9.0,1,50,2.0,3000,840,27447.5,1
25506,7.0,1,41,4.0,3600,1500,27388.833333333332,1
25507,2.0,2,37,3.0,3300,2700,17020.0,1
25508,4.5,1,37,2.0,7200,1800,36278.666666666664,1
25509,3.0,1,34,2.0,4200,1188,22730.0,1
25511,4.0,1,56,2.0,7020,2748,55271.333333333336,1
25514,5.0,1,37,3.0,20400,9600,42705.0,1
25515,1.0,2,75,1.0,12600,1200,27184.5,1
25516,2.0,2,60,2.0,4800,900,13286.666666666666,1
25517,4.0,1,60,1.0,4800,1830,34923.333333333336,1
25520,4.0,2,73,2.0,4200,1800,23535.666666666668,1
25521,4.5,1,63,3.0,9720,1788,26423.0,1
25522,3.0,2,59,4.0,8400,4200,33379.333333333336,1
25573,7.0,2,72,2.0,6996,3342,26827.0,1
25578,6.5,1,49,3.0,10230,1866,44942.166666666664,1
25583,8.0,2,76,1.0,9900,2232,38126.333333333336,1
25586,3.5,1,55,2.0,12000,2514,34892.333333333336,1
25587,6.0,1,48,2.0,18000,3660,41996.666666666664,1
25588,2.5,1,56,2.0,13584,4548,26162.333333333332,1
25589,7.0,1,46,2.0,6000,3600,19572.833333333332,1
25590,2.0,2,81,1.0,4320,2640,18312.5,1
25591,5.0,2,49,2.0,4572,2100,27436.666666666668,1
25600,5.0,1,48,2.0,3600,2400,36568.333333333336,0
25620,3.0,1,62,2.0,1800,1800,21865.0,1
25621,2.0,1,78,4.0,13500,1200,34538.333333333336,1
25623,4.5,1,83,3.0,7800,4050,41146.666666666664,1
25625,6.0,1,53,1.0,4800,1800,24594.666666666668,1
25626,3.0,1,61,1.0,6600,2400,15579.0,1
25627,4.0,1,64,4.0,16200,5700,37939.333333333336,1
25629,7.5,2,51,2.0,5100,3600,25458.333333333332,1
25630,5.0,1,48,4.0,13200,5400,36110.0,1
25632,9.5,1,60,2.0,40800,1800,43557.166666666664,1
25656,2.0,1,65,1.0,1200,2400,10363.833333333334,0
25658,5.0,1,32,2.0,2100,2400,19205.0,0
25663,6.0,2,65,1.0,9600,3600,50278.166666666664,0
25664,7.0,1,41,2.0,1800,3000,12928.0,0
25665,6.5,1,41,2.0,14400,3600,30201.333333333332,0
25669,9.0,2,52,3.0,14400,5400,46430.833333333336,0
25684,4.0,1,50,2.0,14400,8760,48571.333333333336,0
25685,4.0,1,43,2.0,5490,2700,41813.666666666664,0
25687,3.0,2,57,2.0,6000,4200,30233.666666666668,0
25688,5.0,1,56,2.0,1920,2400,14783.333333333334,0
25689,6.0,1,62,2.0,11280,3000,49736.333333333336,0
25692,6.0,1,52,2.0,8400,3000,30120.666666666668,0
25695,6.0,1,45,2.0,10200,3600,48298.0,0
25763,2.0,2,73,3.0,11100,6000,46033.333333333336,1
25764,9.0,1,57,3.0,27000,4200,41722.166666666664,1
25765,4.0,1,70,2.0,9000,2280,36245.0,1
25773,6.0,1,41,2.0,7980,1200,40174.5,1
25838,3.5,1,34,2.0,6348,2250,12983.166666666666,1
25839,2.0,2,62,5.0,18000,3900,57624.166666666664,1
25846,1.5,2,61,4.0,6990,1380,59750.0,1
25847,3.0,1,59,2.0,7800,1800,22385.5,1
25851,4.0,1,60,2.0,16098,4344,31085.666666666668,1
25852,3.0,2,62,2.0,5706,1500,29586.166666666668,1
25855,2.0,1,64,4.0,5700,600,37774.166666666664,1
25865,4.0,2,59,1.0,6600,2880,29882.333333333332,1
25971,1.0,1,16,2.0,7800,3864,20333.333333333332,0
25973,5.0,1,40,2.0,10800,2820,47772.166666666664,0
25980,4.0,1,57,4.0,5640,1800,12706.833333333334,0
25987,3.0,2,54,2.0,4080,480,32885.0,0
26026,5.0,1,56,2.0,3624,3246,39533.333333333336,1
26028,2.0,1,56,4.0,22800,4200,23900.666666666668,1
26032,3.0,2,84,1.0,9942,4200,50315.0,1
26034,2.0,2,78,1.0,8718,2700,31422.666666666668,1
26041,3.0,2,66,1.0,3600,780,8981.666666666666,1
26073,7.5,1,61,2.0,12600,3402,38273.0,0
26075,5.0,2,47,3.0,10200,4500,54023.666666666664,0
26109,3.0,1,63,1.0,0,300,8392.333333333334,0
26117,5.0,2,33,2.0,0,60,12529.833333333334,0
26136,6.5,1,52,1.0,6840,90,38899.5,0
26137,7.0,1,58,2.0,894,360,10451.666666666666,0
26139,2.0,1,75,1.0,3600,180,11831.0,0
26142,3.0,2,68,2.0,4008,90,14181.5,0
26176,2.0,2,72,1.0,7428,768,31915.166666666668,1
26178,3.0,1,46,2.0,780,960,15913.333333333334,1
26179,5.0,1,30,3.0,19200,1350,51152.666666666664,1
26199,3.5,1,57,1.0,13800,720,21065.833333333332,0
26202,4.0,1,40,2.0,16200,3690,50302.666666666664,0
26207,4.0,1,54,2.0,12120,3510,22718.0,0
26253,6.0,1,62,2.0,11568,960,24933.333333333332,0
26283,2.0,2,84,1.0,2280,2046,12076.666666666666,0
26285,4.5,2,41,1.0,0,312,11683.333333333334,0
26286,7.0,1,46,2.0,1920,360,25520.166666666668,0
26287,1.0,2,67,1.0,750,102,6175.0,0
26289,7.0,2,65,1.0,3360,312,29395.166666666668,0
26290,1.0,2,19,2.0,2280,12,21271.666666666668,0
26293,3.0,2,47,3.0,2610,96,15453.166666666666,0
26295,5.5,1,55,3.0,4980,1320,27052.5,0
26296,2.0,1,57,1.0,2100,192,16646.333333333332,0
26298,2.0,1,40,2.0,2040,528,12865.0,0
26314,3.0,1,48,2.0,4410,2520,24400.833333333332,0
26355,3.0,1,47,2.0,2088,960,18503.333333333332,0
26357,8.0,1,56,1.0,12300,2220,27986.0,0
26358,5.5,1,51,1.0,4800,600,18441.333333333332,0
26359,3.0,2,52,4.0,7176,3030,40369.666666666664,0
26360,4.0,1,54,4.0,17880,5100,48484.166666666664,0
26361,6.0,1,44,2.0,7800,1800,48720.833333333336,0
26363,1.5,1,21,4.0,1302,900,14769.5,0
26364,3.0,1,68,2.0,2100,1260,19423.333333333332,0
26365,3.5,1,41,2.0,2100,600,16718.166666666668,0
26366,3.0,1,59,1.0,3210,1680,13925.0,0
26368,1.0,2,73,1.0,0,60,7110.166666666667,0
26369,4.0,1,38,1.0,0,180,8115.0,0
26370,6.0,1,48,1.0,3000,366,24070.0,0
26371,4.0,1,62,1.0,2400,540,15261.0,0
26372,4.5,1,45,2.0,3480,2178,26086.333333333332,0
26373,2.0,1,58,1.0,1050,360,11733.0,0
26374,4.0,1,35,2.0,720,168,9865.333333333334,0
26375,6.0,1,40,2.0,6900,2100,35889.666666666664,0
26376,3.0,1,63,1.0,5730,1998,13916.333333333334,0
26377,5.5,1,68,1.0,3132,2178,23891.666666666668,0
26378,4.0,1,49,3.0,12720,1320,28916.666666666668,0
26379,6.0,2,42,2.0,6600,720,21753.166666666668,0
26380,1.0,1,54,1.0,1176,540,4742.666666666667,0
26381,7.5,1,47,2.0,5700,750,41425.0,0
26382,3.0,1,43,2.0,1350,480,7863.166666666667,0
26383,6.0,2,74,2.0,12000,1620,30040.0,0
26384,7.0,1,55,3.0,5100,780,25905.0,0
26385,3.0,1,50,4.0,10800,720,29438.333333333332,0
26386,5.0,1,55,1.0,6000,900,24698.333333333332,0
26387,4.0,1,43,2.0,3000,600,29166.666666666668,0
26388,4.0,1,38,4.0,4200,900,23269.666666666668,0
26389,5.0,1,38,2.0,10800,960,25853.666666666668,0
26390,4.0,2,73,1.0,8400,1812,40095.333333333336,1
26391,2.5,1,18,3.0,4200,1800,39766.0,1
26392,3.5,1,67,1.0,9600,2460,22498.333333333332,1
26395,2.5,2,42,2.0,8400,1380,43690.666666666664,1
26397,5.5,1,61,3.0,10200,5400,18931.5,1
26402,4.0,2,49,2.0,8316,1890,44131.333333333336,1
26403,2.0,2,67,1.0,16200,3360,56802.0,1
26404,3.0,2,30,3.0,10800,1920,50917.833333333336,1
26405,3.0,1,31,3.0,1500,1068,24589.0,1
26406,3.0,1,38,2.0,3000,3000,23348.666666666668,1
26407,2.0,2,77,3.0,5808,1440,21407.5,1
26408,7.5,1,35,2.0,4800,4200,20005.833333333332,1
26409,3.0,1,57,2.0,14400,2100,29609.666666666668,1
26410,3.0,1,70,3.0,3840,1440,24083.333333333332,1
26411,5.5,1,49,3.0,6900,2880,59402.5,1
26412,4.0,1,47,2.0,7200,600,18110.0,1
26413,4.0,1,48,2.0,6600,2430,29409.166666666668,1
26414,2.0,2,88,1.0,6000,1320,14121.666666666666,1
26415,5.0,1,23,3.0,8700,2052,25879.666666666668,1
26416,4.0,1,52,1.0,2148,1770,22924.0,1
26418,1.0,2,58,1.0,2580,600,11088.333333333334,1
26419,4.0,1,44,1.0,2400,1200,16383.333333333334,1
26420,3.0,2,59,1.0,1680,1824,11666.666666666666,1
26421,15.0,1,55,2.0,0,2184,29239.0,1
26422,2.0,1,66,1.0,1890,1824,9297.166666666666,1
26423,7.0,1,48,1.0,1602,4548,20594.333333333332,1
26424,8.0,1,48,1.0,2400,6372,27580.833333333332,1
26425,9.0,1,41,2.0,1500,3276,21297.166666666668,1
26426,5.0,2,74,1.0,7800,1560,18758.0,1
26427,3.0,1,33,3.0,3720,1296,16316.666666666666,1
26429,6.5,1,33,1.0,9600,4368,54534.5,1
26430,8.0,1,59,1.0,6600,3636,44383.166666666664,1
26431,5.5,2,51,2.0,10800,3000,35467.333333333336,1
26432,5.0,2,38,3.0,3000,2280,17735.0,1
26433,5.0,1,36,1.0,3600,1560,14163.333333333334,1
26434,7.0,2,70,2.0,3540,3600,19174.333333333332,1
26435,2.0,1,75,2.0,600,1080,4651.666666666667,1
26436,4.0,1,29,2.0,5400,780,14761.666666666666,1
26437,1.0,1,50,2.0,0,420,6543.333333333333,1
26438,7.0,1,51,2.0,5700,2700,56365.666666666664,1
26439,7.0,1,39,1.0,1800,618,14116.0,1
26440,3.0,1,58,2.0,4800,2400,21016.666666666668,1
26441,5.5,1,44,1.0,2700,1200,24271.666666666668,1
26442,4.5,2,33,2.0,1440,3360,18141.666666666668,1
26443,3.5,2,57,3.0,2700,2790,11990.0,1
26444,6.0,1,46,3.0,5400,3000,20426.666666666668,1
26445,6.0,1,32,2.0,6000,3600,22305.0,1
26446,6.0,1,33,2.0,1200,1920,15247.0,1
26447,5.0,1,56,1.0,16200,4680,48726.666666666664,1
26448,2.5,1,52,2.0,9240,3000,32666.666666666668,1
26449,7.0,1,42,3.0,9000,3000,37706.666666666664,1
26450,5.0,1,38,2.0,2700,1860,14383.333333333334,1
26451,5.0,1,49,1.0,7200,1800,45438.5,1
26452,6.0,1,39,2.0,7800,3600,21683.333333333332,1
26453,3.0,1,56,1.0,2004,1200,11746.666666666666,0
26464,10.5,1,54,1.0,4278,150,15919.333333333334,0
26465,2.0,2,63,1.0,1602,60,7774.666666666667,0
26467,4.5,1,48,2.0,2820,30,13991.166666666666,0
26468,7.0,2,57,2.0,2700,180,8966.333333333334,0
26471,5.0,1,50,1.0,2442,150,23083.166666666668,0
26474,5.0,1,32,2.0,1800,240,10352.833333333334,0
26475,2.0,2,77,1.0,600,300,5681.333333333333,0
26476,2.0,1,73,1.0,660,240,5496.666666666667,0
26477,7.0,1,40,1.0,1500,1200,23922.166666666668,0
26478,3.0,1,60,1.0,1200,360,7315.0,0
26479,4.0,1,84,1.0,2400,1380,18765.166666666668,0
26480,4.5,1,41,1.0,1500,1200,10409.833333333334,0
26483,6.5,1,41,2.0,0,540,14817.5,0
26484,8.5,1,46,1.0,0,240,16318.666666666666,0
26485,6.0,1,35,2.0,3300,1800,16122.666666666666,0
26486,9.0,1,46,1.0,2700,1800,26243.666666666668,0
26487,2.5,1,41,1.0,1200,3360,20418.333333333332,0
26488,5.0,1,66,2.0,6156,3300,23179.166666666668,0
26490,3.0,2,40,2.0,2166,2100,15536.666666666666,0
26491,2.0,2,48,1.0,4500,2700,9730.5,0
26492,2.0,1,44,1.0,1860,1200,13300.0,0
26493,9.5,1,52,2.0,2820,600,31137.833333333332,0
26494,6.5,2,80,1.0,6480,1680,21931.666666666668,0
26495,5.0,2,50,2.0,12000,3300,42716.0,0
26496,4.0,1,34,2.0,2400,1800,18083.833333333332,0
26497,2.0,1,54,1.0,1800,2040,12141.0,0
26498,9.0,1,48,4.0,22800,1380,50700.666666666664,0
26499,1.0,1,74,2.0,900,900,10293.333333333334,0
26500,2.0,1,78,2.0,4800,1380,23270.0,0
26501,1.0,1,74,1.0,1392,1200,10283.333333333334,0
26502,3.0,1,66,2.0,2310,1500,8115.833333333333,0
26504,5.0,1,54,1.0,4800,2400,19890.833333333332,0
26505,5.0,1,35,2.0,6000,2400,13939.833333333334,0
26506,3.0,2,68,4.0,10800,1800,43125.666666666664,0
26507,3.0,1,55,2.0,12000,4800,36490.333333333336,0
26524,5.0,1,41,1.0,1320,738,11749.0,0
26528,6.5,1,47,2.0,960,696,16486.666666666668,0
26530,1.0,2,79,1.0,3000,1056,6606.5,0
26531,3.0,1,70,1.0,2100,192,10028.166666666666,0
26535,6.0,1,50,2.0,8400,768,28965.333333333332,0
26568,5.0,1,45,1.0,0,300,19136.166666666668,0
26569,5.5,1,36,2.0,2640,300,25918.333333333332,0
26571,4.5,1,48,1.0,0,300,10847.0,0
26575,4.0,1,52,1.0,5016,300,14623.5,0
26579,5.0,1,28,2.0,0,90,14876.666666666666,0
26601,2.0,1,69,3.0,23700,600,45697.666666666664,0
26604,3.0,1,57,1.0,0,600,10588.5,0
26605,3.0,2,36,2.0,4122,600,10000.833333333334,0
26607,6.0,1,50,2.0,1200,600,14886.666666666666,0
26608,6.0,1,59,2.0,0,600,15498.666666666666,0
26638,4.5,1,50,1.0,2880,600,12425.0,0
26639,6.0,1,37,1.0,1800,300,12881.666666666666,0
26640,7.0,1,40,2.0,3900,900,25544.166666666668,0
26641,6.0,1,29,1.0,1320,180,11929.666666666666,0
26642,4.5,2,34,2.0,1050,300,16950.666666666668,0
26643,5.0,1,44,1.0,4248,270,21754.666666666668,0
26644,3.0,2,62,1.0,2100,300,6862.5,0
26645,2.0,1,74,1.0,1200,120,5980.333333333333,0
26647,5.5,1,43,1.0,1500,180,27875.666666666668,0
26648,3.5,2,45,1.0,5400,384,51450.666666666664,1
26649,4.0,1,25,3.0,2400,384,29546.666666666668,1
26650,3.0,1,31,1.0,2700,150,10820.0,1
26651,1.0,1,59,1.0,504,252,5264.833333333333,1
26652,5.0,1,49,2.0,1500,384,18209.333333333332,1
26653,6.0,1,48,1.0,8400,432,15713.333333333334,1
26654,6.5,1,49,2.0,6372,462,39146.666666666664,1
26655,2.0,2,77,3.0,3072,492,17125.0,1
26656,10.0,2,64,1.0,6000,600,41091.666666666664,1
26658,3.0,1,39,3.0,2100,384,14350.0,1
26659,1.0,2,86,4.0,2700,384,13802.333333333334,1
26667,2.0,1,80,1.0,9000,2400,21577.0,0
26668,5.0,1,36,2.0,3000,1140,18815.333333333332,0
26669,2.0,1,50,1.0,3450,120,9474.166666666666,0
26670,5.5,1,37,2.0,7200,108,20072.5,0
26671,3.0,1,49,1.0,3000,120,21725.833333333332,0
26672,3.5,1,54,1.0,3600,180,21706.666666666668,0
26673,4.5,1,58,2.0,16200,3678,54790.666666666664,0
26674,3.0,1,44,2.0,3900,174,13076.666666666666,0
26675,4.0,1,56,3.0,2010,750,20495.666666666668,0
26676,6.5,1,51,1.0,2160,150,18939.5,0
26677,2.0,1,61,2.0,0,120,3146.3333333333335,0
26678,6.5,1,48,4.0,4800,3120,37680.166666666664,0
26679,2.5,1,64,1.0,4800,1320,18607.5,0
26680,7.0,1,55,1.0,3600,3000,28817.666666666668,0
26681,11.0,2,58,1.0,3600,1620,26904.0,0
26683,3.5,1,42,1.0,3480,2160,17200.0,0
26684,1.0,2,88,1.0,19800,1800,50000.0,0
26685,5.0,1,77,1.0,19800,3600,47666.666666666664,0
26686,3.0,1,19,2.0,3000,1800,41393.5,0
26687,5.0,1,55,1.0,2130,576,13476.666666666666,0
26688,7.0,1,50,2.0,1410,900,29587.166666666668,0
26689,6.0,1,59,1.0,2400,900,15435.5,0
26690,3.5,2,66,1.0,4200,654,9445.833333333334,0
26691,4.0,1,35,2.0,3720,1080,17744.666666666668,0
26692,1.0,2,45,2.0,1578,1080,7973.0,0
26693,3.0,1,67,1.0,4656,480,9920.666666666666,0
26694,3.5,2,54,1.0,4200,240,8883.333333333334,0
26695,3.0,1,51,2.0,4740,240,13300.333333333334,0
26696,4.5,1,56,1.0,1710,1554,13342.166666666666,0
26697,2.0,1,55,1.0,4158,1320,11205.166666666666,0
26698,3.5,1,36,2.0,1116,240,11636.666666666666,0
26699,6.5,1,40,2.0,2700,240,12883.0,0
26700,4.0,1,55,2.0,6600,1560,8691.333333333334,0
26701,6.0,1,39,2.0,1110,720,11303.333333333334,0
26702,3.0,2,45,1.0,0,240,12140.166666666666,0
26703,4.0,1,35,3.0,10200,3600,18801.0,0
26704,1.0,1,45,2.0,2700,900,9251.666666666666,0
26705,5.0,1,31,2.0,2700,300,14575.5,0
26706,4.0,1,59,3.0,30000,5400,48885.0,0
26710,6.0,1,35,2.0,3600,2382,14912.0,0
26736,11.0,1,45,2.0,4476,5796,54720.0,1
26746,4.0,1,38,4.0,12180,1500,47779.666666666664,1
26747,7.0,2,71,1.0,9000,1500,44424.0,1
26753,6.0,1,40,3.0,9444,3000,59736.666666666664,1
26769,7.5,1,52,1.0,0,60,17429.5,0
26770,8.0,1,33,1.0,0,60,20631.666666666668,0
26775,5.0,1,55,1.0,0,60,19668.833333333332,0
26780,5.0,1,55,1.0,1260,60,21949.666666666668,0
26821,3.5,1,46,2.0,2280,180,17119.666666666668,0
26822,3.5,1,40,1.0,840,60,15317.166666666666,0
26823,5.0,1,46,1.0,4734,240,22418.333333333332,0
26824,5.0,1,39,2.0,0,240,17076.333333333332,0
26825,3.5,1,55,1.0,2400,240,16815.0,0
26826,3.0,1,40,1.0,0,120,30051.166666666668,0
26828,2.0,1,69,1.0,0,60,11407.0,0
26830,4.0,1,32,1.0,0,240,21295.5,0
26831,6.0,1,44,1.0,4242,60,19404.166666666668,0
26832,3.0,1,50,1.0,1620,120,12264.833333333334,0
26833,6.0,1,39,1.0,1686,120,20278.666666666668,0
26834,7.5,1,39,1.0,0,60,18719.833333333332,0
26843,5.0,2,54,1.0,8802,1872,20860.5,1
26845,7.0,1,38,2.0,0,3636,20138.166666666668,1
26847,7.0,1,44,2.0,8400,9000,41893.5,1
26848,6.5,1,34,2.0,6000,6552,19083.166666666668,1
26849,5.0,1,48,2.0,6000,960,29647.833333333332,1
26850,4.0,1,53,1.0,5400,2760,46811.666666666664,1
26852,4.5,1,47,2.0,12510,3000,45178.166666666664,1
26855,3.5,1,66,1.0,4800,4200,32107.666666666668,1
26856,2.0,1,48,2.0,6150,1320,17355.833333333332,1
26857,4.0,1,49,2.0,24000,6306,59080.666666666664,1
26859,3.0,1,41,3.0,8400,3000,44348.333333333336,1
26861,5.0,1,33,3.0,2832,300,23360.333333333332,1
26866,5.0,1,40,2.0,17400,600,47999.666666666664,1
26868,2.5,2,56,2.0,14898,4488,48706.333333333336,1
26870,4.0,1,44,1.0,4500,5148,19453.333333333332,1
26875,4.0,1,55,2.0,16200,7800,41366.666666666664,1
26878,4.5,2,55,2.0,10800,3000,38292.0,1
26879,3.5,1,56,3.0,14400,5400,48574.166666666664,1
26880,5.0,1,49,4.0,6600,3600,54569.333333333336,1
26881,5.5,1,45,2.0,11400,2400,38646.0,1
26885,2.5,2,77,2.0,8700,1560,24116.666666666668,1
26886,4.0,1,43,2.0,3600,2580,20400.333333333332,1
26887,8.5,2,52,2.0,9480,2280,55812.5,1
26890,5.0,1,52,1.0,4800,1890,44976.333333333336,1
26891,3.5,2,43,4.0,8700,1740,51106.666666666664,1
26893,5.0,1,30,2.0,4872,4026,44063.333333333336,1
26894,3.0,1,28,2.0,7200,3000,31779.0,1
26895,8.0,1,48,1.0,6396,3984,18724.5,1
26896,6.0,1,52,1.0,4200,1380,27776.0,1
26897,4.5,1,23,2.0,3798,1320,19685.5,1
26898,5.0,1,42,4.0,12000,3720,28336.333333333332,1
26899,4.0,1,33,3.0,4200,1800,21613.666666666668,1
26900,8.0,1,67,1.0,16800,9000,50967.5,1
26905,4.0,1,38,2.0,8100,2334,37768.333333333336,1
26907,5.5,1,51,2.0,3222,1500,22793.0,1
26908,4.5,2,72,1.0,5370,2004,52259.333333333336,1
26912,4.0,1,39,2.0,3900,1146,21800.0,1
26913,7.0,1,36,1.0,1800,900,17717.0,1
26914,1.0,2,58,2.0,942,900,5828.0,1
26915,4.5,1,48,3.0,12000,7878,45556.666666666664,1
26916,4.5,1,46,1.0,4200,1620,14721.5,1
26918,3.5,1,28,2.0,3768,2100,26265.333333333332,1
26919,5.0,1,49,1.0,3600,1848,16698.666666666668,1
26920,6.0,1,56,2.0,3600,2400,43759.666666666664,1
26921,8.0,2,45,3.0,9000,6000,46232.0,1
26922,3.5,1,40,1.0,12960,8940,25141.666666666668,1
26923,4.0,1,37,1.0,0,1800,14601.333333333334,1
26924,3.5,1,44,3.0,3600,6000,35783.333333333336,1
26925,2.0,1,72,1.0,300,1380,5249.166666666667,1
26926,5.0,1,32,2.0,4044,7500,30459.666666666668,1
26927,1.0,1,81,1.0,900,1560,9493.333333333334,1
26928,3.0,1,47,2.0,12600,4140,41961.666666666664,1
26929,8.0,1,44,2.0,9000,1800,40524.5,1
26930,3.0,1,36,1.0,3060,522,17558.333333333332,1
26932,7.0,1,43,3.0,6600,156,28828.333333333332,1
26933,5.0,1,47,2.0,15000,3600,54723.666666666664,1
26934,4.0,1,47,3.0,13200,4500,44296.666666666664,1
26935,3.5,1,59,2.0,15000,2220,58982.5,1
26936,6.5,1,30,2.0,7380,3600,38678.333333333336,1
26938,2.5,2,57,2.0,12840,5280,28359.5,1
26941,4.5,1,60,1.0,12600,3366,32675.0,1
26942,8.0,1,60,1.0,6702,3900,47649.333333333336,1
26943,5.5,1,40,2.0,12066,2916,24700.0,1
26945,5.0,1,37,2.0,6738,2700,27036.0,1
26946,6.0,1,35,2.0,6000,2976,19200.0,1
26948,4.0,1,48,2.0,3600,810,24806.666666666668,1
26949,7.0,1,48,3.0,19422,3678,59019.166666666664,1
26950,5.0,1,53,4.0,22446,4452,55541.666666666664,1
26954,2.5,1,59,2.0,14718,5700,43333.333333333336,1
26956,1.0,2,46,2.0,1710,900,15375.0,1
26962,4.0,2,46,2.0,5040,3780,24021.166666666668,1
26963,5.0,2,52,3.0,3600,3000,14976.5,1
26964,6.0,2,69,2.0,12000,4200,27205.5,1
26965,5.0,1,31,2.0,14400,5760,35048.333333333336,1
26966,3.0,2,45,2.0,10200,6600,53500.0,1
26967,6.0,1,46,2.0,11400,4830,49453.333333333336,1
26968,1.0,1,63,4.0,4200,1500,15250.0,1
26970,2.0,1,33,2.0,3300,1500,28600.0,1
26971,5.0,1,67,1.0,9720,3000,22848.0,1
26973,7.0,2,46,1.0,1800,1662,17208.0,1
26974,4.0,1,68,1.0,3600,1320,17510.0,1
26976,3.0,1,28,2.0,9000,7200,32103.333333333332,1
26977,3.0,1,37,1.0,27600,2700,58133.333333333336,1
26978,4.0,1,49,3.0,15600,4800,27180.833333333332,1
26979,6.0,1,57,2.0,22800,4500,56400.0,1
26980,6.5,1,42,1.0,3600,8370,21720.833333333332,1
26982,3.0,1,28,2.0,6900,4998,19717.666666666668,1
26983,3.0,1,54,1.0,6900,7542,39816.833333333336,1
26984,7.0,1,34,2.0,9300,8142,45470.666666666664,1
26985,4.0,1,40,2.0,9600,4290,35843.5,1
26986,2.0,2,59,3.0,1608,1266,33627.0,1
26987,5.5,1,46,2.0,2700,4140,29913.333333333332,1
26988,8.5,1,44,1.0,7200,840,45190.0,1
26989,6.0,1,60,2.0,8304,3000,21021.666666666668,1
26990,4.0,1,45,3.0,3600,960,33397.833333333336,1
26991,3.0,1,73,1.0,1074,960,11942.333333333334,1
26992,5.5,1,46,2.0,10110,2982,32372.5,1
26993,1.0,2,69,1.0,300,240,5323.5,1
26994,10.5,1,48,1.0,2700,1068,27178.0,1
26995,6.0,1,46,2.0,3390,2682,22705.333333333332,1
26996,4.5,1,40,1.0,4080,3840,26595.333333333332,1
26997,7.5,1,48,2.0,4260,2700,28736.333333333332,1
26998,9.0,1,40,1.0,1350,3378,27963.5,1
26999,3.0,1,49,1.0,6300,1500,17736.833333333332,1
27000,5.0,1,41,1.0,4104,1500,14264.5,1
27001,6.5,1,37,1.0,0,774,15810.0,1
27003,8.0,1,37,2.0,1800,3810,18392.666666666668,1
27004,8.0,1,37,2.0,8400,2838,20903.833333333332,1
27005,7.0,1,41,3.0,13200,4200,49875.333333333336,1
27006,2.0,1,55,1.0,4800,3750,22572.0,1
27007,5.0,2,49,2.0,11400,3924,36465.0,1
27010,11.0,1,49,2.0,5310,4290,23064.0,1
27011,3.0,1,51,2.0,9600,2598,39225.833333333336,1
27012,6.0,1,59,1.0,4200,4200,19041.666666666668,1
27013,4.0,1,23,2.0,4200,3660,20569.333333333332,1
27014,5.0,1,43,1.0,8736,8538,27212.333333333332,1
27015,5.0,2,43,1.0,1230,660,15156.0,1
27016,2.0,1,33,2.0,4200,2370,20630.0,1
27017,11.0,1,43,2.0,8736,2316,40165.0,1
27018,4.5,1,44,3.0,5040,4698,39898.666666666664,1
27019,5.0,1,52,3.0,9600,5520,25591.666666666668,1
27021,3.0,1,37,2.0,15726,1770,49391.666666666664,1
27022,2.5,1,36,2.0,3000,780,19556.833333333332,1
27023,8.5,1,66,2.0,0,900,35994.666666666664,1
27024,4.0,1,46,1.0,10038,906,38260.0,1
27025,2.0,1,44,2.0,6600,2160,15935.0,0
27026,5.0,1,36,2.0,9792,2760,48717.666666666664,0
27027,9.0,1,45,1.0,6600,3900,55705.166666666664,0
27030,7.5,1,43,1.0,6378,1500,28571.666666666668,0
27031,4.5,2,20,3.0,10800,4680,33293.0,0
27032,5.0,1,55,2.0,13410,2400,28006.666666666668,0
27033,5.0,1,30,2.0,2352,1200,39136.666666666664,0
27034,5.0,1,41,3.0,6300,1800,26233.333333333332,0
27035,5.0,1,43,2.0,7692,4080,37200.0,0
27036,7.0,1,50,2.0,5400,2820,40060.0,0
27037,5.0,1,39,4.0,15720,3060,56772.333333333336,0
27038,2.5,2,64,1.0,6036,2400,52523.166666666664,0
27040,7.0,1,45,1.0,2400,1818,23100.0,0
27044,6.0,1,57,2.0,12420,816,59883.333333333336,0
27046,7.0,1,39,2.0,4032,900,22873.5,0
27047,5.0,1,50,1.0,2700,1200,12752.833333333334,0
27049,3.0,1,61,1.0,7200,900,33233.333333333336,0
27050,6.5,1,50,2.0,2400,1800,33834.333333333336,0
27053,3.0,1,61,1.0,6000,2430,25797.166666666668,1
27054,4.0,1,55,1.0,2130,2880,27411.666666666668,1
27055,3.0,1,23,1.0,1938,990,21893.333333333332,1
27056,6.0,1,52,2.0,6000,1896,33100.0,1
27057,8.0,2,51,1.0,8082,2400,50179.166666666664,1
27058,2.0,1,62,1.0,4800,2400,16523.333333333332,1
27059,5.0,2,45,4.0,14400,2568,57886.666666666664,1
27061,5.0,1,38,2.0,4200,1500,22385.666666666668,1
27062,2.0,1,30,2.0,2400,1200,38646.166666666664,1
27063,5.0,2,26,2.0,7620,1980,50443.333333333336,1
27064,4.0,1,45,1.0,5580,1650,34638.333333333336,1
27065,7.0,1,41,2.0,4302,1200,16205.333333333334,1
27067,2.0,1,64,1.0,2820,1500,14666.0,1
27068,8.5,1,45,2.0,12600,3000,39204.666666666664,1
27069,5.5,1,53,2.0,13320,2550,29890.0,1
