,index,Sex,Urbanity,FamilySize,Age,Education,Lighting,TV,Refrigeration,AC,w
364,364,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
365,365,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
366,366,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
367,367,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
368,368,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
369,369,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
370,370,sex_female,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
371,371,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
372,372,sex_female,Urbanity_Urban,Size_4,age_26_35,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
373,373,sex_male,Urbanity_Rural,Size_7,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
374,374,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
375,375,sex_female,Urbanity_Urban,Size_9,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
376,376,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
377,377,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
378,378,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
379,379,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
380,380,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
381,381,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
382,382,sex_female,Urbanity_Urban,Size_4,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
383,383,sex_female,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
384,384,sex_female,Urbanity_Urban,Size_9,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
385,385,sex_female,Urbanity_Urban,Size_7,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
386,386,sex_male,Urbanity_Rural,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
387,387,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
388,388,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
389,389,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
390,390,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
391,391,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
392,392,sex_male,Urbanity_Rural,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
393,393,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
394,394,sex_male,Urbanity_Urban,Size_10,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
395,395,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
396,396,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
397,397,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
398,398,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
399,399,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
400,400,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
401,401,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
402,402,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
403,403,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
404,404,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
405,405,sex_male,Urbanity_Rural,Size_2,age_66_75,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
406,406,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
407,407,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
408,408,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
409,409,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
410,410,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
411,411,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
412,412,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
413,413,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
414,414,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
415,415,sex_female,Urbanity_Rural,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
416,416,sex_male,Urbanity_Rural,Size_3,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
417,417,sex_female,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
418,418,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
419,419,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
420,420,sex_female,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
421,421,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
422,422,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
423,423,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
424,424,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
425,425,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
426,426,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
427,427,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
428,428,sex_female,Urbanity_Urban,Size_7,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
429,429,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
430,430,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_no,AC_yes,47.56991525423729
431,431,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
432,432,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
433,433,sex_female,Urbanity_Urban,Size_1,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
434,434,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
435,435,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
436,436,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
437,437,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
438,438,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
439,439,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
440,440,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
441,441,sex_male,Urbanity_Rural,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
442,442,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
443,443,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
444,444,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
445,445,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
446,446,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
447,447,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
448,448,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
449,449,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
450,450,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
451,451,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
452,452,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
453,453,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
454,454,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
455,455,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
456,456,sex_male,Urbanity_Urban,Size_5,age_66_75,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
457,457,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
458,458,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
459,459,sex_male,Urbanity_Urban,Size_7,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
460,460,sex_female,Urbanity_Urban,Size_7,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
461,461,sex_female,Urbanity_Urban,Size_6,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
462,462,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
463,463,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
464,464,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
465,465,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
466,466,sex_male,Urbanity_Rural,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
467,467,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
468,468,sex_female,Urbanity_Urban,Size_4,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
469,469,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
470,470,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
471,471,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
472,472,sex_male,Urbanity_Rural,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
473,473,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
474,474,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
475,475,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
476,476,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
477,477,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
478,478,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
479,479,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
480,480,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
481,481,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
482,482,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
483,483,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
484,484,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
485,485,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
486,486,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
487,487,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
488,488,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
489,489,sex_female,Urbanity_Urban,Size_9,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
490,490,sex_female,Urbanity_Rural,Size_6,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
491,491,sex_male,Urbanity_Urban,Size_6,age_26_35,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
492,492,sex_male,Urbanity_Rural,Size_7,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
493,493,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
494,494,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
495,495,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
496,496,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
497,497,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
498,498,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
499,499,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
500,500,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
501,501,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
502,502,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
503,503,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_no,47.56991525423729
504,504,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
505,505,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
506,506,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
507,507,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
508,508,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
509,509,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
510,510,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
511,511,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
512,512,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
513,513,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
514,514,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
515,515,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
516,516,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
517,517,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
518,518,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
519,519,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
520,520,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
521,521,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
522,522,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
523,523,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
524,524,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
525,525,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
526,526,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
527,527,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
528,528,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
529,529,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
530,530,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
531,531,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
532,532,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
533,533,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
534,534,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
535,535,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
536,536,sex_female,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
537,537,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
538,538,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
539,539,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
540,540,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
541,541,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
542,542,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
543,543,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
544,544,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
545,545,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,47.56991525423729
