,index,i_Sex,i_Urbanity,i_FamilySize,i_Age,i_Education,e_Lighting,e_TV,e_Refrigeration,e_AC,Income,Electricity,Water,w,wf
474,474,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,228690.85830100003,138.418911256,173.06544619599998,47.56991525423729,137.38656645354553
475,475,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,181583.41174100002,121.333828341,133.493671824,47.56991525423729,29.826819329160344
476,476,sex_male,Urbanity_Rural,Size_1,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,207057.36248900002,116.77325265299999,141.105949127,47.56991525423729,0.0
477,477,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,291925.834432,148.07553204200002,211.489815947,47.56991525423729,22.606246977439355
478,478,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,172527.146526,111.06400979200001,127.783985648,47.56991525423729,57.319847183393605
479,479,sex_female,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,138221.857316,105.84574662200001,103.70223624399999,47.56991525423729,125.51295820272117
480,480,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,144838.487166,108.04920717899999,107.455538619,47.56991525423729,7.75131273170697
481,481,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,90307.3624618,86.9310412066,60.57124406,47.56991525423729,121.1757484344756
482,482,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,181769.476599,113.580349665,135.145132875,47.56991525423729,118.72196462273925
483,483,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,219501.39906599998,126.36151255600001,164.628467923,47.56991525423729,136.88747349152862
484,484,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,163573.634805,110.02529858,124.742709311,47.56991525423729,7.994892148433987
485,485,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,157092.43736500002,109.61854235700001,118.22461431100001,47.56991525423729,0.0
486,486,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,307315.935869,144.032755822,221.673756878,47.56991525423729,0.0
487,487,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,266037.27956500003,133.218144671,197.735346682,47.56991525423729,0.0
488,488,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,322032.370415,160.521404725,226.59596491099998,47.56991525423729,0.0
489,489,sex_female,Urbanity_Urban,Size_9,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,268833.718541,141.443345505,190.777414273,47.56991525423729,0.0
490,490,sex_female,Urbanity_Rural,Size_6,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,166855.578406,110.53184097100001,111.64585562,47.56991525423729,20.77333015504162
491,491,sex_male,Urbanity_Urban,Size_6,age_26_35,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,198592.647179,130.35259193299999,145.424594053,47.56991525423729,0.0
492,492,sex_male,Urbanity_Rural,Size_7,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,186820.920622,112.79265112600001,126.639821924,47.56991525423729,0.0
493,493,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,177077.577667,115.703590801,125.282617081,47.56991525423729,61.482272924491674
494,494,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,316515.97503000003,155.166053212,228.855948495,47.56991525423729,44.4381741581658
495,495,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,269139.49405100005,144.26525197799998,192.564549465,47.56991525423729,41.70042757998475
496,496,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,223744.13441,131.925432902,168.715476716,47.56991525423729,0.0
497,497,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,268138.435629,133.46719505,193.81097678700002,47.56991525423729,61.183168092471305
498,498,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,246978.786248,129.809271084,173.449746207,47.56991525423729,55.1525217016432
499,499,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,216631.684565,126.26905477700001,163.916718955,47.56991525423729,75.48535605218291
500,500,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,237532.047835,142.141918218,166.918955466,47.56991525423729,86.80797529697452
501,501,sex_male,Urbanity_Rural,Size_1,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,52648.910207,74.1511733929,32.2212617768,47.56991525423729,19.65637193858371
502,502,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,237571.66798400003,135.31164767,168.80051039100002,47.56991525423729,38.10584357381781
503,503,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_no,204288.869126,82.86799999109999,153.041400408,47.56991525423729,44.99999905166731
504,504,sex_male,Urbanity_Urban,Size_1,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,258558.596925,139.609224963,183.23909765599998,47.56991525423729,0.0
505,505,sex_female,Urbanity_Urban,Size_1,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,264942.467284,142.299659545,188.99458666,47.56991525423729,0.0
506,506,sex_male,Urbanity_Rural,Size_4,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,218666.328629,124.91146289999999,145.734929018,47.56991525423729,50.18000434981511
507,507,sex_female,Urbanity_Urban,Size_6,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,297632.68100000004,142.96360197799999,210.574896621,47.56991525423729,0.0
508,508,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,122769.23963499999,104.305771764,92.40812689959999,47.56991525423729,63.112654839341644
509,509,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,255049.162158,135.828569854,176.90315678,47.56991525423729,109.37946326367845
510,510,sex_male,Urbanity_Urban,Size_7,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,216188.565436,122.239019679,154.094859888,47.56991525423729,55.19037230652675
511,511,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,183845.523739,129.008721232,138.746744804,47.56991525423729,26.56104760247307
512,512,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,282260.363439,141.778580519,205.9990785,47.56991525423729,47.46430304944352
513,513,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,159154.439771,103.47080637,117.867345251,47.56991525423729,7.994892148433987
514,514,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,250192.257529,131.474831234,181.54679608400002,47.56991525423729,109.37946326367845
515,515,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,113105.32501199999,98.0129137769,84.2042135563,47.56991525423729,94.76810843467297
516,516,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,204299.09985199998,123.273029005,147.434168433,47.56991525423729,106.64171668549739
517,517,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,271051.210564,133.407567474,198.60716805299998,47.56991525423729,0.0
518,518,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,267466.75385700003,140.200241642,196.86445853599997,47.56991525423729,171.7797666270579
519,519,sex_male,Urbanity_Rural,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,187167.468841,111.47317850399999,129.724117683,47.56991525423729,15.786804176302649
520,520,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,123666.070557,92.799286541,95.014940616,47.56991525423729,63.112654839341644
521,521,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,137045.388347,97.54845722399999,104.772764958,47.56991525423729,0.0
522,522,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,162671.589215,103.35459670700001,117.076495865,47.56991525423729,0.0
523,523,sex_female,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,270080.437423,133.840423748,194.542927254,47.56991525423729,0.0
524,524,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,145919.507085,105.478883164,110.88043919299999,47.56991525423729,7.75131273170697
525,525,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,166563.62050699999,107.610624086,129.053030715,47.56991525423729,0.0
526,526,sex_male,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,159322.429015,106.36319310799999,122.896471715,47.56991525423729,0.0
527,527,sex_male,Urbanity_Urban,Size_4,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,267324.253136,146.75047135399998,196.637418964,47.56991525423729,21.892911228752915
528,528,sex_female,Urbanity_Urban,Size_2,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,201798.033873,118.866200531,146.04935226,47.56991525423729,75.01559972022349
529,529,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,269055.17703200004,132.350860064,197.14364452700002,47.56991525423729,0.0
530,530,sex_male,Urbanity_Urban,Size_6,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,180469.769856,109.154295966,133.445032657,47.56991525423729,0.0
531,531,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,175013.461426,112.144703706,130.571977501,47.56991525423729,57.319847183393605
532,532,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,225554.16696399997,126.85446097100001,159.336794019,47.56991525423729,44.726556471262484
533,533,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,271093.035204,142.773316843,204.7862134,47.56991525423729,41.70042757998475
534,534,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,255313.43980300002,130.477519156,188.73846944,47.56991525423729,10.62240927271139
535,535,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,162353.599833,113.77413325200001,119.662939849,47.56991525423729,30.404254617218307
536,536,sex_female,Urbanity_Urban,Size_4,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,169633.77490699998,109.318869436,129.237914203,47.56991525423729,0.0
537,537,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,250952.984454,135.835030824,181.594467355,47.56991525423729,55.65161466366007
538,538,sex_female,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,116782.20110399999,98.6532605351,88.6814833971,47.56991525423729,95.26720139668994
539,539,sex_female,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,249671.183923,130.220766102,185.870481781,47.56991525423729,20.367593361275265
540,540,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,263951.62651,139.869196008,195.520988759,47.56991525423729,10.62240927271139
541,541,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,226392.06295599998,129.225234287,153.331479154,47.56991525423729,43.62618624321489
542,542,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,101186.314497,89.88393417399999,67.9933543767,47.56991525423729,29.513924376226388
543,543,sex_male,Urbanity_Urban,Size_3,age_66_75,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,282191.189678,136.864165077,200.96741464299998,47.56991525423729,123.08437849383385
544,544,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,242342.16995399998,126.094713018,179.000529075,47.56991525423729,45.22564943327935
545,545,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,270269.30239,133.42258548200002,193.40935927700002,47.56991525423729,0.0
546,546,sex_male,Urbanity_Urban,Size_3,age_26_35,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,121679.94158399999,95.97176779700001,86.9026340159,47.56991525423729,124.54410890874478
547,547,sex_female,Urbanity_Urban,Size_2,age_66_75,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,229103.722998,129.394002709,168.189010986,47.56991525423729,58.94451447630713
548,548,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,111079.64811600001,93.93024089379999,81.4941184963,47.56991525423729,0.0
549,549,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,113561.530753,91.2781733839,85.626025035,47.56991525423729,0.0
550,550,sex_male,Urbanity_Rural,Size_2,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,150928.018896,107.607288176,106.616413281,47.56991525423729,102.80359987926875
551,551,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,203485.929156,123.313790864,150.595731904,47.56991525423729,0.0
552,552,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,231702.909017,122.64426190799999,164.538894565,47.56991525423729,19.624920982531293
553,553,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,155744.336814,109.259537771,114.33189090299999,47.56991525423729,7.75131273170697
554,554,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,172059.078034,114.069465835,126.55885923,47.56991525423729,150.3774182180706
555,555,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,143752.810349,107.628471887,108.087869355,47.56991525423729,125.01386524070425
556,556,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,243791.42361,132.213019923,180.96924584299998,47.56991525423729,0.0
557,557,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,287408.494165,147.562096825,208.985311053,47.56991525423729,0.0
558,558,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,248307.63159200002,136.354907233,187.863119662,47.56991525423729,0.0
559,559,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,131880.929039,104.923778265,99.40396916120001,47.56991525423729,0.0
560,560,sex_male,Urbanity_Urban,Size_1,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,150303.750602,108.731765901,112.790892501,47.56991525423729,0.0
561,561,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,250244.28291900002,139.960152292,184.843663981,47.56991525423729,6.949482940503348
562,562,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,180992.311381,111.97254062,133.57406628,47.56991525423729,118.72196462273925
563,563,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,253545.751104,133.93125061700002,181.294894793,47.56991525423729,77.7240096683471
564,564,sex_female,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,286956.954454,150.412522648,206.61999234099997,47.56991525423729,47.9633960114604
565,565,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,258396.343367,136.927430333,185.847921383,47.56991525423729,77.7240096683471
566,566,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,119905.862698,94.3661252292,91.5667480615,47.56991525423729,63.112654839341644
567,567,sex_female,Urbanity_Urban,Size_6,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,270803.300678,133.28922524799998,199.854107852,47.56991525423729,0.0
568,568,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,298428.886579,148.538464945,220.539300602,47.56991525423729,13.360155850892436
569,569,sex_male,Urbanity_Urban,Size_6,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,247585.11175399998,132.295358016,183.073498153,47.56991525423729,42.27786286804272
570,570,sex_male,Urbanity_Urban,Size_6,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,255070.248254,133.16248528399998,187.882554653,47.56991525423729,10.62240927271139
571,571,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,246606.847446,131.82235563,184.211644955,47.56991525423729,19.86850039925831
572,572,sex_male,Urbanity_Urban,Size_5,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,210264.228071,124.09627937399999,153.37705930799999,47.56991525423729,0.0
573,573,sex_male,Urbanity_Urban,Size_7,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,311265.711176,156.251012946,227.996597683,47.56991525423729,44.4381741581658
574,574,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,229369.882676,132.246787174,169.269635725,47.56991525423729,19.624920982531293
575,575,sex_female,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,221005.85516799998,127.45912615200001,164.355634708,47.56991525423729,75.48535605218291
576,576,sex_female,Urbanity_Urban,Size_3,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,267698.849262,140.957604848,193.97404302099997,47.56991525423729,171.7797666270579
577,577,sex_male,Urbanity_Urban,Size_5,age_46_55,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,296524.469078,151.160414661,214.73976064,47.56991525423729,22.606246977439355
578,578,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,246795.076499,134.825271134,176.273839088,47.56991525423729,77.25425333638759
579,579,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,212990.51779,118.772411696,161.18140201,47.56991525423729,168.54292708685995
580,580,sex_male,Urbanity_Urban,Size_3,age_19_25,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,195460.76253900002,117.621664919,146.18376946200001,47.56991525423729,211.79859744361215
581,581,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,120272.95785699999,100.651528814,88.7762171984,47.56991525423729,63.112654839341644
582,582,sex_male,Urbanity_Rural,Size_3,age_46_55,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,208677.19636600002,116.715383442,140.781600049,47.56991525423729,113.21561529677712
583,583,sex_male,Urbanity_Urban,Size_2,age_26_35,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,240079.863923,134.469304618,164.363622791,47.56991525423729,77.25425333638759
584,584,sex_male,Urbanity_Rural,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,137417.37565499998,95.1191557929,94.3792847191,47.56991525423729,22.722930796244427
585,585,sex_male,Urbanity_Rural,Size_1,age_26_35,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,130287.765735,102.71685646200001,91.7807655686,47.56991525423729,0.0
586,586,sex_male,Urbanity_Urban,Size_1,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,236723.79659800002,132.169316857,173.407225909,47.56991525423729,38.10584357381781
587,587,sex_female,Urbanity_Urban,Size_1,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,198441.322013,124.233837245,154.495658561,47.56991525423729,4.211736362322302
588,588,sex_male,Urbanity_Urban,Size_2,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,207929.934772,125.239973781,158.53100343399998,47.56991525423729,74.98626309016605
589,589,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,221353.49287600003,127.02141951899999,165.25184648200002,47.56991525423729,0.0
590,590,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,278115.56132,141.381592197,199.609797914,47.56991525423729,47.46430304944352
591,591,sex_female,Urbanity_Rural,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,236974.21016,122.09868378899999,161.422882991,47.56991525423729,44.125279205231756
592,592,sex_female,Urbanity_Urban,Size_5,age_36_45,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,286466.01778600004,141.136918316,207.495388521,47.56991525423729,54.76079353478768
593,593,sex_male,Urbanity_Urban,Size_5,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,149728.512579,107.950663956,108.970675556,47.56991525423729,39.650345743765314
594,594,sex_male,Urbanity_Urban,Size_8,age_56_65,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,281940.87934600003,139.843173342,214.842147486,47.56991525423729,67.20465214105594
595,595,sex_female,Urbanity_Urban,Size_1,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,166893.753216,106.596606735,126.69819397399999,47.56991525423729,0.0
596,596,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,185428.53877400002,108.862743995,136.814534304,47.56991525423729,26.56104760247307
597,597,sex_male,Urbanity_Urban,Size_3,age_36_45,Education_Post_Graduate,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,249890.96884400002,140.90766159,177.625792874,47.56991525423729,148.70918569833714
598,598,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,223174.56632800002,132.851564145,166.164018063,47.56991525423729,136.88747349152862
599,599,sex_male,Urbanity_Urban,Size_4,age_46_55,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,151745.38363499998,99.8247135416,108.26757965700001,47.56991525423729,7.75131273170697
600,600,sex_male,Urbanity_Urban,Size_2,age_66_75,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,133445.128134,110.542484893,101.16553525100001,47.56991525423729,46.571813263465856
601,601,sex_male,Urbanity_Urban,Size_2,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,128303.82807999999,109.423186844,93.7981989858,47.56991525423729,0.0
602,602,sex_male,Urbanity_Urban,Size_4,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,292016.990278,154.605797959,210.465421433,47.56991525423729,0.0
603,603,sex_male,Urbanity_Urban,Size_3,age_46_55,Education_High_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,178187.241801,114.54234551,131.282532637,47.56991525423729,118.72196462273925
604,604,sex_male,Urbanity_Urban,Size_3,age_56_65,Education_College,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,276648.05869000003,139.572174225,192.135919202,47.56991525423729,47.46430304944352
605,605,sex_male,Urbanity_Urban,Size_1,age_56_65,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,120575.252847,107.943055344,90.8012186683,47.56991525423729,0.0
606,606,sex_male,Urbanity_Urban,Size_4,age_36_45,Education_Post_Secondary,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,228142.58573899997,128.03217230200002,164.75413986799998,47.56991525423729,51.28037457786262
607,607,sex_male,Urbanity_Urban,Size_2,age_36_45,Education_Elementary_School,Lighting_yes,TV_yes,Refrigeration_yes,AC_yes,117598.46279800001,98.0570529372,85.4127874071,47.56991525423729,94.76810843467297
