,Electricity,Income,Water,e_AC,e_Lighting,e_Refrigeration,e_TV,i_Age,i_Education,i_FamilySize,i_Sex,i_Urbanity,real_index,sw,w,wf
884,119.881196761,201610.574836,153.88293404799998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,884.0,81.0,1,1.211736362322302
885,106.986849596,161713.068164,112.845621719,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_3,sex_female,Urbanity_Rural,885.0,21.0,1,91.07869331535741
886,128.369021294,209851.513218,158.49431114,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,886.0,81.0,1,58.542927086859976
887,137.34101437799998,257331.225502,184.857159427,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_3,sex_female,Urbanity_Urban,887.0,81.0,1,35.654556699767085
888,124.26620266399999,213257.772091,154.792561272,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,888.0,81.0,1,55.542927086859976
889,114.548370332,200279.14427,148.69096422799998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,889.0,81.0,1,18.516506758206546
894,130.831340988,239435.791246,173.242185155,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,894.0,81.0,1,9.105843573817808
895,137.43340592299998,258506.751146,190.457810732,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,895.0,81.0,1,22.724009668347094
896,102.60239187200001,150006.61518599998,101.497337336,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Rural,896.0,21.0,1,79.80359987926876
897,141.747207823,276517.169784,198.688589463,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,897.0,81.0,1,39.625220069709655
898,132.37435133399998,252313.230717,178.853615091,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_female,Urbanity_Urban,898.0,81.0,1,49.20827866035401
899,144.967114264,279673.526428,205.90671999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_male,Urbanity_Urban,899.0,81.0,1,15.464303049443522
901,136.428170365,229003.879586,169.799857573,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,901.0,81.0,1,13.280374577862617
902,118.779929328,182632.025031,135.889139384,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,902.0,61.0,1,8.561047602473067
903,103.880010564,144229.79526500002,102.22964860799999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Rural,903.0,21.0,1,19.02907315142499
904,134.447243368,230044.142238,171.483885751,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,904.0,81.0,1,6.398744067298885
905,127.417033995,232368.938541,171.923425664,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,905.0,81.0,1,4.124013944548249
907,131.341423181,236773.919145,179.125181607,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,907.0,81.0,1,13.779467539879569
908,117.663757873,202320.323407,152.00480006200002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,908.0,81.0,1,0.7126434003053479
909,131.431945751,242255.104977,181.31948329,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,909.0,81.0,1,3.868500399258309
910,113.915870753,189999.737413,141.01901165200002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_4,sex_male,Urbanity_Urban,910.0,61.0,1,1.459412113741967
911,127.936877224,214106.644096,160.116527703,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,911.0,81.0,1,16.485356052182908
912,132.731382588,243520.271574,185.399992179,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Urban,912.0,81.0,1,8.124013944548249
913,147.05053663799998,286110.605953,208.642985105,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,913.0,81.0,1,9.861760522729288
914,140.361839585,262425.639236,192.25745348400002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,914.0,81.0,1,20.223102630363968
916,136.84292672700002,293123.018979,209.660121024,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Urban,916.0,81.0,1,13.76079353478768
917,152.155875719,304635.05749000004,215.41915691,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,917.0,81.0,1,5.360155850892436
918,149.967863205,314633.350318,221.914256011,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_female,Urbanity_Urban,918.0,81.0,1,7.859248812909305
919,148.08632927,308228.141,215.14460622599998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,919.0,81.0,1,2.3601558508924363
920,140.215847339,277806.2457,198.28094125799998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,920.0,81.0,1,15.963396011460397
921,137.665947446,267275.202157,194.88114109400001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,921.0,81.0,1,39.625220069709655
922,100.133477788,141071.326727,105.214523448,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,922.0,31.0,1,22.852948220438073
924,133.878214796,259304.165931,189.92393373299998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,924.0,81.0,1,34.878556225695405
925,135.837606111,258667.441499,187.56148307599997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_female,Urbanity_Urban,925.0,81.0,1,41.878556225695405
928,114.039815655,206372.198216,143.499610798,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Rural,928.0,51.0,1,3.7842924664827464
929,140.064962743,257299.738229,185.656020153,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,929.0,81.0,1,1.6224092727113906
931,102.68771703700001,142033.06210399998,103.74332057299999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,931.0,31.0,1,37.57181326346586
932,128.28511366700002,208170.459106,158.31887973,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,932.0,81.0,1,23.986263090166048
933,151.48526322799998,288883.516032,210.03570741599998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_female,Urbanity_Urban,933.0,81.0,1,2.8617605227292877
934,132.458124871,245727.563406,178.96877202599998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_female,Urbanity_Urban,934.0,81.0,1,4.367593361275265
935,125.32347416299999,220091.259361,162.470076296,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,935.0,81.0,1,40.887473491528624
936,133.841117709,239880.477787,168.072137809,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,936.0,81.0,1,12.105843573817808
937,137.47762947299998,255816.73510500003,181.804245575,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,937.0,81.0,1,22.724009668347094
938,140.310840115,256537.25786,185.92523009400003,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,938.0,81.0,1,18.724009668347094
939,93.9530638412,121194.927305,90.14327111520001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,939.0,31.0,1,39.11265483934165
940,128.57772141,206945.529164,154.987773231,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,940.0,81.0,1,33.98626309016605
942,144.20969192299998,272819.73434,196.78114224,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_2,sex_male,Urbanity_Urban,942.0,81.0,1,16.18316809247129
943,118.095244791,190851.123555,141.284509045,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,943.0,81.0,1,12.36809699563667
0,21.091560742999988,149866.762368,87.3412154304,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_male,Urbanity_Urban,,,4,4.0
1,24.846095895199994,190755.237515,114.9934704648,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,,,27,27.0
2,25.782668331799997,203914.036543,126.12884242560001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_female,Urbanity_Urban,,,4,4.0
3,25.393545932799995,228166.357154,132.62872802639998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,32,32.0
5,24.42258172359999,187211.889906,113.3780296336,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,21,21.0
6,22.744743730599993,171256.328961,103.58909958080001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_6,sex_female,Urbanity_Urban,,,10,10.0
7,30.1233227404,312824.598259,180.7403417264,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_female,Urbanity_Urban,,,7,7.0
8,22.354252995599992,138671.10313,82.48874504160001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,50,50.0
9,27.565756714599985,268963.156778,151.0594784552,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,102,102.0
12,26.904208069199996,213821.377695,125.53446395439998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,119,119.0
13,25.035965731399997,225914.072511,136.98663606719998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,85,85.0
14,24.96400548119999,220338.90007,134.7552599352,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,104,104.0
15,25.661178559199996,202248.75465,122.56564812239999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,83,83.0
17,25.772518042399994,235415.053822,131.9826559344,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_male,Urbanity_Urban,,,31,31.0
18,27.300124983199993,240827.012413,136.63695794560002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_1,sex_male,Urbanity_Urban,,,5,5.0
19,27.709523373599993,256859.364304,147.81531290879997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Urban,,,114,114.0
20,26.50004673059999,224180.370004,133.0185833768,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,95,95.0
22,25.90889784299999,229536.46453000003,128.967228756,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_7,sex_female,Urbanity_Urban,,,36,36.0
23,23.5802293152,186332.823158,111.88302437119998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,70,70.0
24,28.556078006999996,273130.856202,159.68248834320002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_5,sex_female,Urbanity_Urban,,,25,25.0
25,22.018210398199997,174250.71293900002,106.651806244,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,58,58.0
26,27.440301628399993,266180.104733,155.8103889336,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,95,95.0
27,26.4905088024,232759.234813,140.7925195864,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_female,Urbanity_Urban,,,30,30.0
28,21.490974390599987,145297.024637,88.24409442800001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,17,17.0
29,18.948111554199997,108191.019788,65.4225051692,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_1,sex_female,Urbanity_Urban,,,9,9.0
30,31.219953939199996,285736.246421,169.046723448,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_male,Urbanity_Urban,,,39,39.0
31,30.963144127999996,270315.664646,155.116713008,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,110,110.0
32,24.10014457839999,203372.545638,108.19843746320001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Rural,,,55,55.0
34,22.99648295259999,184337.61582,103.8562253424,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,,,26,26.0
36,25.48631177659999,204984.242623,121.450515964,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,52,52.0
37,26.947062092799996,258389.893166,146.2385278624,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,61,61.0
38,25.466434463199988,225948.47745700003,135.2072725376,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,30,30.0
39,28.495531486599987,253369.331904,141.325999136,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_3,sex_male,Urbanity_Urban,,,78,78.0
41,27.96303749559999,274191.460848,155.498178432,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_5,sex_male,Urbanity_Urban,,,13,13.0
43,23.660520948599995,195245.822134,110.62656816239999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_4,sex_female,Urbanity_Rural,,,9,9.0
44,20.452766391799997,133648.130409,80.878786264,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,49,49.0
45,27.742274649799995,271145.980173,157.389182376,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,104,104.0
46,29.14541691539999,282786.415916,163.813793,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_College,Size_3,sex_female,Urbanity_Urban,,,31,31.0
47,22.980206475999992,155938.826364,91.48216393039999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_4,sex_female,Urbanity_Urban,,,4,4.0
48,21.520522934599995,116502.276882,67.78570657968001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,49,49.0
49,29.1412807234,247783.996315,140.5684857312,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_3,sex_male,Urbanity_Urban,,,95,95.0
50,29.888281076200002,290545.09545100003,168.6737614944,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_College,Size_3,sex_female,Urbanity_Urban,,,96,96.0
51,22.803484943399994,166315.913788,97.2526447928,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,,,25,25.0
52,20.94108367039999,122174.884846,73.53395287167999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,25,25.0
53,19.546990188560002,120179.252897,70.70522816519998,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_2,sex_male,Urbanity_Urban,,,45,45.0
54,27.6740166452,256076.841561,143.6418284392,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,57,57.0
56,28.883142178,313187.44045,183.7526261624,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_female,Urbanity_Urban,,,8,8.0
57,23.33673755999999,213925.565785,115.91189935439999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_male,Urbanity_Rural,,,89,89.0
58,28.64821144199999,295046.936758,171.78413204479997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_5,sex_female,Urbanity_Urban,,,42,42.0
59,30.395970633399997,308986.388289,176.577780288,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_6,sex_male,Urbanity_Urban,,,10,10.0
61,22.509669120599995,185059.016458,109.44286072080001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,76,76.0
62,28.819610181,276012.150475,157.5051370536,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Urban,,,101,101.0
64,27.745820781199996,242474.529198,141.2447258032,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_5,sex_male,Urbanity_Urban,,,14,14.0
67,22.249095788599988,185581.641047,104.983141276,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_5,sex_male,Urbanity_Rural,,,32,32.0
68,28.068712425399994,260620.607177,146.3815718776,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,,,58,58.0
69,25.329834941599998,227647.634365,122.96956015999999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_female,Urbanity_Rural,,,69,69.0
74,30.038494318399998,274217.433192,156.7060635776,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,97,97.0
75,25.2963378874,197118.658193,116.3052211744,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Urban,,,13,13.0
76,25.315251992,213643.734668,127.871829368,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,39,39.0
78,29.1505320582,280729.640888,160.07263136,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_4,sex_male,Urbanity_Urban,,,18,18.0
79,24.6109461856,194957.249895,114.635042376,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_1,sex_male,Urbanity_Urban,,,2,2.0
81,25.026915045599992,202009.601997,118.36333749119999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,79,79.0
82,20.857766834999993,136988.118752,80.91613047439999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_3,sex_female,Urbanity_Urban,,,55,55.0
85,24.801208873999997,232660.292945,137.9457390328,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,32,32.0
86,23.331878295799996,213041.674424,126.10795437120001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,57,57.0
87,23.944881765399998,187757.671254,113.22699067439999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,17,17.0
88,28.016242896999998,267657.632062,152.818195008,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_3,sex_female,Urbanity_Urban,,,127,127.0
89,21.155463364399992,200883.561554,110.77767889680001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Rural,,,43,43.0
92,28.929723333999988,291902.750362,171.06341288000002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_76_85,Education_College,Size_3,sex_male,Urbanity_Urban,,,74,74.0
93,17.240095991999993,98324.3494585,50.21958973792,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_High_School,Size_2,sex_male,Urbanity_Rural,,,1,1.0
94,26.343945286199997,245035.305554,135.23481882160002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_2,sex_male,Urbanity_Urban,,,79,79.0
95,24.2863182368,187362.509339,110.226170088,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,20,20.0
96,22.125155505799995,205735.395288,107.95711660399999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Graduate,Size_3,sex_female,Urbanity_Rural,,,82,82.0
97,23.676714470799993,213162.855801,130.399209816,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_3,sex_male,Urbanity_Urban,,,94,94.0
98,22.977524263199996,169951.660778,98.0113211088,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Elementary_School,Size_5,sex_female,Urbanity_Urban,,,5,5.0
99,27.8072161124,264064.476785,149.37632988960002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_female,Urbanity_Urban,,,56,56.0
100,20.8334714752,129837.167267,75.2865977452,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Elementary_School,Size_3,sex_male,Urbanity_Urban,,,64,64.0
101,24.681672362,212379.226383,128.30711005839999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Secondary,Size_2,sex_male,Urbanity_Urban,,,56,56.0
102,25.967023563599994,238312.391875,134.7572115664,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,40,40.0
103,23.3595482816,172709.626355,103.38048596160002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_2,sex_male,Urbanity_Urban,,,22,22.0
105,27.03325711939999,249422.992872,142.89610195760002,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_6,sex_male,Urbanity_Urban,,,32,32.0
106,23.643954432,194533.912122,114.65410674879999,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_4,sex_female,Urbanity_Urban,,,17,17.0
108,23.865759672599992,195630.69879,104.542127728,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_College,Size_1,sex_female,Urbanity_Rural,,,18,18.0
111,28.493769730999986,266604.283964,150.46980527679997,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_3,sex_male,Urbanity_Urban,,,109,109.0
112,23.368711274799992,175419.065246,104.2454696824,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_3,sex_male,Urbanity_Urban,,,47,47.0
116,24.511761840599988,194702.642811,115.4067973912,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_High_School,Size_5,sex_female,Urbanity_Urban,,,18,18.0
117,25.867922694399994,234662.636003,139.17317281760003,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_2,sex_female,Urbanity_Urban,,,47,47.0
120,21.3862691092,146456.565245,80.622451224,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_56_65,Education_High_School,Size_3,sex_female,Urbanity_Rural,,,1,1.0
121,27.993591293199998,227400.542024,134.621995984,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_36_45,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,37,37.0
122,26.419458996599985,249335.875957,146.4280463656,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_66_75,Education_Post_Secondary,Size_4,sex_male,Urbanity_Urban,,,2,2.0
123,27.316144146599996,240754.66605,136.6381289088,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_Post_Graduate,Size_2,sex_male,Urbanity_Urban,,,36,36.0
124,25.53924472899999,202623.51174,112.51778768720001,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_High_School,Size_5,sex_male,Urbanity_Urban,,,2,2.0
128,26.7573718884,236620.891922,133.8436940688,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_26_35,Education_College,Size_2,sex_male,Urbanity_Urban,,,59,59.0
130,27.6444393436,255138.978691,150.7753897496,AC_yes,Lighting_yes,Refrigeration_yes,TV_yes,age_46_55,Education_College,Size_2,sex_male,Urbanity_Urban,,,57,57.0
