DOEID,TYPEHUQ,NWEIGHT,HDD65,CDD65,HDD30YR,CDD30YR,Climate_Region_Pub,UR,KOWNRENT,YEARMADE,NUMFLRS,NUMAPTS,WALLTYPE,ROOFTYPE,STORIES,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,AIRCOND,COOLTYPE,USEEL,ELWARM,ELECAUX,ELCOOL,ELWATER,ELFOOD,ELOTHER,HHSEX,EMPLOYHH,EDUCATION,NHSLDMEM,HHAGE,MONEYPY,TOTSQFT_EN,KWH,DOLLAREL,CUFEETNG,DOLLARNG,GALLONLP,DOLLARLP,GALLONFO,DOLLARFO,GALLONKER,BTUKER,DOLLARKER,BTUWOOD,TOTALBTU,TOTALDOL,TOTSQMT_EN
7482,Apartment,11475.23,5567.0,715.0,5673.0,844.0,1,U,Rented,1970,3,11,1,-2,-2,1,1,0,3,4,1,2,1,1,1,1,1,1,1,Female,1,collage,2,30,28164.96974012104,692.0,8491.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28971.0,985.0,64.356
7483,Apartment,7566.83,0.0,3781.0,9.0,3941.0,3,U,Rented,1972,-2,-2,7,5,-2,-2,1,0,1,1,0,-2,1,0,0,0,0,0,1,Female,1,collage,3,23,4694.161623353507,361.0,2559.0,619.0,0.0,0.0,421.0,1946.0,0.0,0.0,0.0,0.0,0.0,0.0,47181.0,2565.0,33.573
7484,House,5600.99,6192.0,493.0,6350.0,580.0,1,R,Owned,2004,-2,-2,7,5,20,4,3,0,3,7,1,1,1,0,0,1,0,0,1,Male,1,master,2,54,59459.38056247775,3329.0,9538.0,953.0,1285.0,1318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164257.0,2271.0,309.597
7485,Apartment,4470.66,6117.0,548.0,6150.0,687.0,1,U,Owned,1923,3,36,1,-2,-2,2,2,0,1,3,1,1,1,0,0,1,1,0,1,Male,1,doctorate,3,34,62588.821644713425,1432.0,7149.0,1135.0,195.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44380.0,1582.0,133.176
7486,House,6297.04,1111.0,2602.0,1080.0,2536.0,3,U,Owned,1981,-2,-2,4,5,10,4,2,0,4,8,1,1,1,1,0,1,1,1,1,Male,1,collage,5,42,40682.73406906373,2516.0,25127.0,2837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85733.0,2837.0,233.988
7487,House,9242.95,1302.0,3062.0,1295.0,2604.0,3,R,Owned,1992,-2,-2,2,5,10,2,1,0,2,4,1,2,1,1,0,1,1,1,1,Male,0,collage,2,62,15647.205411178356,840.0,10324.0,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35225.0,1279.0,78.12
7488,House,4702.48,4558.0,1384.0,4415.0,1730.0,4,U,Owned,1962,-2,-2,2,6,10,3,1,0,4,7,1,1,1,1,1,1,0,1,1,Male,1,collage,2,45,15647.205411178356,1674.0,5141.0,602.0,712.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90521.0,1392.0,155.682
7489,Apartment,10837.01,1930.0,2484.0,1937.0,2326.0,4,R,Rented,1970,-2,-2,1,5,-2,2,1,0,2,4,1,1,1,1,0,1,1,1,1,Female,0,collage,1,22,1251.7764328942685,625.0,5702.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19455.0,874.0,58.125
7490,House,3912.87,6854.0,347.0,6678.0,478.0,1,U,Owned,1950,-2,-2,3,6,10,3,1,0,1,4,0,-2,1,0,0,0,0,1,1,Male,1,collage,5,49,1251.7764328942685,1816.0,7499.0,1203.0,0.0,0.0,0.0,0.0,552.0,1356.0,0.0,0.0,0.0,0.0,102144.0,2559.0,168.888
7491,House,12948.27,3663.0,1454.0,3762.0,1392.0,4,U,Owned,1993,-2,-2,3,6,20,4,2,1,3,7,1,1,1,1,1,1,0,1,1,Male,0,collage,1,80,50071.05731577074,3034.0,7669.0,891.0,705.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98430.0,1831.0,282.162
7492,House,10608.9,5506.0,562.0,5285.0,767.0,4,U,Owned,1970,-2,-2,3,6,10,2,1,0,1,3,1,2,1,0,0,1,0,0,1,Female,1,doctorate,1,62,62588.821644713425,955.0,5149.0,1142.0,1279.0,2199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148666.0,3341.0,88.815
7493,House,6540.32,386.0,4099.0,397.0,3822.0,3,U,Owned,1960,-2,-2,7,6,10,3,2,0,3,6,1,1,1,1,0,1,1,1,1,Male,1,collage,2,46,59459.38056247775,2472.0,18447.0,2691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62941.0,2691.0,229.896
7494,Apartment,4065.83,6605.0,403.0,6587.0,498.0,1,U,Rented,1954,2,5,3,-2,-2,1,1,0,2,3,1,2,1,0,0,1,1,1,1,Male,1,master,3,61,28164.96974012104,687.0,2916.0,513.0,0.0,0.0,0.0,0.0,352.0,842.0,0.0,0.0,0.0,0.0,58836.0,1355.0,63.891
7495,House,9879.4,8248.0,291.0,8107.0,455.0,1,R,Owned,1920,-2,-2,3,6,20,5,1,0,2,7,0,-2,1,1,1,0,0,0,1,Male,1,collage,1,57,18776.646493414028,1651.0,3877.0,572.0,0.0,0.0,111.0,198.0,0.0,0.0,0.0,0.0,0.0,160000.0,23399.0,770.0,153.543
7496,House,14293.97,5027.0,882.0,5930.0,692.0,1,U,Owned,1920,-2,-2,3,5,20,3,1,1,3,6,1,1,1,0,0,1,0,0,1,Male,1,master,2,54,62588.821644713425,3289.0,5061.0,922.0,712.0,1107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90248.0,2029.0,305.877
7497,House,6026.67,1304.0,1987.0,1449.0,1755.0,2,U,Owned,1938,-2,-2,4,5,10,3,1,1,3,6,0,-2,1,0,0,0,1,1,1,Male,1,collage,6,25,28164.96974012104,1462.0,9978.0,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34045.0,1239.0,135.966
7498,Apartment,6190.86,5859.0,625.0,5707.0,746.0,1,U,Rented,1989,3,9,2,-2,-2,2,1,0,2,4,1,2,1,0,0,1,0,1,1,Male,1,collage,2,29,31294.410822356713,691.0,3504.0,822.0,0.0,0.0,0.0,0.0,481.0,1178.0,0.0,0.0,0.0,0.0,78606.0,2000.0,64.263
7499,House,4702.48,6061.0,822.0,5882.0,1175.0,4,R,Owned,1983,-2,-2,3,5,10,3,2,0,4,7,1,1,1,0,0,1,0,1,1,Male,0,master,2,65,34423.85190459238,3661.0,9436.0,1817.0,686.0,814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102511.0,2631.0,340.473
7500,House,7535.95,2503.0,2236.0,2435.0,2531.0,3,U,Owned,2000,-2,-2,1,5,10,4,2,0,3,7,1,1,1,1,1,1,0,1,1,Male,1,master,3,39,59459.38056247775,1745.0,14217.0,1875.0,437.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93301.0,2298.0,162.285
7501,House,11079.64,3970.0,1368.0,4072.0,1484.0,4,R,Owned,2000,-2,-2,3,5,10,3,2,0,4,7,1,1,1,0,0,1,0,1,1,Male,1,master,4,28,25035.52865788537,1584.0,9202.0,964.0,517.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84390.0,1577.0,147.312
7502,Apartment,7173.09,2262.0,1539.0,2496.0,1513.0,2,U,Rented,1985,-2,-2,2,5,-2,1,1,0,2,3,1,1,1,0,0,1,1,1,1,Female,0,primary,4,33,4694.161623353507,552.0,3478.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11867.0,314.0,51.336
7503,House,15623.27,5313.0,827.0,5210.0,1011.0,1,R,Owned,1965,-2,-2,3,5,10,3,2,0,7,10,1,1,1,1,1,1,1,1,1,Male,1,doctorate,4,37,59459.38056247775,3428.0,13934.0,1418.0,0.0,0.0,0.0,0.0,470.0,953.0,0.0,0.0,0.0,0.0,112728.0,2371.0,318.804
7504,Apartment,6469.84,2267.0,1536.0,2265.0,1491.0,2,U,Rented,1978,-2,-2,2,5,-2,2,1,0,3,5,1,1,1,1,0,1,0,1,1,Female,0,collage,3,38,9388.323246707014,940.0,6360.0,637.0,250.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47325.0,841.0,87.42
7505,Apartment,8198.75,1321.0,2841.0,1389.0,2595.0,3,U,Rented,1980,-2,-2,2,5,-2,1,1,0,2,3,1,1,1,1,0,1,1,1,1,Male,0,collage,1,66,21906.087575649697,960.0,11705.0,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39937.0,1508.0,89.28
7506,House,5865.89,5447.0,760.0,5460.0,961.0,1,U,Owned,1999,-2,-2,1,5,10,3,3,0,2,5,1,1,1,1,0,1,0,1,1,Female,0,primary,1,85,6258.882164471343,3270.0,3113.0,381.0,1021.0,927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115275.0,1308.0,304.11
7507,House,9229.28,3633.0,1466.0,3693.0,1419.0,4,R,Owned,1987,-2,-2,3,6,20,4,2,1,7,11,1,1,1,1,0,1,1,1,1,Male,1,collage,3,52,62588.821644713425,3680.0,28017.0,2838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,95594.0,2838.0,342.24
7508,Apartment,7518.43,1225.0,3172.0,1030.0,3266.0,3,U,Rented,1980,1,12,2,-2,-2,2,2,0,3,5,1,1,1,1,0,1,1,1,1,Female,1,collage,2,62,31294.410822356713,413.0,14960.0,2108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51044.0,2108.0,38.409
7509,Apartment,8230.33,1195.0,576.0,1556.0,824.0,2,U,Rented,1998,2,6,4,-2,-2,3,2,0,1,4,1,1,1,0,0,1,0,0,1,Male,0,master,4,30,59459.38056247775,2292.0,6171.0,917.0,247.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46373.0,1191.0,213.156
7510,House,5211.54,4825.0,354.0,4517.0,228.0,5,U,Owned,1966,-2,-2,2,8,20,3,2,1,6,9,0,-2,1,1,1,0,0,0,1,Male,0,master,2,70,40682.73406906373,2036.0,5905.0,589.0,541.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,75601.0,1412.0,189.34799999999998
7511,House,8064.03,3605.0,1291.0,3176.0,1551.0,4,U,Owned,2006,-2,-2,3,1,20,5,4,0,4,9,1,1,1,0,0,1,0,1,1,Female,1,master,4,51,50071.05731577074,4280.0,12809.0,1399.0,1158.0,1617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162399.0,3016.0,398.04
7512,House,11362.76,3520.0,1393.0,3195.0,1488.0,4,R,Rented,1972,-2,-2,1,5,10,4,2,0,4,8,1,1,1,1,0,1,1,1,1,Male,0,doctorate,2,55,40682.73406906373,2167.0,19774.0,2000.0,0.0,0.0,170.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,82951.0,2393.0,201.531
7513,Apartment,6520.7,140.0,4494.0,212.0,4055.0,3,U,Rented,1950,-2,-2,7,5,-2,-2,1,0,1,1,0,-2,1,0,0,0,1,1,1,Female,0,master,2,82,9388.323246707014,690.0,6636.0,831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22642.0,831.0,64.17
7514,House,7632.08,8212.0,259.0,8117.0,465.0,1,R,Owned,2005,-2,-2,3,6,10,2,1,0,3,5,1,1,1,0,0,1,1,1,1,Female,0,collage,2,68,28164.96974012104,1071.0,9995.0,1146.0,523.0,576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87711.0,1722.0,99.603
7515,Apartment,15921.21,6177.0,568.0,6334.0,784.0,1,U,Rented,1978,12,313,1,-2,-2,1,1,0,2,3,1,1,1,0,0,1,0,0,1,Male,0,collage,3,54,4694.161623353507,538.0,3284.0,381.0,675.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80393.0,1141.0,50.034
7516,Apartment,7269.06,3110.0,1747.0,3119.0,1581.0,4,U,Rented,1982,1,35,1,-2,-2,1,1,0,2,3,1,1,1,1,0,1,1,1,1,Female,1,master,1,53,18776.646493414028,687.0,9153.0,987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31230.0,987.0,63.891
7517,House,7264.47,1210.0,797.0,1095.0,1276.0,2,U,Owned,1960,-2,-2,4,5,10,3,1,1,3,6,0,-2,1,0,0,0,0,0,1,Male,0,primary,2,77,1251.7764328942685,1205.0,2291.0,338.0,453.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54250.0,860.0,112.065
7518,House,9620.54,4888.0,861.0,4642.0,1184.0,4,U,Owned,1975,-2,-2,3,5,31,3,2,1,4,7,1,1,1,1,0,1,1,1,1,Male,1,master,2,54,59459.38056247775,2486.0,12749.0,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43500.0,2037.0,231.198
7519,House,7131.08,3671.0,1049.0,3681.0,918.0,2,U,Owned,1985,-2,-2,9,5,10,3,2,0,2,5,1,1,1,0,0,1,1,1,1,Male,1,collage,2,49,62588.821644713425,2080.0,14293.0,1989.0,0.0,0.0,118.0,282.0,0.0,0.0,0.0,0.0,0.0,40000.0,59545.0,2271.0,193.44
7520,Apartment,8576.35,1501.0,3393.0,1599.0,2894.0,3,U,Rented,1962,2,20,3,-2,-2,-2,1,0,1,1,1,1,1,0,0,1,1,0,1,Female,0,collage,2,36,3129.4410822356713,538.0,8586.0,1063.0,115.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41083.0,1192.0,50.034
7521,House,4625.84,5627.0,674.0,5468.0,858.0,1,U,Rented,1971,-2,-2,3,5,20,4,2,1,4,8,0,-2,1,1,0,0,0,1,1,Female,1,master,2,39,40682.73406906373,1806.0,6355.0,677.0,821.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105836.0,1392.0,167.958
7522,Apartment,10807.79,1022.0,3870.0,1455.0,3657.0,2,U,Rented,1997,2,12,4,-2,-2,3,2,1,2,5,1,1,1,1,0,1,1,1,1,Female,0,collage,3,57,6258.882164471343,1259.0,10697.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36498.0,1099.0,117.087
7523,House,8236.3,4959.0,355.0,4764.0,242.0,5,U,Owned,1960,-2,-2,2,5,10,4,2,0,3,7,0,-2,1,1,0,0,1,1,1,Female,0,master,2,71,9388.323246707014,2292.0,22480.0,2030.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2015.0,40.0,0.0,78717.0,2070.0,213.156
7524,House,14797.17,5495.0,732.0,5448.0,964.0,4,U,Owned,1981,-2,-2,1,6,10,3,2,0,3,6,1,1,1,1,1,1,1,1,1,Male,1,master,3,25,46941.61623353507,2268.0,14747.0,1415.0,0.0,0.0,67.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,56436.0,1594.0,210.924
7525,House,9210.66,3656.0,1303.0,3671.0,1325.0,4,U,Owned,1985,-2,-2,5,1,31,3,2,1,4,7,1,1,1,0,0,1,0,0,1,Male,0,master,1,48,12517.764328942685,3205.0,5293.0,797.0,207.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,39278.0,1029.0,298.065
7526,House,7009.47,1580.0,3181.0,1661.0,2759.0,3,U,Owned,1935,-2,-2,3,5,10,3,2,0,4,7,1,1,1,1,1,1,1,1,1,Male,0,collage,3,74,31294.410822356713,1887.0,13743.0,1643.0,0.0,0.0,466.0,955.0,0.0,0.0,0.0,0.0,0.0,0.0,89450.0,2598.0,175.49099999999999
7527,House,12169.28,6090.0,621.0,6073.0,818.0,1,U,Owned,1970,-2,-2,1,5,10,3,2,1,5,8,1,1,1,1,0,1,0,1,1,Female,1,collage,3,44,75106.58597365611,1496.0,10120.0,1308.0,1139.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151277.0,2568.0,139.128
7528,House,2894.87,4890.0,1021.0,4945.0,1218.0,4,U,Rented,1975,-2,-2,3,5,40,3,1,1,2,5,1,1,1,0,0,1,0,0,1,Female,0,master,3,46,3129.4410822356713,3782.0,14128.0,1218.0,687.0,992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118623.0,2210.0,351.726
7529,House,7503.02,2723.0,691.0,2276.0,624.0,5,U,Owned,1957,-2,-2,4,5,10,3,2,0,2,5,1,2,1,0,0,1,0,0,1,Male,1,master,3,35,75106.58597365611,1000.0,6697.0,918.0,603.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,84658.0,1602.0,93.0
7530,House,7827.84,2270.0,2553.0,2342.0,2676.0,3,U,Owned,1920,-2,-2,4,5,10,2,2,0,2,4,1,2,1,0,0,1,0,0,1,Female,0,collage,2,85,15647.205411178356,1436.0,8513.0,1054.0,303.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60104.0,1475.0,133.548
7531,Apartment,9507.25,7267.0,264.0,7370.0,304.0,1,U,Rented,1920,-2,-2,2,6,-2,2,1,0,6,8,0,-2,1,0,0,0,1,1,1,Male,0,doctorate,1,66,75106.58597365611,1029.0,2562.0,408.0,653.0,1114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75675.0,1522.0,95.697
7532,House,7131.08,2884.0,965.0,2823.0,809.0,5,R,Owned,2003,-2,-2,3,1,10,3,3,1,8,11,1,1,1,0,0,1,0,1,1,Male,0,doctorate,2,66,62588.821644713425,2596.0,5496.0,794.0,0.0,0.0,665.0,1700.0,0.0,0.0,0.0,0.0,0.0,10000.0,79487.0,2494.0,241.428
7533,House,5408.13,6486.0,719.0,6611.0,882.0,1,U,Owned,2002,-2,-2,2,5,10,2,2,0,3,5,1,1,1,0,0,1,0,1,1,Male,0,master,1,67,31294.410822356713,2877.0,10195.0,1005.0,709.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107458.0,1484.0,267.561
7534,House,15585.43,5491.0,566.0,5562.0,776.0,1,U,Rented,2007,-2,-2,3,5,10,3,2,0,2,5,1,1,1,0,0,1,0,1,1,Male,1,collage,4,50,28164.96974012104,1225.0,5682.0,694.0,557.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76480.0,1343.0,113.925
7535,House,10352.14,1899.0,2522.0,1948.0,2286.0,4,R,Owned,2003,-2,-2,1,5,10,4,3,1,4,8,1,1,1,0,0,1,1,1,1,Female,0,master,5,38,75106.58597365611,8460.0,25182.0,2865.0,0.0,0.0,385.0,950.0,0.0,0.0,0.0,0.0,0.0,10000.0,121083.0,3815.0,786.78
7536,House,8393.98,2302.0,307.0,3022.0,69.0,5,U,Rented,1950,-2,-2,3,5,10,2,2,0,3,5,0,-2,1,0,0,0,0,0,1,Male,1,doctorate,2,57,75106.58597365611,1273.0,3354.0,397.0,298.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41989.0,696.0,118.389
7537,House,7951.52,16.0,3673.0,0.0,4079.0,3,U,Rented,1991,-2,-2,7,6,10,7,3,1,4,11,1,2,1,0,0,1,0,0,1,Male,0,collage,7,28,75106.58597365611,2834.0,18218.0,4545.0,121.0,440.0,332.0,1613.0,0.0,0.0,0.0,0.0,0.0,0.0,104884.0,6598.0,263.562
7538,House,18273.44,5069.0,1004.0,5319.0,1067.0,1,U,Owned,1940,-2,-2,1,5,10,3,1,0,3,6,1,1,1,0,0,1,0,1,1,Male,1,collage,1,50,15647.205411178356,1109.0,3023.0,377.0,501.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61667.0,1116.0,103.137
7539,House,11053.09,1273.0,3121.0,1319.0,2680.0,3,R,Owned,1993,-2,-2,3,3,10,4,2,0,3,7,1,1,1,1,1,1,1,1,1,Female,1,master,1,46,40682.73406906373,1456.0,10058.0,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34318.0,1392.0,135.408
7540,House,16137.47,6543.0,598.0,6238.0,928.0,1,U,Owned,2001,-2,-2,9,5,20,4,3,1,6,10,1,1,1,1,1,1,0,0,1,Female,1,collage,5,53,75106.58597365611,6112.0,16571.0,1959.0,2212.0,1736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283270.0,3695.0,568.4159999999999
7541,House,7577.54,2018.0,2878.0,2150.0,2925.0,3,U,Owned,1958,-2,-2,1,5,10,4,2,0,3,7,1,1,1,0,0,1,0,0,1,Female,1,collage,2,42,37553.292986828055,1599.0,10103.0,1409.0,395.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74959.0,1933.0,148.707
7542,House,7535.95,2443.0,2291.0,2474.0,2490.0,3,U,Owned,2003,-2,-2,1,5,10,4,2,0,4,8,1,1,1,0,0,1,0,1,1,Female,1,collage,4,37,62588.821644713425,2000.0,17536.0,2267.0,623.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123691.0,3046.0,186.0
7543,House,10215.14,3398.0,1623.0,3505.0,1568.0,4,U,Owned,1993,-2,-2,1,6,20,4,2,1,4,8,1,1,1,0,0,1,0,1,1,Male,1,master,3,61,75106.58597365611,3203.0,14757.0,1694.0,929.0,1247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145574.0,2941.0,297.879
7544,House,2954.4,4234.0,1514.0,4430.0,1693.0,4,U,Owned,1950,-2,-2,3,5,10,3,2,1,3,6,1,1,1,0,0,1,1,0,1,Female,0,primary,2,66,62588.821644713425,3065.0,12036.0,950.0,803.0,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,123375.0,2055.0,285.045
7545,House,6873.74,965.0,3110.0,976.0,2907.0,3,U,Rented,1953,-2,-2,7,6,10,3,2,0,3,6,1,1,1,1,0,1,1,1,1,Female,2,master,2,49,75106.58597365611,1969.0,13144.0,1872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44847.0,1872.0,183.117
7546,Apartment,6070.64,3088.0,1697.0,3137.0,1700.0,4,U,Rented,1983,-2,-2,3,5,-2,1,1,0,4,5,1,1,1,1,1,1,0,0,1,Female,1,collage,2,42,46941.61623353507,1308.0,6452.0,719.0,410.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,64039.0,1371.0,121.644
7547,House,12407.57,5959.0,558.0,5882.0,717.0,1,U,Owned,1989,-2,-2,3,5,20,4,2,0,4,8,0,-2,1,1,0,0,1,1,1,Male,1,master,2,46,28164.96974012104,3700.0,16140.0,2647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55070.0,2647.0,344.1
7548,Apartment,5595.83,6935.0,340.0,6615.0,558.0,1,U,Rented,1920,9,160,1,-2,-2,2,2,0,2,4,1,1,1,1,0,1,1,1,1,Female,1,master,1,32,43812.175151299394,968.0,5443.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18572.0,899.0,90.024
7549,Apartment,8943.86,2238.0,1556.0,2297.0,1471.0,2,U,Rented,1952,2,19,4,-2,-2,1,1,0,2,3,1,2,1,1,1,1,0,1,1,Female,2,collage,1,28,6258.882164471343,599.0,3691.0,390.0,0.0,0.0,78.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,19745.0,569.0,55.707
7550,House,6193.32,2403.0,2004.0,2013.0,2365.0,2,U,Owned,1956,-2,-2,4,5,10,3,2,0,3,6,0,-2,1,1,1,0,0,0,1,Female,0,collage,2,65,1564.7205411178356,2001.0,6643.0,683.0,464.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70226.0,1075.0,186.093
7551,House,4702.48,5992.0,839.0,5559.0,1261.0,4,R,Rented,1920,-2,-2,3,5,20,4,1,0,3,7,1,1,1,0,0,1,0,1,1,Female,1,master,3,45,18776.646493414028,2538.0,6722.0,1542.0,878.0,997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112930.0,2539.0,236.034
7552,House,6004.19,61.0,4977.0,79.0,4838.0,3,U,Owned,1960,-2,-2,7,5,10,3,2,0,4,7,1,1,1,0,0,1,0,1,1,Female,1,collage,4,44,28164.96974012104,1976.0,28559.0,3651.0,215.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119481.0,4171.0,183.768
7553,House,11330.02,5992.0,739.0,5978.0,959.0,1,U,Owned,1984,-2,-2,3,6,10,3,2,0,7,10,1,1,1,1,1,1,0,1,1,Female,1,collage,2,57,43812.175151299394,2412.0,7810.0,743.0,583.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86406.0,1271.0,224.316
7554,House,12046.39,6714.0,384.0,6852.0,548.0,1,R,Owned,1973,-2,-2,2,5,10,3,1,0,3,6,1,2,1,0,0,1,0,1,1,Female,1,collage,2,49,46941.61623353507,2800.0,3920.0,498.0,879.0,991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,103473.0,1489.0,260.4
7555,House,16137.47,5738.0,732.0,5790.0,1024.0,1,U,Rented,1998,-2,-2,1,6,20,4,3,1,4,8,1,1,1,0,0,1,0,0,1,Female,2,doctorate,2,62,4694.161623353507,3305.0,10897.0,1387.0,2087.0,2077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251099.0,3464.0,307.365
7556,House,11849.23,4325.0,1311.0,4366.0,1469.0,4,U,Rented,1940,-2,-2,1,6,20,4,1,1,3,7,1,2,1,0,0,1,0,1,1,Female,1,collage,5,56,28164.96974012104,2303.0,7938.0,1266.0,1854.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217119.0,3966.0,214.179
7557,House,8159.84,7120.0,324.0,7610.0,381.0,1,R,Owned,1978,-2,-2,3,6,10,3,2,1,5,8,1,2,1,1,1,1,1,1,1,Female,1,collage,2,54,75106.58597365611,2365.0,13080.0,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,44629.0,1885.0,219.945
7558,House,8338.14,7198.0,293.0,7274.0,354.0,1,U,Owned,1989,-2,-2,2,6,40,3,2,1,3,6,1,2,1,1,1,1,0,1,1,Male,1,collage,3,48,28164.96974012104,3035.0,9575.0,1371.0,792.0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113850.0,2408.0,282.255
7559,Apartment,7261.51,7890.0,503.0,7014.0,828.0,1,U,Rented,1960,3,20,1,-2,-2,1,1,0,1,2,1,2,1,0,0,1,1,1,1,Female,1,master,1,28,18776.646493414028,740.0,6196.0,771.0,0.0,0.0,0.0,0.0,345.0,734.0,0.0,0.0,0.0,0.0,68971.0,1505.0,68.82
7560,House,5878.4,631.0,3773.0,572.0,3490.0,3,R,Owned,1989,-2,-2,4,3,10,3,2,1,5,8,1,1,1,1,0,1,1,1,1,Female,1,master,2,46,75106.58597365611,1760.0,38175.0,4619.0,65.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136916.0,4750.0,163.68
7561,House,2676.1,5168.0,1012.0,5205.0,1283.0,4,U,Owned,2000,-2,-2,3,6,10,4,3,0,6,10,1,1,1,0,0,1,0,1,1,Male,1,master,4,42,37553.292986828055,4199.0,15307.0,1207.0,1086.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163542.0,2549.0,390.507
