,Age,ConstructionType,ConstructionYear,Energy,Gender,HHSize,Income,Waste,Water,w
9575,21,"ouvert, fermes, châteaux",1934,30,homme,2.45,20680.0,134.1,55,37.16
9576,42,"ouvert, fermes, châteaux",1981,30,homme,2.45,20680.0,134.1,55,37.16
9577,12,"ouvert, fermes, châteaux",1900,30,femme,2.45,20680.0,134.1,55,37.16
9578,75,demi-fermé,1967,30,femme,2.45,20680.0,134.1,55,37.16
9579,53,fermé,1904,30,homme,2.45,20680.0,134.1,55,37.16
9580,17,"ouvert, fermes, châteaux",1941,30,femme,2.45,20680.0,134.1,55,37.16
9581,38,demi-fermé,1971,30,homme,2.45,20680.0,134.1,55,37.16
9582,53,"ouvert, fermes, châteaux",1900,30,femme,2.45,20680.0,134.1,55,37.16
9583,32,demi-fermé,1912,30,femme,2.45,20680.0,134.1,55,37.16
9584,75,"ouvert, fermes, châteaux",1934,30,femme,2.45,20680.0,134.1,55,37.16
9585,63,fermé,1934,30,femme,2.45,20680.0,134.1,55,37.16
9586,2,"ouvert, fermes, châteaux",1923,30,femme,2.45,20680.0,134.1,55,37.16
9587,15,"ouvert, fermes, châteaux",1981,30,homme,2.45,20680.0,134.1,55,37.16
9589,12,"ouvert, fermes, châteaux",1952,30,homme,2.45,20680.0,134.1,55,37.16
9590,50,demi-fermé,1922,30,femme,2.45,20680.0,134.1,55,37.16
9591,51,"ouvert, fermes, châteaux",1981,30,femme,2.45,20680.0,134.1,55,37.16
9592,35,"ouvert, fermes, châteaux",1900,30,homme,2.45,20680.0,134.1,55,37.16
9594,60,"ouvert, fermes, châteaux",1900,30,femme,2.45,20680.0,134.1,55,37.16
9595,10,demi-fermé,1981,30,femme,2.45,20680.0,134.1,55,37.16
9596,46,"ouvert, fermes, châteaux",1900,30,homme,2.45,20680.0,134.1,55,37.16
9597,15,"ouvert, fermes, châteaux",1979,30,femme,2.45,20680.0,134.1,55,37.16
9598,21,"ouvert, fermes, châteaux",1960,30,homme,2.45,20680.0,134.1,55,37.16
9599,28,"ouvert, fermes, châteaux",1900,30,femme,2.45,20680.0,134.1,55,37.16
9600,33,demi-fermé,1981,113,homme,2.32,23254.0,94.3,68,142.64
9601,75,demi-fermé,1973,113,homme,2.32,23254.0,94.3,68,142.64
9602,2,demi-fermé,1979,113,femme,2.32,23254.0,94.3,68,142.64
9603,26,demi-fermé,1900,113,femme,2.32,23254.0,94.3,68,142.64
9604,5,fermé,1906,113,femme,2.32,23254.0,94.3,68,142.64
9605,75,fermé,1981,113,femme,2.32,23254.0,94.3,68,142.64
9606,11,demi-fermé,1900,113,homme,2.32,23254.0,94.3,68,142.64
9607,0,demi-fermé,1981,113,homme,2.32,23254.0,94.3,68,142.64
9608,23,demi-fermé,1903,113,femme,2.32,23254.0,94.3,68,142.64
9609,57,"ouvert, fermes, châteaux",1966,113,homme,2.32,23254.0,94.3,68,142.64
9610,17,demi-fermé,1900,113,homme,2.32,23254.0,94.3,68,142.64
9611,36,demi-fermé,1901,113,femme,2.32,23254.0,94.3,68,142.64
9612,36,demi-fermé,1969,113,femme,2.32,23254.0,94.3,68,142.64
9613,21,fermé,1910,113,homme,2.32,23254.0,94.3,68,142.64
9614,22,appartements,1976,113,femme,2.32,23254.0,94.3,68,142.64
9615,50,demi-fermé,1900,113,homme,2.32,23254.0,94.3,68,142.64
9616,63,appartements,1940,113,homme,2.32,23254.0,94.3,68,142.64
9617,67,fermé,1949,113,homme,2.32,23254.0,94.3,68,142.64
9618,13,"ouvert, fermes, châteaux",1900,113,femme,2.32,23254.0,94.3,68,142.64
9619,75,demi-fermé,1920,113,femme,2.32,23254.0,94.3,68,142.64
9620,75,demi-fermé,1981,113,femme,2.32,23254.0,94.3,68,142.64
9621,3,"ouvert, fermes, châteaux",1947,113,femme,2.32,23254.0,94.3,68,142.64
9622,65,fermé,1900,113,femme,2.32,23254.0,94.3,68,142.64
9623,75,demi-fermé,1900,113,femme,2.32,23254.0,94.3,68,142.64
9624,61,demi-fermé,1952,113,femme,2.32,23254.0,94.3,68,142.64
9625,48,fermé,1976,113,homme,2.32,23254.0,94.3,68,142.64
9626,11,demi-fermé,1972,113,homme,2.32,23254.0,94.3,68,142.64
9627,35,demi-fermé,1981,113,femme,2.32,23254.0,94.3,68,142.64
9628,55,"ouvert, fermes, châteaux",1900,113,homme,2.32,23254.0,94.3,68,142.64
9629,18,demi-fermé,1977,113,femme,2.32,23254.0,94.3,68,142.64
9630,46,demi-fermé,1981,113,femme,2.32,23254.0,94.3,68,142.64
9631,36,"ouvert, fermes, châteaux",1981,113,homme,2.32,23254.0,94.3,68,142.64
9632,43,"ouvert, fermes, châteaux",1912,113,femme,2.32,23254.0,94.3,68,142.64
9633,75,demi-fermé,1956,113,homme,2.32,23254.0,94.3,68,142.64
9634,5,"ouvert, fermes, châteaux",1900,113,homme,2.32,23254.0,94.3,68,142.64
9635,56,"ouvert, fermes, châteaux",1915,113,femme,2.32,23254.0,94.3,68,142.64
9636,10,appartements,1955,113,homme,2.32,23254.0,94.3,68,142.64
9637,1,appartements,1900,113,femme,2.32,23254.0,94.3,68,142.64
9638,35,"ouvert, fermes, châteaux",1981,113,femme,2.32,23254.0,94.3,68,142.64
9639,51,"ouvert, fermes, châteaux",1907,113,homme,2.32,23254.0,94.3,68,142.64
9640,45,fermé,1981,113,homme,2.32,23254.0,94.3,68,142.64
9641,40,fermé,1939,113,homme,2.32,23254.0,94.3,68,142.64
9642,26,"ouvert, fermes, châteaux",1978,113,femme,2.32,23254.0,94.3,68,142.64
9643,2,"ouvert, fermes, châteaux",1900,113,homme,2.32,23254.0,94.3,68,142.64
9644,42,demi-fermé,1979,113,homme,2.32,23254.0,94.3,68,142.64
9645,75,appartements,1963,113,homme,2.32,23254.0,94.3,68,142.64
9646,3,"ouvert, fermes, châteaux",1950,113,femme,2.32,23254.0,94.3,68,142.64
9647,58,"ouvert, fermes, châteaux",1916,113,homme,2.32,23254.0,94.3,68,142.64
9648,73,"ouvert, fermes, châteaux",1900,113,femme,2.32,23254.0,94.3,68,142.64
9649,20,demi-fermé,1948,113,homme,2.32,23254.0,94.3,68,142.64
9650,22,"ouvert, fermes, châteaux",1917,113,femme,2.32,23254.0,94.3,68,142.64
9651,42,demi-fermé,1958,113,femme,2.32,23254.0,94.3,68,142.64
9652,63,demi-fermé,1900,113,femme,2.32,23254.0,94.3,68,142.64
9653,58,demi-fermé,1917,113,femme,2.32,23254.0,94.3,68,142.64
9654,75,demi-fermé,1900,113,homme,2.32,23254.0,94.3,68,142.64
9655,50,demi-fermé,1965,113,femme,2.32,23254.0,94.3,68,142.64
9656,70,demi-fermé,1900,113,homme,2.32,23254.0,94.3,68,142.64
9657,68,fermé,1900,113,homme,2.32,23254.0,94.3,68,142.64
9658,32,demi-fermé,1971,113,femme,2.32,23254.0,94.3,68,142.64
9659,20,fermé,1981,113,homme,2.32,23254.0,94.3,68,142.64
9660,60,fermé,1981,113,homme,2.32,23254.0,94.3,68,142.64
9661,46,"ouvert, fermes, châteaux",1981,113,homme,2.32,23254.0,94.3,68,142.64
9662,63,demi-fermé,1900,113,homme,2.32,23254.0,94.3,68,142.64
9664,43,"ouvert, fermes, châteaux",1952,113,femme,2.32,23254.0,94.3,68,142.64
9665,0,"ouvert, fermes, châteaux",1900,113,homme,2.32,23254.0,94.3,68,142.64
9666,33,"ouvert, fermes, châteaux",1903,113,femme,2.32,23254.0,94.3,68,142.64
9667,2,fermé,1957,113,femme,2.32,23254.0,94.3,68,142.64
9668,28,fermé,1981,113,femme,2.32,23254.0,94.3,68,142.64
9669,75,"ouvert, fermes, châteaux",1972,113,homme,2.32,23254.0,94.3,68,142.64
9670,20,demi-fermé,1981,113,homme,2.32,23254.0,94.3,68,142.64
9671,12,demi-fermé,1900,113,homme,2.32,23254.0,94.3,68,142.64
9672,32,"ouvert, fermes, châteaux",1966,113,femme,2.32,23254.0,94.3,68,142.64
9673,15,fermé,1900,113,femme,2.32,23254.0,94.3,68,142.64
9674,17,demi-fermé,1953,113,homme,2.32,23254.0,94.3,68,142.64
9675,5,fermé,1900,113,homme,2.32,23254.0,94.3,68,142.64
9676,75,"ouvert, fermes, châteaux",1950,113,homme,2.32,23254.0,94.3,68,142.64
9677,6,"ouvert, fermes, châteaux",1981,113,homme,2.32,23254.0,94.3,68,142.64
9678,75,"ouvert, fermes, châteaux",1913,113,homme,2.32,23254.0,94.3,68,142.64
9679,75,demi-fermé,1928,113,homme,2.32,23254.0,94.3,68,142.64
9680,75,demi-fermé,1921,113,homme,2.32,23254.0,94.3,68,142.64
9681,51,"ouvert, fermes, châteaux",1981,113,femme,2.32,23254.0,94.3,68,142.64
9682,36,appartements,1967,113,homme,2.32,23254.0,94.3,68,142.64
9683,58,"ouvert, fermes, châteaux",1905,113,femme,2.32,23254.0,94.3,68,142.64
9684,58,demi-fermé,1900,113,femme,2.32,23254.0,94.3,68,142.64
9685,2,demi-fermé,1911,113,homme,2.32,23254.0,94.3,68,142.64
9686,68,demi-fermé,1981,113,homme,2.32,23254.0,94.3,68,142.64
9687,68,"ouvert, fermes, châteaux",1950,113,femme,2.32,23254.0,94.3,68,142.64
9688,0,appartements,1964,113,homme,2.32,23254.0,94.3,68,142.64
9689,75,"ouvert, fermes, châteaux",1958,113,femme,2.32,23254.0,94.3,68,142.64
9690,73,demi-fermé,1951,113,femme,2.32,23254.0,94.3,68,142.64
9691,58,fermé,1941,113,homme,2.32,23254.0,94.3,68,142.64
9692,25,"ouvert, fermes, châteaux",1969,113,homme,2.32,23254.0,94.3,68,142.64
9693,26,demi-fermé,1981,113,femme,2.32,23254.0,94.3,68,142.64
9694,8,"ouvert, fermes, châteaux",1974,113,femme,2.32,23254.0,94.3,68,142.64
9695,75,demi-fermé,1977,113,homme,2.32,23254.0,94.3,68,142.64
9696,25,"ouvert, fermes, châteaux",1927,113,homme,2.32,23254.0,94.3,68,142.64
9697,41,demi-fermé,1924,113,homme,2.32,23254.0,94.3,68,142.64
9698,18,"ouvert, fermes, châteaux",1957,113,homme,2.32,23254.0,94.3,68,142.64
9699,75,fermé,1934,113,femme,2.32,23254.0,94.3,68,142.64
9700,46,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9701,31,demi-fermé,1900,26,femme,2.5,23254.0,96.1,71,32.29
9702,32,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9703,50,"ouvert, fermes, châteaux",1946,26,femme,2.5,23254.0,96.1,71,32.29
9704,20,"ouvert, fermes, châteaux",1977,26,homme,2.5,23254.0,96.1,71,32.29
9705,61,demi-fermé,1981,26,femme,2.5,23254.0,96.1,71,32.29
9706,42,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9707,56,"ouvert, fermes, châteaux",1935,26,homme,2.5,23254.0,96.1,71,32.29
9708,52,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9709,25,demi-fermé,1979,26,femme,2.5,23254.0,96.1,71,32.29
9710,32,demi-fermé,1981,26,homme,2.5,23254.0,96.1,71,32.29
9711,3,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9712,46,"ouvert, fermes, châteaux",1981,26,homme,2.5,23254.0,96.1,71,32.29
9713,35,fermé,1900,26,femme,2.5,23254.0,96.1,71,32.29
9714,30,"ouvert, fermes, châteaux",1981,26,femme,2.5,23254.0,96.1,71,32.29
9715,48,demi-fermé,1981,26,femme,2.5,23254.0,96.1,71,32.29
9716,61,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9717,70,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9718,56,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9719,58,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9720,46,"ouvert, fermes, châteaux",1964,26,femme,2.5,23254.0,96.1,71,32.29
9721,75,"ouvert, fermes, châteaux",1922,26,homme,2.5,23254.0,96.1,71,32.29
9722,27,fermé,1900,26,homme,2.5,23254.0,96.1,71,32.29
9723,75,demi-fermé,1981,26,femme,2.5,23254.0,96.1,71,32.29
9724,75,demi-fermé,1900,26,femme,2.5,23254.0,96.1,71,32.29
9725,12,demi-fermé,1981,26,femme,2.5,23254.0,96.1,71,32.29
9726,10,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9727,1,"ouvert, fermes, châteaux",1981,26,femme,2.5,23254.0,96.1,71,32.29
9729,55,demi-fermé,1973,26,homme,2.5,23254.0,96.1,71,32.29
9730,58,"ouvert, fermes, châteaux",1981,26,femme,2.5,23254.0,96.1,71,32.29
9731,61,"ouvert, fermes, châteaux",1981,26,femme,2.5,23254.0,96.1,71,32.29
9732,75,"ouvert, fermes, châteaux",1919,26,femme,2.5,23254.0,96.1,71,32.29
9733,25,"ouvert, fermes, châteaux",1981,26,homme,2.5,23254.0,96.1,71,32.29
9734,62,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9735,42,"ouvert, fermes, châteaux",1981,26,homme,2.5,23254.0,96.1,71,32.29
9736,52,demi-fermé,1900,26,homme,2.5,23254.0,96.1,71,32.29
9737,55,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9738,37,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9739,47,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9740,21,demi-fermé,1981,26,homme,2.5,23254.0,96.1,71,32.29
9741,58,demi-fermé,1981,26,femme,2.5,23254.0,96.1,71,32.29
9742,75,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9743,26,demi-fermé,1900,26,femme,2.5,23254.0,96.1,71,32.29
9744,50,"ouvert, fermes, châteaux",1981,26,homme,2.5,23254.0,96.1,71,32.29
9745,12,demi-fermé,1900,26,homme,2.5,23254.0,96.1,71,32.29
9746,27,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9747,1,"ouvert, fermes, châteaux",1979,26,femme,2.5,23254.0,96.1,71,32.29
9748,45,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9749,26,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9750,46,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9751,22,"ouvert, fermes, châteaux",1967,26,homme,2.5,23254.0,96.1,71,32.29
9752,17,demi-fermé,1963,26,homme,2.5,23254.0,96.1,71,32.29
9753,40,fermé,1981,26,femme,2.5,23254.0,96.1,71,32.29
9754,22,demi-fermé,1944,26,homme,2.5,23254.0,96.1,71,32.29
9755,30,appartements,1900,26,femme,2.5,23254.0,96.1,71,32.29
9756,75,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9757,28,demi-fermé,1924,26,femme,2.5,23254.0,96.1,71,32.29
9758,38,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9759,22,"ouvert, fermes, châteaux",1981,26,femme,2.5,23254.0,96.1,71,32.29
9760,46,demi-fermé,1981,26,femme,2.5,23254.0,96.1,71,32.29
9762,47,demi-fermé,1901,26,homme,2.5,23254.0,96.1,71,32.29
9763,27,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9764,17,fermé,1900,26,homme,2.5,23254.0,96.1,71,32.29
9765,3,"ouvert, fermes, châteaux",1904,26,femme,2.5,23254.0,96.1,71,32.29
9766,46,"ouvert, fermes, châteaux",1981,26,femme,2.5,23254.0,96.1,71,32.29
9767,35,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9768,32,"ouvert, fermes, châteaux",1981,26,homme,2.5,23254.0,96.1,71,32.29
9769,45,"ouvert, fermes, châteaux",1981,26,homme,2.5,23254.0,96.1,71,32.29
9770,6,fermé,1900,26,homme,2.5,23254.0,96.1,71,32.29
9771,13,demi-fermé,1981,26,homme,2.5,23254.0,96.1,71,32.29
9773,53,demi-fermé,1917,26,homme,2.5,23254.0,96.1,71,32.29
9774,66,"ouvert, fermes, châteaux",1981,26,homme,2.5,23254.0,96.1,71,32.29
9775,75,demi-fermé,1901,26,homme,2.5,23254.0,96.1,71,32.29
9776,56,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9777,12,"ouvert, fermes, châteaux",1981,26,femme,2.5,23254.0,96.1,71,32.29
9778,31,"ouvert, fermes, châteaux",1904,26,homme,2.5,23254.0,96.1,71,32.29
9779,2,"ouvert, fermes, châteaux",1981,26,femme,2.5,23254.0,96.1,71,32.29
9780,23,demi-fermé,1900,26,femme,2.5,23254.0,96.1,71,32.29
9781,32,"ouvert, fermes, châteaux",1978,26,femme,2.5,23254.0,96.1,71,32.29
9782,57,"ouvert, fermes, châteaux",1902,26,homme,2.5,23254.0,96.1,71,32.29
9783,5,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9784,31,"ouvert, fermes, châteaux",1958,26,homme,2.5,23254.0,96.1,71,32.29
9785,31,"ouvert, fermes, châteaux",1956,26,femme,2.5,23254.0,96.1,71,32.29
9786,37,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9787,70,"ouvert, fermes, châteaux",1971,26,homme,2.5,23254.0,96.1,71,32.29
9788,71,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9789,17,fermé,1981,26,femme,2.5,23254.0,96.1,71,32.29
9790,56,fermé,1900,26,homme,2.5,23254.0,96.1,71,32.29
9791,18,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9792,11,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9793,63,"ouvert, fermes, châteaux",1900,26,femme,2.5,23254.0,96.1,71,32.29
9794,43,"ouvert, fermes, châteaux",1900,26,homme,2.5,23254.0,96.1,71,32.29
9795,53,demi-fermé,1900,26,femme,2.5,23254.0,96.1,71,32.29
9796,43,demi-fermé,1900,26,homme,2.5,23254.0,96.1,71,32.29
9797,20,"ouvert, fermes, châteaux",1935,26,homme,2.5,23254.0,96.1,71,32.29
9798,47,demi-fermé,1908,26,homme,2.5,23254.0,96.1,71,32.29
9799,12,"ouvert, fermes, châteaux",1981,26,homme,2.5,23254.0,96.1,71,32.29
9800,75,demi-fermé,1968,43,femme,2.33,23254.0,64.0,70,48.76
9801,25,"ouvert, fermes, châteaux",1976,43,homme,2.33,23254.0,64.0,70,48.76
9802,72,"ouvert, fermes, châteaux",1900,43,femme,2.33,23254.0,64.0,70,48.76
9803,52,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9804,70,"ouvert, fermes, châteaux",1900,43,homme,2.33,23254.0,64.0,70,48.76
9805,53,"ouvert, fermes, châteaux",1975,43,homme,2.33,23254.0,64.0,70,48.76
9806,51,"ouvert, fermes, châteaux",1935,43,femme,2.33,23254.0,64.0,70,48.76
9807,68,"ouvert, fermes, châteaux",1900,43,femme,2.33,23254.0,64.0,70,48.76
9808,75,"ouvert, fermes, châteaux",1975,43,femme,2.33,23254.0,64.0,70,48.76
9809,16,demi-fermé,1952,43,femme,2.33,23254.0,64.0,70,48.76
9810,56,demi-fermé,1943,43,homme,2.33,23254.0,64.0,70,48.76
9811,30,"ouvert, fermes, châteaux",1900,43,homme,2.33,23254.0,64.0,70,48.76
9812,36,demi-fermé,1981,43,homme,2.33,23254.0,64.0,70,48.76
9813,36,"ouvert, fermes, châteaux",1900,43,femme,2.33,23254.0,64.0,70,48.76
9814,63,"ouvert, fermes, châteaux",1954,43,homme,2.33,23254.0,64.0,70,48.76
9815,48,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9816,72,"ouvert, fermes, châteaux",1943,43,femme,2.33,23254.0,64.0,70,48.76
9817,68,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9818,12,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9819,41,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9820,50,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9821,20,"ouvert, fermes, châteaux",1900,43,homme,2.33,23254.0,64.0,70,48.76
9822,67,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9823,75,"ouvert, fermes, châteaux",1957,43,femme,2.33,23254.0,64.0,70,48.76
9824,56,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9825,5,demi-fermé,1964,43,homme,2.33,23254.0,64.0,70,48.76
9826,43,"ouvert, fermes, châteaux",1915,43,homme,2.33,23254.0,64.0,70,48.76
9827,61,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9828,1,"ouvert, fermes, châteaux",1919,43,homme,2.33,23254.0,64.0,70,48.76
9829,63,"ouvert, fermes, châteaux",1979,43,femme,2.33,23254.0,64.0,70,48.76
9830,62,"ouvert, fermes, châteaux",1980,43,homme,2.33,23254.0,64.0,70,48.76
9831,50,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9832,47,demi-fermé,1981,43,femme,2.33,23254.0,64.0,70,48.76
9833,57,demi-fermé,1981,43,homme,2.33,23254.0,64.0,70,48.76
9834,73,"ouvert, fermes, châteaux",1900,43,homme,2.33,23254.0,64.0,70,48.76
9835,67,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9836,30,demi-fermé,1981,43,femme,2.33,23254.0,64.0,70,48.76
9837,12,"ouvert, fermes, châteaux",1900,43,femme,2.33,23254.0,64.0,70,48.76
9838,21,"ouvert, fermes, châteaux",1925,43,femme,2.33,23254.0,64.0,70,48.76
9839,21,fermé,1981,43,homme,2.33,23254.0,64.0,70,48.76
9840,66,demi-fermé,1981,43,homme,2.33,23254.0,64.0,70,48.76
9841,60,"ouvert, fermes, châteaux",1900,43,homme,2.33,23254.0,64.0,70,48.76
9842,46,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9843,8,"ouvert, fermes, châteaux",1949,43,homme,2.33,23254.0,64.0,70,48.76
9844,56,demi-fermé,1967,43,femme,2.33,23254.0,64.0,70,48.76
9845,1,fermé,1900,43,homme,2.33,23254.0,64.0,70,48.76
9846,8,"ouvert, fermes, châteaux",1948,43,homme,2.33,23254.0,64.0,70,48.76
9847,21,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9848,26,appartements,1981,43,femme,2.33,23254.0,64.0,70,48.76
9849,28,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9850,47,"ouvert, fermes, châteaux",1980,43,femme,2.33,23254.0,64.0,70,48.76
9851,75,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9852,11,"ouvert, fermes, châteaux",1979,43,homme,2.33,23254.0,64.0,70,48.76
9853,15,"ouvert, fermes, châteaux",1967,43,femme,2.33,23254.0,64.0,70,48.76
9854,62,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9855,51,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9856,13,fermé,1900,43,femme,2.33,23254.0,64.0,70,48.76
9857,66,fermé,1900,43,homme,2.33,23254.0,64.0,70,48.76
9858,75,"ouvert, fermes, châteaux",1929,43,homme,2.33,23254.0,64.0,70,48.76
9859,66,"ouvert, fermes, châteaux",1935,43,homme,2.33,23254.0,64.0,70,48.76
9860,37,demi-fermé,1981,43,homme,2.33,23254.0,64.0,70,48.76
9861,11,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9862,55,fermé,1900,43,homme,2.33,23254.0,64.0,70,48.76
9863,18,"ouvert, fermes, châteaux",1968,43,femme,2.33,23254.0,64.0,70,48.76
9864,20,"ouvert, fermes, châteaux",1900,43,femme,2.33,23254.0,64.0,70,48.76
9865,1,"ouvert, fermes, châteaux",1965,43,femme,2.33,23254.0,64.0,70,48.76
9866,62,"ouvert, fermes, châteaux",1930,43,homme,2.33,23254.0,64.0,70,48.76
9868,37,"ouvert, fermes, châteaux",1967,43,femme,2.33,23254.0,64.0,70,48.76
9869,50,"ouvert, fermes, châteaux",1900,43,femme,2.33,23254.0,64.0,70,48.76
9870,57,demi-fermé,1981,43,femme,2.33,23254.0,64.0,70,48.76
9871,53,demi-fermé,1900,43,homme,2.33,23254.0,64.0,70,48.76
9872,7,"ouvert, fermes, châteaux",1979,43,femme,2.33,23254.0,64.0,70,48.76
9873,46,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9874,75,"ouvert, fermes, châteaux",1953,43,homme,2.33,23254.0,64.0,70,48.76
9875,75,"ouvert, fermes, châteaux",1900,43,femme,2.33,23254.0,64.0,70,48.76
9876,63,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9877,63,demi-fermé,1914,43,homme,2.33,23254.0,64.0,70,48.76
9878,57,demi-fermé,1973,43,femme,2.33,23254.0,64.0,70,48.76
9879,31,"ouvert, fermes, châteaux",1900,43,homme,2.33,23254.0,64.0,70,48.76
9880,56,"ouvert, fermes, châteaux",1900,43,homme,2.33,23254.0,64.0,70,48.76
9881,55,"ouvert, fermes, châteaux",1958,43,femme,2.33,23254.0,64.0,70,48.76
9882,53,"ouvert, fermes, châteaux",1900,43,femme,2.33,23254.0,64.0,70,48.76
9885,38,"ouvert, fermes, châteaux",1946,43,femme,2.33,23254.0,64.0,70,48.76
9886,13,"ouvert, fermes, châteaux",1900,43,femme,2.33,23254.0,64.0,70,48.76
9887,22,"ouvert, fermes, châteaux",1981,43,femme,2.33,23254.0,64.0,70,48.76
9888,35,"ouvert, fermes, châteaux",1930,43,femme,2.33,23254.0,64.0,70,48.76
9889,38,"ouvert, fermes, châteaux",1951,43,homme,2.33,23254.0,64.0,70,48.76
9890,12,demi-fermé,1900,43,homme,2.33,23254.0,64.0,70,48.76
9891,8,"ouvert, fermes, châteaux",1953,43,homme,2.33,23254.0,64.0,70,48.76
9892,0,fermé,1981,43,homme,2.33,23254.0,64.0,70,48.76
9893,50,"ouvert, fermes, châteaux",1960,43,femme,2.33,23254.0,64.0,70,48.76
9895,18,"ouvert, fermes, châteaux",1971,43,femme,2.33,23254.0,64.0,70,48.76
9896,67,"ouvert, fermes, châteaux",1977,43,homme,2.33,23254.0,64.0,70,48.76
9897,37,"ouvert, fermes, châteaux",1981,43,homme,2.33,23254.0,64.0,70,48.76
9898,50,"ouvert, fermes, châteaux",1962,43,homme,2.33,23254.0,64.0,70,48.76
9899,61,demi-fermé,1900,43,homme,2.33,23254.0,64.0,70,48.76
9900,32,"ouvert, fermes, châteaux",1981,32,homme,2.25,23254.0,110.1,64,38.87
9901,57,"ouvert, fermes, châteaux",1981,32,homme,2.25,23254.0,110.1,64,38.87
9902,62,appartements,1957,32,femme,2.25,23254.0,110.1,64,38.87
9903,63,appartements,1981,32,femme,2.25,23254.0,110.1,64,38.87
9904,17,"ouvert, fermes, châteaux",1977,32,femme,2.25,23254.0,110.1,64,38.87
9905,58,"ouvert, fermes, châteaux",1900,32,femme,2.25,23254.0,110.1,64,38.87
9906,1,"ouvert, fermes, châteaux",1924,32,femme,2.25,23254.0,110.1,64,38.87
